,nodes,edges,vocs
773,901.0,4607.0,9.0
914,902.0,4632.0,10.0
869,903.0,4597.0,9.0
630,904.0,4929.0,7.0
1127,904.0,4530.0,12.0
1442,904.0,4520.0,15.0
1085,905.0,4548.0,12.0
1086,905.0,4497.0,12.0
644,907.0,4571.0,7.0
1207,907.0,4567.0,13.0
632,908.0,4401.0,7.0
1013,908.0,4592.0,11.0
1319,909.0,4702.0,14.0
1007,909.0,4593.0,11.0
1012,909.0,4684.0,11.0
1040,910.0,4537.0,11.0
691,911.0,4555.0,8.0
1187,912.0,4724.0,13.0
1798,912.0,4559.0,20.0
1326,912.0,4550.0,14.0
794,913.0,4986.0,9.0
1296,913.0,4596.0,15.0
1704,914.0,4734.0,19.0
787,915.0,4631.0,9.0
816,915.0,4615.0,9.0
450,917.0,4663.0,5.0
756,918.0,4619.0,8.0
1853,919.0,4657.0,19.0
2064,920.0,4863.0,21.0
1486,921.0,4619.0,16.0
208,922.0,4854.0,3.0
1100,923.0,4616.0,12.0
908,925.0,4735.0,10.0
916,926.0,4752.0,10.0
1492,927.0,4668.0,16.0
767,929.0,4522.0,8.0
1322,929.0,4660.0,14.0
652,930.0,4792.0,7.0
789,930.0,4678.0,9.0
1379,930.0,4666.0,15.0
1499,931.0,4761.0,16.0
1102,932.0,4826.0,13.0
1017,933.0,5119.0,11.0
1331,933.0,4716.0,14.0
331,934.0,4916.0,4.0
514,934.0,4484.0,6.0
1251,935.0,4711.0,13.0
1425,936.0,4670.0,15.0
1680,936.0,4669.0,18.0
765,937.0,4866.0,8.0
777,937.0,4650.0,9.0
653,937.0,4764.0,7.0
1203,937.0,4715.0,13.0
1198,938.0,4598.0,14.0
713,939.0,4744.0,8.0
809,941.0,4656.0,9.0
1027,943.0,4606.0,11.0
1035,944.0,4859.0,11.0
764,944.0,4566.0,8.0
2214,945.0,4792.0,23.0
1641,946.0,4825.0,18.0
121,946.0,5123.0,2.0
1061,947.0,4768.0,11.0
1525,947.0,4751.0,17.0
310,947.0,5227.0,4.0
820,948.0,4710.0,9.0
407,949.0,4677.0,5.0
1278,949.0,4945.0,14.0
520,949.0,4988.0,6.0
1697,950.0,4977.0,18.0
887,955.0,4995.0,11.0
439,956.0,4970.0,5.0
1307,957.0,4830.0,14.0
1610,957.0,4796.0,17.0
1734,958.0,4833.0,18.0
1874,959.0,4785.0,19.0
1854,959.0,4812.0,19.0
1106,961.0,4825.0,12.0
961,961.0,4910.0,11.0
954,961.0,4890.0,10.0
989,961.0,4723.0,11.0
894,961.0,4807.0,10.0
833,961.0,4742.0,9.0
962,962.0,4834.0,10.0
1382,962.0,4805.0,15.0
1140,963.0,4866.0,12.0
1246,963.0,4832.0,13.0
2107,963.0,4809.0,22.0
614,964.0,4822.0,7.0
1600,966.0,4861.0,17.0
569,966.0,5324.0,6.0
660,966.0,4758.0,7.0
1186,966.0,4838.0,13.0
1168,967.0,4883.0,12.0
950,968.0,4872.0,10.0
1369,969.0,5247.0,14.0
1006,970.0,4860.0,11.0
1021,971.0,4863.0,11.0
696,973.0,4962.0,8.0
236,975.0,5270.0,3.0
791,975.0,4822.0,9.0
1471,978.0,4908.0,15.0
417,978.0,5394.0,5.0
1257,979.0,4953.0,13.0
1551,979.0,4843.0,16.0
724,980.0,4929.0,8.0
846,980.0,4746.0,9.0
1984,981.0,4860.0,21.0
1039,981.0,4826.0,11.0
1336,981.0,4913.0,14.0
1159,983.0,5044.0,12.0
919,983.0,4905.0,10.0
1392,986.0,5066.0,15.0
874,986.0,5130.0,9.0
1541,986.0,4946.0,16.0
1160,987.0,4987.0,13.0
1032,988.0,4982.0,11.0
1093,989.0,4981.0,12.0
921,992.0,5025.0,10.0
1523,995.0,5039.0,16.0
856,995.0,5127.0,9.0
1020,996.0,4976.0,11.0
850,996.0,4985.0,9.0
1402,996.0,5032.0,15.0
1072,997.0,5058.0,11.0
1228,997.0,5038.0,14.0
365,998.0,5379.0,4.0
971,999.0,5126.0,10.0
1242,999.0,5076.0,13.0
480,999.0,5000.0,7.0
785,1002.0,4849.0,9.0
1211,1002.0,5047.0,13.0
1554,1002.0,5050.0,16.0
931,1004.0,5012.0,10.0
1229,1005.0,5112.0,14.0
991,1006.0,5159.0,11.0
1533,1006.0,5027.0,16.0
1622,1007.0,5112.0,17.0
1285,1007.0,5147.0,14.0
729,1007.0,5194.0,8.0
1925,1007.0,4978.0,20.0
1605,1008.0,5049.0,17.0
1401,1009.0,5119.0,15.0
1422,1010.0,5048.0,15.0
1557,1011.0,5088.0,16.0
1105,1012.0,5193.0,12.0
1005,1013.0,5121.0,11.0
1474,1014.0,5075.0,15.0
1155,1014.0,5053.0,13.0
1044,1016.0,5211.0,11.0
2482,1016.0,5152.0,26.0
1508,1017.0,5140.0,16.0
1058,1017.0,5018.0,11.0
1343,1018.0,5148.0,14.0
719,1018.0,5224.0,9.0
1217,1020.0,5095.0,13.0
1190,1020.0,5197.0,13.0
967,1020.0,5070.0,10.0
1435,1021.0,5113.0,15.0
619,1021.0,5036.0,7.0
1415,1023.0,5125.0,15.0
763,1023.0,5195.0,8.0
1574,1024.0,5170.0,16.0
472,1024.0,5035.0,5.0
1310,1025.0,5014.0,14.0
1428,1026.0,5044.0,15.0
2127,1026.0,5205.0,22.0
1911,1029.0,5113.0,20.0
1763,1029.0,5162.0,18.0
943,1029.0,5179.0,10.0
981,1030.0,5241.0,11.0
2246,1030.0,5032.0,23.0
1420,1031.0,5163.0,15.0
1361,1031.0,5132.0,14.0
917,1033.0,5135.0,10.0
1717,1034.0,5309.0,18.0
1375,1034.0,5196.0,15.0
1569,1034.0,5134.0,16.0
1488,1036.0,5213.0,16.0
1553,1037.0,5159.0,16.0
1356,1037.0,5283.0,14.0
824,1037.0,5270.0,9.0
1372,1037.0,5156.0,14.0
1851,1037.0,5223.0,19.0
807,1040.0,5419.0,9.0
997,1041.0,5287.0,12.0
1000,1041.0,5419.0,11.0
1535,1041.0,5278.0,16.0
1571,1042.0,5249.0,16.0
2048,1042.0,5201.0,21.0
1131,1042.0,5199.0,13.0
1060,1045.0,5404.0,11.0
1456,1046.0,5312.0,15.0
685,1046.0,5280.0,8.0
1821,1046.0,5295.0,20.0
1669,1046.0,5248.0,17.0
1843,1048.0,5315.0,19.0
1611,1048.0,5230.0,18.0
1123,1048.0,5225.0,12.0
714,1049.0,5069.0,8.0
761,1049.0,5329.0,8.0
1394,1049.0,5140.0,16.0
1380,1049.0,5295.0,15.0
1341,1049.0,5383.0,14.0
1431,1050.0,5345.0,15.0
758,1050.0,5311.0,8.0
1783,1051.0,5290.0,19.0
2201,1051.0,5267.0,23.0
501,1053.0,5046.0,6.0
780,1053.0,5417.0,9.0
1534,1055.0,5170.0,16.0
2110,1055.0,5434.0,22.0
2125,1056.0,5366.0,22.0
1445,1057.0,5440.0,16.0
697,1057.0,5355.0,8.0
1512,1057.0,5444.0,16.0
1838,1058.0,5153.0,19.0
1157,1059.0,5213.0,12.0
1682,1060.0,5226.0,18.0
382,1060.0,5029.0,5.0
1317,1061.0,5354.0,14.0
1055,1062.0,5327.0,11.0
1721,1062.0,5366.0,18.0
410,1062.0,5401.0,5.0
483,1062.0,5848.0,6.0
951,1063.0,5464.0,10.0
277,1063.0,5618.0,4.0
1726,1064.0,5410.0,18.0
2516,1064.0,5436.0,26.0
1165,1065.0,5423.0,12.0
1660,1065.0,5409.0,17.0
611,1066.0,5857.0,7.0
2056,1067.0,5251.0,21.0
1226,1067.0,5225.0,14.0
1985,1068.0,5385.0,21.0
721,1069.0,5247.0,8.0
1670,1069.0,5428.0,17.0
1146,1069.0,5392.0,12.0
1272,1070.0,5416.0,14.0
823,1070.0,5464.0,9.0
1335,1070.0,5481.0,14.0
647,1070.0,5501.0,7.0
1071,1070.0,5392.0,11.0
1845,1073.0,5435.0,19.0
822,1074.0,5547.0,9.0
2212,1074.0,5529.0,23.0
1268,1075.0,5513.0,13.0
1225,1075.0,5416.0,13.0
1608,1075.0,5436.0,17.0
1433,1076.0,5438.0,15.0
889,1076.0,5353.0,10.0
1907,1077.0,5407.0,20.0
1677,1077.0,5368.0,18.0
710,1077.0,5372.0,8.0
772,1077.0,5425.0,8.0
600,1078.0,5223.0,7.0
708,1078.0,5400.0,8.0
1518,1078.0,5376.0,16.0
853,1080.0,5508.0,9.0
1718,1080.0,5511.0,18.0
276,1080.0,5926.0,4.0
519,1080.0,5461.0,6.0
1799,1082.0,5484.0,19.0
1357,1082.0,5495.0,14.0
1158,1082.0,5477.0,12.0
840,1083.0,5496.0,9.0
1841,1083.0,5450.0,19.0
2037,1084.0,5451.0,21.0
550,1084.0,5913.0,6.0
1764,1087.0,5293.0,18.0
283,1087.0,5671.0,4.0
1204,1087.0,5212.0,13.0
1550,1087.0,5333.0,16.0
1199,1088.0,5542.0,13.0
1179,1089.0,5483.0,13.0
955,1089.0,5642.0,10.0
1870,1089.0,5581.0,19.0
381,1090.0,5365.0,5.0
1099,1090.0,5459.0,12.0
1034,1091.0,5493.0,11.0
1164,1091.0,5608.0,12.0
1861,1091.0,5646.0,19.0
1163,1092.0,5517.0,12.0
1171,1092.0,5481.0,12.0
1095,1093.0,5391.0,12.0
1612,1093.0,5416.0,18.0
1475,1094.0,5472.0,15.0
1595,1094.0,5512.0,17.0
1284,1094.0,5483.0,14.0
1214,1095.0,5948.0,13.0
827,1095.0,5601.0,9.0
689,1096.0,5734.0,8.0
1658,1096.0,5567.0,17.0
1149,1097.0,5671.0,12.0
2559,1097.0,5541.0,26.0
939,1097.0,5403.0,11.0
412,1097.0,5503.0,5.0
1519,1099.0,5544.0,16.0
895,1099.0,5576.0,10.0
1424,1099.0,5932.0,15.0
1327,1100.0,5443.0,14.0
1986,1100.0,5541.0,21.0
1850,1100.0,5447.0,19.0
1018,1100.0,5562.0,11.0
1481,1101.0,5563.0,16.0
1315,1101.0,5468.0,14.0
828,1102.0,5993.0,9.0
1192,1103.0,5597.0,13.0
891,1103.0,5589.0,10.0
2002,1104.0,5502.0,21.0
656,1104.0,5552.0,7.0
754,1106.0,5545.0,8.0
910,1106.0,5638.0,10.0
1469,1108.0,5713.0,15.0
1377,1108.0,5667.0,15.0
946,1110.0,5686.0,10.0
1742,1111.0,5587.0,18.0
1778,1111.0,5659.0,19.0
1107,1111.0,5316.0,12.0
1494,1112.0,5589.0,16.0
947,1112.0,5631.0,10.0
1282,1112.0,5694.0,14.0
1440,1112.0,5627.0,15.0
1275,1115.0,5570.0,13.0
598,1115.0,5817.0,7.0
1624,1115.0,5580.0,17.0
1536,1115.0,5636.0,16.0
1222,1115.0,6022.0,13.0
623,1115.0,5823.0,7.0
1249,1116.0,6046.0,13.0
1197,1117.0,5442.0,13.0
1509,1118.0,5589.0,16.0
1001,1118.0,5727.0,11.0
1191,1118.0,5607.0,13.0
1750,1120.0,5665.0,18.0
1270,1121.0,5644.0,13.0
1182,1122.0,5779.0,13.0
482,1122.0,5833.0,6.0
1248,1122.0,5603.0,13.0
707,1123.0,5634.0,8.0
1642,1123.0,5686.0,17.0
1975,1126.0,5603.0,20.0
1271,1127.0,5729.0,13.0
1560,1127.0,5702.0,17.0
1715,1127.0,5697.0,18.0
1452,1127.0,5527.0,15.0
2342,1128.0,5663.0,24.0
631,1128.0,5677.0,7.0
1768,1128.0,5659.0,19.0
2818,1129.0,5676.0,30.0
1668,1130.0,5600.0,17.0
1468,1130.0,5708.0,15.0
1250,1131.0,5723.0,13.0
1830,1131.0,5820.0,19.0
746,1131.0,5524.0,8.0
1066,1131.0,5761.0,12.0
903,1132.0,5616.0,10.0
1899,1133.0,5603.0,20.0
1090,1133.0,6122.0,12.0
1753,1134.0,5804.0,19.0
1434,1134.0,5885.0,15.0
1323,1135.0,5606.0,14.0
1656,1135.0,5801.0,17.0
2708,1136.0,5810.0,28.0
692,1136.0,5817.0,8.0
1832,1138.0,5484.0,19.0
1360,1138.0,5719.0,14.0
1725,1138.0,5801.0,18.0
1026,1139.0,5843.0,12.0
1648,1139.0,5674.0,17.0
2128,1140.0,5711.0,22.0
2065,1140.0,5798.0,21.0
1463,1141.0,5920.0,15.0
1941,1142.0,5635.0,20.0
1038,1142.0,5828.0,11.0
898,1142.0,5633.0,10.0
907,1144.0,5549.0,10.0
2209,1144.0,5841.0,23.0
639,1144.0,5754.0,7.0
1239,1146.0,5938.0,13.0
2231,1146.0,5794.0,23.0
1678,1148.0,5765.0,19.0
1057,1149.0,5701.0,11.0
1301,1149.0,5858.0,14.0
1332,1149.0,5863.0,14.0
985,1149.0,5866.0,11.0
1352,1150.0,5566.0,14.0
1457,1152.0,5831.0,15.0
1234,1152.0,5612.0,13.0
1754,1154.0,5770.0,18.0
1383,1155.0,5793.0,15.0
1293,1156.0,6218.0,14.0
1184,1157.0,5747.0,13.0
1655,1158.0,5861.0,17.0
1649,1158.0,5914.0,17.0
1345,1158.0,5743.0,14.0
2155,1158.0,5961.0,23.0
847,1159.0,5743.0,10.0
1266,1159.0,5881.0,13.0
2337,1160.0,5680.0,24.0
1128,1160.0,6251.0,12.0
1847,1161.0,5837.0,20.0
1189,1161.0,5815.0,13.0
564,1161.0,5793.0,6.0
2262,1161.0,5877.0,23.0
1134,1161.0,5797.0,12.0
1528,1161.0,5875.0,16.0
1664,1162.0,5855.0,17.0
1238,1162.0,5732.0,13.0
1747,1162.0,5826.0,18.0
848,1162.0,5819.0,9.0
797,1165.0,5706.0,9.0
1075,1166.0,5851.0,11.0
683,1166.0,5814.0,8.0
1711,1166.0,5846.0,18.0
1650,1166.0,5911.0,17.0
1395,1166.0,5915.0,15.0
1291,1167.0,5867.0,14.0
1482,1167.0,6016.0,17.0
2008,1167.0,5754.0,21.0
1173,1167.0,5757.0,13.0
1416,1169.0,5966.0,15.0
1097,1169.0,5866.0,13.0
1376,1170.0,5862.0,15.0
1138,1170.0,6074.0,12.0
2069,1170.0,5824.0,21.0
1896,1173.0,5882.0,20.0
1852,1174.0,5929.0,19.0
1067,1174.0,6423.0,11.0
731,1174.0,6077.0,8.0
1472,1174.0,5965.0,15.0
1626,1176.0,5899.0,17.0
1412,1176.0,5927.0,15.0
1691,1176.0,5884.0,19.0
1879,1176.0,5964.0,20.0
1177,1176.0,5742.0,14.0
1485,1177.0,5890.0,16.0
1604,1177.0,5887.0,17.0
1390,1177.0,6015.0,15.0
968,1178.0,5861.0,10.0
1265,1178.0,5816.0,13.0
612,1179.0,6390.0,7.0
1597,1179.0,5887.0,17.0
1120,1180.0,6025.0,12.0
618,1180.0,5963.0,7.0
1923,1181.0,5921.0,20.0
2206,1181.0,5928.0,24.0
1096,1182.0,5999.0,12.0
1385,1182.0,5863.0,15.0
1477,1184.0,5876.0,16.0
1462,1184.0,5998.0,15.0
1633,1184.0,6059.0,17.0
1797,1185.0,5822.0,19.0
1410,1186.0,5869.0,15.0
628,1186.0,6113.0,7.0
1359,1187.0,5985.0,14.0
1118,1189.0,5983.0,12.0
1141,1189.0,5853.0,12.0
942,1189.0,5809.0,10.0
1730,1190.0,5973.0,18.0
1409,1190.0,5953.0,15.0
1618,1191.0,5999.0,17.0
1558,1191.0,6115.0,16.0
1137,1191.0,6432.0,12.0
1399,1192.0,5952.0,15.0
676,1192.0,5803.0,8.0
1029,1193.0,6094.0,11.0
1261,1193.0,6124.0,13.0
1685,1193.0,5914.0,18.0
2612,1193.0,6053.0,27.0
1330,1193.0,5947.0,14.0
1627,1194.0,5987.0,18.0
1818,1194.0,5963.0,19.0
2714,1194.0,6068.0,28.0
1121,1194.0,6116.0,12.0
1792,1195.0,5969.0,19.0
1736,1195.0,6038.0,18.0
1931,1197.0,6038.0,20.0
1295,1197.0,6086.0,14.0
1801,1197.0,6070.0,19.0
2326,1198.0,5911.0,24.0
800,1200.0,5856.0,9.0
1607,1200.0,6115.0,17.0
2755,1201.0,6072.0,28.0
1461,1201.0,6078.0,15.0
1590,1202.0,6055.0,17.0
1964,1202.0,5994.0,20.0
1889,1203.0,6007.0,20.0
1819,1203.0,6096.0,20.0
1438,1204.0,6128.0,15.0
1701,1204.0,6261.0,18.0
993,1204.0,5935.0,11.0
1593,1205.0,6073.0,17.0
1647,1205.0,5975.0,17.0
2472,1205.0,5931.0,25.0
790,1207.0,6292.0,9.0
1447,1208.0,6178.0,16.0
878,1208.0,6556.0,10.0
1091,1209.0,5791.0,12.0
1263,1209.0,5967.0,13.0
1840,1210.0,6100.0,19.0
471,1210.0,6037.0,5.0
2630,1210.0,6038.0,28.0
1511,1211.0,6136.0,16.0
1287,1211.0,6130.0,14.0
2193,1211.0,6047.0,23.0
1827,1212.0,6002.0,19.0
1632,1212.0,6109.0,17.0
2009,1212.0,6148.0,21.0
1362,1213.0,6161.0,14.0
1992,1213.0,6071.0,21.0
2036,1213.0,6070.0,21.0
2112,1214.0,6033.0,23.0
1450,1215.0,6531.0,15.0
788,1215.0,5892.0,9.0
506,1215.0,6262.0,6.0
1465,1215.0,6193.0,15.0
459,1216.0,6275.0,5.0
2380,1217.0,6157.0,25.0
2044,1217.0,6106.0,21.0
1216,1217.0,6128.0,13.0
1286,1218.0,6031.0,14.0
2304,1222.0,5993.0,25.0
1894,1224.0,6231.0,20.0
350,1224.0,6418.0,4.0
1256,1224.0,6248.0,13.0
2267,1226.0,6221.0,23.0
1403,1226.0,6134.0,15.0
1906,1226.0,6205.0,21.0
684,1227.0,6613.0,8.0
1731,1229.0,6116.0,18.0
2568,1229.0,6259.0,26.0
1522,1229.0,5978.0,16.0
926,1229.0,6555.0,10.0
1092,1230.0,6323.0,12.0
1427,1230.0,6173.0,15.0
2396,1230.0,6108.0,25.0
2168,1230.0,6262.0,22.0
1340,1231.0,6240.0,14.0
1429,1232.0,6183.0,15.0
860,1233.0,6115.0,9.0
1506,1233.0,6150.0,16.0
1337,1233.0,6171.0,14.0
1373,1234.0,6241.0,14.0
738,1234.0,5972.0,8.0
1384,1234.0,6111.0,15.0
1049,1235.0,6173.0,11.0
1497,1236.0,6331.0,17.0
2504,1236.0,6140.0,26.0
1201,1237.0,6272.0,13.0
2119,1237.0,6297.0,22.0
841,1238.0,6563.0,9.0
1580,1238.0,6218.0,17.0
2073,1239.0,6207.0,22.0
1212,1241.0,6303.0,13.0
1555,1241.0,6359.0,16.0
911,1241.0,6293.0,10.0
2439,1242.0,6261.0,25.0
2250,1242.0,6321.0,24.0
2067,1243.0,6279.0,21.0
1959,1243.0,6282.0,20.0
1784,1243.0,6420.0,19.0
1398,1243.0,6275.0,15.0
1606,1244.0,6035.0,17.0
1629,1245.0,6287.0,17.0
1945,1245.0,6265.0,20.0
1206,1246.0,6292.0,13.0
1645,1247.0,6383.0,17.0
1153,1248.0,6117.0,12.0
1540,1249.0,6236.0,16.0
2197,1249.0,6094.0,24.0
2571,1250.0,6234.0,26.0
1109,1251.0,6700.0,12.0
984,1251.0,6218.0,11.0
1504,1251.0,6382.0,17.0
3082,1251.0,6284.0,32.0
1924,1252.0,6273.0,20.0
1695,1252.0,6335.0,18.0
2419,1253.0,6187.0,25.0
2047,1253.0,6182.0,21.0
1530,1253.0,6276.0,16.0
1193,1254.0,6174.0,13.0
1916,1255.0,6344.0,20.0
2148,1255.0,6304.0,22.0
1661,1255.0,6200.0,18.0
1078,1258.0,6790.0,13.0
2695,1258.0,6229.0,28.0
1069,1258.0,6309.0,11.0
1552,1259.0,6279.0,16.0
1696,1259.0,6301.0,18.0
1303,1260.0,6255.0,14.0
2632,1260.0,6314.0,27.0
1169,1261.0,6219.0,12.0
587,1261.0,6453.0,7.0
1547,1261.0,6407.0,16.0
739,1261.0,6421.0,8.0
927,1262.0,6247.0,10.0
1807,1262.0,6276.0,19.0
1582,1263.0,6808.0,17.0
1877,1263.0,6423.0,20.0
1789,1263.0,6304.0,19.0
1675,1264.0,6338.0,17.0
913,1264.0,6521.0,10.0
1269,1264.0,6807.0,13.0
617,1265.0,6910.0,7.0
1503,1265.0,6359.0,16.0
1130,1265.0,6442.0,12.0
2229,1265.0,6315.0,23.0
2443,1266.0,6393.0,25.0
2509,1266.0,6338.0,27.0
1688,1267.0,6249.0,18.0
1244,1268.0,6539.0,13.0
2716,1268.0,6493.0,28.0
1430,1270.0,6279.0,15.0
1761,1271.0,6802.0,18.0
1893,1271.0,6803.0,20.0
1311,1271.0,6801.0,14.0
1564,1271.0,6524.0,16.0
1616,1271.0,6433.0,17.0
1864,1272.0,6429.0,19.0
1505,1273.0,6189.0,16.0
2420,1274.0,6250.0,25.0
1719,1274.0,6140.0,19.0
879,1274.0,6326.0,10.0
1556,1274.0,6467.0,16.0
2479,1275.0,6346.0,26.0
1918,1275.0,6312.0,20.0
1716,1275.0,6488.0,18.0
1727,1276.0,6424.0,18.0
1520,1278.0,6278.0,16.0
1515,1278.0,6507.0,16.0
2099,1281.0,6438.0,22.0
3006,1282.0,6454.0,31.0
1539,1283.0,6610.0,16.0
1364,1283.0,6453.0,14.0
1479,1284.0,6434.0,16.0
963,1284.0,6375.0,10.0
2098,1284.0,6378.0,22.0
1129,1286.0,6362.0,12.0
2240,1286.0,6534.0,23.0
1104,1287.0,6458.0,12.0
892,1287.0,6385.0,10.0
1521,1289.0,6405.0,16.0
1094,1290.0,6640.0,12.0
673,1290.0,6887.0,7.0
1400,1291.0,6434.0,15.0
2465,1292.0,6478.0,26.0
932,1292.0,6898.0,10.0
635,1292.0,6685.0,7.0
1566,1292.0,6536.0,16.0
3089,1292.0,6523.0,32.0
2032,1293.0,6517.0,21.0
1559,1293.0,6571.0,16.0
1767,1294.0,6352.0,18.0
1886,1294.0,6613.0,21.0
2076,1294.0,6418.0,22.0
2146,1295.0,6452.0,23.0
2860,1295.0,6410.0,29.0
1586,1296.0,6442.0,17.0
2059,1296.0,6557.0,21.0
1568,1297.0,6557.0,16.0
2856,1297.0,6627.0,30.0
1393,1298.0,6525.0,15.0
883,1299.0,6454.0,10.0
1804,1299.0,6566.0,19.0
736,1300.0,6505.0,8.0
2569,1301.0,6570.0,26.0
2845,1302.0,6618.0,29.0
1507,1302.0,6632.0,16.0
2046,1302.0,6571.0,21.0
1161,1303.0,6961.0,12.0
2349,1304.0,6602.0,24.0
1142,1305.0,6598.0,12.0
2629,1305.0,6638.0,28.0
1025,1306.0,6426.0,11.0
1112,1308.0,6577.0,12.0
3196,1309.0,6580.0,33.0
2282,1310.0,6648.0,25.0
1426,1310.0,6570.0,15.0
2006,1311.0,6653.0,21.0
1255,1312.0,6522.0,13.0
2199,1312.0,6514.0,23.0
1166,1314.0,6625.0,12.0
1974,1315.0,6634.0,20.0
1621,1316.0,6613.0,17.0
819,1316.0,7016.0,9.0
2400,1316.0,6515.0,25.0
2894,1316.0,6583.0,30.0
1625,1316.0,6621.0,17.0
2216,1317.0,6737.0,23.0
1834,1317.0,6719.0,19.0
1501,1317.0,6580.0,16.0
2393,1317.0,6484.0,25.0
1909,1318.0,6620.0,20.0
1309,1318.0,6623.0,14.0
1241,1318.0,6760.0,13.0
2520,1319.0,6662.0,26.0
2226,1322.0,6431.0,23.0
1929,1322.0,6631.0,20.0
775,1322.0,6785.0,8.0
1495,1323.0,6628.0,16.0
2141,1324.0,6752.0,22.0
1056,1325.0,6635.0,11.0
1489,1325.0,6719.0,16.0
2211,1325.0,6748.0,23.0
1483,1327.0,6892.0,16.0
1374,1329.0,6599.0,14.0
1320,1331.0,6797.0,15.0
2423,1331.0,6546.0,25.0
1908,1332.0,6732.0,20.0
1082,1333.0,6581.0,13.0
2254,1334.0,6787.0,24.0
1247,1334.0,7190.0,13.0
1070,1335.0,7166.0,11.0
2007,1335.0,6831.0,21.0
2452,1336.0,6781.0,25.0
1926,1336.0,6785.0,20.0
2599,1336.0,6783.0,27.0
1389,1336.0,6477.0,15.0
935,1337.0,6510.0,10.0
1760,1337.0,6807.0,18.0
1749,1338.0,6739.0,18.0
2118,1338.0,6481.0,22.0
1436,1338.0,6509.0,16.0
1598,1339.0,6690.0,17.0
2552,1340.0,6801.0,26.0
1790,1340.0,6705.0,19.0
1299,1340.0,6677.0,14.0
1581,1340.0,6756.0,18.0
1088,1341.0,6595.0,12.0
2113,1341.0,6785.0,22.0
1218,1342.0,6798.0,13.0
2106,1343.0,6720.0,22.0
2621,1343.0,6724.0,27.0
2184,1343.0,6682.0,23.0
1404,1343.0,7148.0,15.0
2459,1343.0,6646.0,25.0
1936,1343.0,6765.0,20.0
2203,1344.0,7157.0,23.0
2000,1345.0,6631.0,21.0
1751,1345.0,6807.0,18.0
1213,1346.0,6573.0,13.0
999,1346.0,7268.0,11.0
1663,1347.0,6858.0,18.0
2208,1347.0,6750.0,23.0
1240,1348.0,6665.0,13.0
978,1348.0,7084.0,12.0
2758,1349.0,6703.0,28.0
2028,1349.0,6824.0,22.0
2173,1349.0,6866.0,22.0
2969,1350.0,6715.0,30.0
1939,1350.0,6703.0,20.0
1599,1351.0,7240.0,18.0
2582,1351.0,6888.0,27.0
1615,1353.0,6833.0,17.0
1180,1353.0,6991.0,13.0
1224,1354.0,7076.0,13.0
1145,1354.0,7058.0,12.0
1151,1354.0,6931.0,12.0
1994,1355.0,6876.0,21.0
2432,1355.0,6819.0,26.0
1200,1357.0,6902.0,13.0
1459,1358.0,6791.0,15.0
1653,1359.0,6890.0,17.0
1842,1360.0,6745.0,19.0
1386,1360.0,7198.0,15.0
1878,1363.0,6805.0,20.0
1745,1363.0,6794.0,19.0
1514,1364.0,6884.0,16.0
3002,1364.0,7046.0,32.0
2052,1365.0,6841.0,21.0
1371,1366.0,7338.0,14.0
890,1366.0,7065.0,10.0
1708,1366.0,7090.0,18.0
481,1367.0,7350.0,6.0
1570,1367.0,6792.0,17.0
1333,1368.0,6893.0,14.0
1724,1368.0,7286.0,18.0
994,1369.0,6958.0,11.0
2080,1370.0,6738.0,22.0
2051,1372.0,6877.0,21.0
1635,1372.0,6949.0,17.0
2268,1372.0,6987.0,23.0
2230,1373.0,6911.0,23.0
1358,1373.0,6902.0,14.0
2609,1373.0,6898.0,27.0
1699,1373.0,6922.0,18.0
3254,1376.0,6991.0,33.0
2279,1376.0,6928.0,24.0
629,1377.0,6988.0,7.0
1833,1377.0,6913.0,19.0
940,1378.0,6664.0,10.0
1119,1378.0,6863.0,12.0
2010,1379.0,6932.0,21.0
2071,1379.0,6968.0,21.0
1728,1384.0,6745.0,18.0
2694,1385.0,7154.0,29.0
1679,1385.0,6998.0,19.0
986,1387.0,6792.0,11.0
1529,1387.0,6932.0,16.0
1740,1389.0,7018.0,18.0
2398,1390.0,6973.0,25.0
1991,1390.0,6885.0,21.0
863,1391.0,7423.0,9.0
1544,1391.0,6900.0,17.0
1995,1392.0,6967.0,21.0
1313,1392.0,6910.0,14.0
1758,1392.0,6828.0,18.0
1714,1393.0,7222.0,19.0
1314,1395.0,7213.0,14.0
802,1396.0,7483.0,9.0
1609,1397.0,6991.0,17.0
1348,1397.0,7192.0,14.0
1808,1398.0,7108.0,19.0
1765,1398.0,7037.0,18.0
2340,1398.0,7026.0,24.0
2316,1398.0,6961.0,25.0
2172,1399.0,7069.0,22.0
2204,1400.0,7006.0,23.0
1110,1401.0,7171.0,12.0
1053,1401.0,7509.0,11.0
1167,1401.0,6889.0,12.0
1325,1402.0,6950.0,14.0
2260,1402.0,7089.0,23.0
1441,1403.0,6946.0,15.0
1413,1404.0,7144.0,15.0
2310,1404.0,7166.0,24.0
2356,1405.0,7056.0,24.0
2293,1406.0,6996.0,24.0
3253,1406.0,7219.0,33.0
2409,1406.0,7114.0,25.0
1620,1407.0,7076.0,18.0
2130,1407.0,7040.0,22.0
832,1407.0,6928.0,9.0
2263,1407.0,7001.0,23.0
1227,1408.0,7544.0,13.0
1349,1409.0,7121.0,14.0
979,1409.0,7306.0,11.0
2090,1409.0,7175.0,23.0
1113,1410.0,7466.0,12.0
1524,1411.0,7029.0,16.0
