,nodes,edges,vocs
1796,1784.0,9445.0,19.0
3061,1784.0,9416.0,31.0
3181,1784.0,8900.0,34.0
2061,1785.0,9329.0,21.0
1920,1786.0,8851.0,20.0
2614,1786.0,8961.0,27.0
2821,1787.0,8925.0,29.0
1816,1787.0,8931.0,19.0
2839,1789.0,8957.0,29.0
2165,1791.0,9132.0,22.0
3039,1791.0,8897.0,31.0
2827,1792.0,9443.0,29.0
3684,1793.0,8961.0,38.0
2273,1795.0,8998.0,24.0
2180,1796.0,9132.0,23.0
2011,1796.0,9019.0,21.0
3833,1797.0,9124.0,39.0
2026,1797.0,9393.0,21.0
2641,1797.0,9484.0,28.0
4209,1797.0,8992.0,43.0
2579,1798.0,9493.0,27.0
4010,1798.0,9070.0,42.0
4043,1799.0,9053.0,41.0
2791,1800.0,8956.0,29.0
2540,1800.0,8801.0,27.0
2025,1801.0,9049.0,21.0
2949,1801.0,9220.0,30.0
4202,1801.0,8956.0,43.0
2882,1801.0,9013.0,30.0
3940,1802.0,9079.0,40.0
2619,1802.0,9049.0,27.0
3314,1804.0,8985.0,34.0
2469,1804.0,9057.0,25.0
2218,1804.0,9059.0,23.0
1639,1804.0,9166.0,17.0
3216,1804.0,9439.0,33.0
2285,1804.0,9021.0,24.0
1919,1806.0,9526.0,20.0
2893,1806.0,9185.0,30.0
2732,1807.0,8929.0,28.0
1772,1807.0,8981.0,18.0
1720,1808.0,9102.0,18.0
2501,1810.0,9178.0,27.0
3276,1810.0,8856.0,34.0
1837,1811.0,8981.0,19.0
3099,1812.0,9193.0,32.0
2503,1812.0,9083.0,26.0
1411,1812.0,9056.0,15.0
1516,1813.0,9205.0,16.0
1368,1814.0,9097.0,14.0
2739,1815.0,9148.0,28.0
3450,1815.0,8990.0,35.0
1856,1815.0,9317.0,19.0
2781,1816.0,8702.0,29.0
1955,1817.0,9464.0,20.0
3946,1817.0,9033.0,40.0
3013,1817.0,8998.0,31.0
4325,1818.0,9078.0,44.0
2308,1818.0,9520.0,24.0
2616,1819.0,8772.0,27.0
2855,1820.0,9034.0,29.0
3281,1821.0,9085.0,34.0
3008,1822.0,9166.0,31.0
3208,1822.0,9165.0,33.0
2778,1822.0,9118.0,30.0
2785,1823.0,8944.0,29.0
2405,1823.0,9002.0,25.0
1732,1823.0,9054.0,18.0
1770,1824.0,9120.0,18.0
2973,1824.0,9161.0,30.0
2792,1825.0,9137.0,29.0
1895,1825.0,9615.0,20.0
2166,1825.0,9366.0,22.0
2407,1826.0,9599.0,25.0
2299,1826.0,9434.0,24.0
1545,1826.0,9648.0,16.0
2829,1827.0,9255.0,29.0
1448,1827.0,9283.0,15.0
3033,1829.0,9595.0,31.0
2551,1829.0,8998.0,26.0
2885,1829.0,9330.0,30.0
1264,1830.0,9046.0,13.0
2457,1831.0,9632.0,25.0
3298,1832.0,9136.0,34.0
2111,1834.0,9195.0,22.0
1628,1835.0,9686.0,18.0
3063,1835.0,9634.0,32.0
3459,1837.0,9304.0,35.0
2408,1838.0,9334.0,26.0
3686,1838.0,9201.0,38.0
2834,1838.0,9688.0,29.0
4305,1838.0,9184.0,44.0
3397,1838.0,9362.0,36.0
2586,1839.0,9515.0,28.0
3505,1839.0,9231.0,36.0
2329,1839.0,9344.0,24.0
1235,1839.0,9101.0,13.0
2909,1840.0,9147.0,30.0
2603,1840.0,9204.0,27.0
2038,1840.0,9534.0,21.0
3292,1840.0,9633.0,34.0
1933,1841.0,9046.0,20.0
1723,1842.0,9295.0,18.0
1883,1842.0,9239.0,20.0
2426,1843.0,9074.0,25.0
3182,1843.0,9314.0,33.0
1292,1843.0,9715.0,14.0
2322,1845.0,9535.0,24.0
2234,1846.0,9513.0,23.0
2932,1847.0,9714.0,31.0
3348,1848.0,9269.0,34.0
3587,1848.0,9270.0,37.0
1686,1849.0,9623.0,18.0
3461,1850.0,9207.0,35.0
4112,1851.0,9247.0,43.0
2034,1852.0,9645.0,21.0
2986,1852.0,9560.0,31.0
2567,1852.0,9253.0,26.0
2352,1852.0,9775.0,24.0
2332,1852.0,9747.0,24.0
2159,1852.0,9423.0,22.0
3174,1852.0,9271.0,33.0
2925,1854.0,9697.0,30.0
2474,1854.0,9748.0,25.0
3714,1855.0,9339.0,38.0
2102,1855.0,9148.0,22.0
2610,1856.0,9253.0,27.0
1008,1856.0,9571.0,11.0
2077,1857.0,9734.0,22.0
4354,1858.0,9287.0,44.0
2139,1859.0,9497.0,22.0
3746,1859.0,9363.0,38.0
2182,1859.0,9330.0,23.0
2301,1860.0,9723.0,24.0
2121,1860.0,9646.0,22.0
2617,1864.0,9419.0,27.0
1588,1864.0,9767.0,17.0
1788,1865.0,9471.0,19.0
2737,1865.0,9242.0,28.0
3808,1865.0,9386.0,39.0
2705,1865.0,9219.0,28.0
2760,1866.0,9428.0,28.0
3015,1867.0,9117.0,31.0
2248,1868.0,9542.0,23.0
3278,1868.0,9335.0,34.0
3342,1868.0,9324.0,34.0
2015,1869.0,9292.0,21.0
3085,1869.0,9520.0,32.0
3086,1870.0,9314.0,33.0
2372,1870.0,9279.0,24.0
2841,1871.0,9334.0,29.0
1259,1871.0,9695.0,13.0
2364,1872.0,9877.0,24.0
4062,1872.0,9296.0,41.0
3529,1872.0,9390.0,36.0
3531,1872.0,9472.0,36.0
1968,1873.0,9805.0,20.0
2918,1874.0,9766.0,31.0
2538,1874.0,9111.0,26.0
2362,1874.0,9427.0,24.0
1940,1874.0,9817.0,20.0
2253,1874.0,9300.0,23.0
3064,1875.0,9320.0,31.0
3913,1876.0,9469.0,40.0
2679,1876.0,9802.0,28.0
1824,1876.0,9450.0,19.0
1793,1877.0,9767.0,19.0
4363,1877.0,9408.0,44.0
3509,1877.0,9495.0,36.0
3673,1878.0,9348.0,37.0
3144,1878.0,9552.0,32.0
3363,1878.0,9353.0,34.0
2674,1879.0,9455.0,27.0
2379,1879.0,9356.0,25.0
2414,1881.0,9378.0,25.0
4954,1881.0,9432.0,50.0
2561,1882.0,9299.0,26.0
2271,1883.0,9636.0,23.0
2402,1883.0,9678.0,25.0
2689,1883.0,9356.0,29.0
2656,1884.0,9399.0,27.0
2545,1884.0,9562.0,26.0
2842,1884.0,9273.0,29.0
3730,1884.0,9396.0,38.0
2462,1885.0,9615.0,25.0
2311,1885.0,9123.0,24.0
4026,1885.0,9415.0,41.0
2532,1886.0,9543.0,26.0
2984,1886.0,9358.0,32.0
2092,1886.0,9130.0,22.0
2572,1887.0,9190.0,26.0
2578,1888.0,9491.0,27.0
1221,1889.0,9860.0,13.0
2686,1890.0,9516.0,28.0
3720,1890.0,9493.0,38.0
2060,1891.0,9643.0,21.0
3334,1892.0,9654.0,34.0
2005,1892.0,9761.0,21.0
2157,1893.0,9732.0,22.0
3388,1894.0,9516.0,35.0
2093,1894.0,9352.0,22.0
3111,1894.0,9654.0,32.0
2338,1894.0,9926.0,24.0
1839,1895.0,9599.0,19.0
2131,1897.0,9462.0,22.0
2114,1897.0,9501.0,22.0
2866,1897.0,9930.0,30.0
2510,1898.0,9347.0,27.0
3697,1898.0,9620.0,38.0
3445,1899.0,9516.0,35.0
1822,1899.0,9810.0,19.0
2985,1899.0,9498.0,31.0
1928,1899.0,9477.0,20.0
2136,1901.0,9575.0,22.0
2978,1901.0,9663.0,31.0
3631,1902.0,9713.0,37.0
2288,1902.0,9448.0,25.0
2868,1903.0,9514.0,30.0
3739,1904.0,9654.0,38.0
3053,1904.0,9628.0,31.0
1577,1904.0,9819.0,17.0
2336,1904.0,9462.0,24.0
3349,1905.0,9444.0,35.0
3150,1906.0,9595.0,32.0
1914,1906.0,10073.0,20.0
3274,1906.0,9447.0,33.0
2908,1907.0,9359.0,30.0
3094,1907.0,9996.0,32.0
2502,1908.0,10093.0,27.0
2879,1908.0,10090.0,30.0
3010,1909.0,9566.0,31.0
3360,1909.0,9654.0,34.0
2245,1910.0,9471.0,24.0
3090,1910.0,9455.0,33.0
2463,1910.0,9634.0,25.0
2819,1910.0,9548.0,29.0
3604,1911.0,9612.0,38.0
2935,1911.0,9487.0,30.0
2848,1912.0,9506.0,29.0
3264,1912.0,9286.0,33.0
3563,1913.0,9652.0,36.0
4273,1913.0,9617.0,44.0
2070,1914.0,9944.0,21.0
2041,1915.0,9393.0,21.0
3513,1915.0,9645.0,37.0
2539,1916.0,9949.0,26.0
3057,1916.0,9635.0,31.0
3544,1916.0,9577.0,36.0
3310,1917.0,9625.0,34.0
2801,1917.0,9555.0,29.0
3295,1917.0,9379.0,35.0
2891,1918.0,9589.0,30.0
2269,1918.0,9967.0,23.0
2683,1918.0,10094.0,29.0
2449,1919.0,9892.0,25.0
2411,1919.0,9458.0,25.0
3236,1920.0,9632.0,33.0
3129,1921.0,9486.0,33.0
2595,1921.0,9570.0,27.0
2368,1921.0,9644.0,25.0
3569,1921.0,10100.0,37.0
3337,1922.0,9643.0,34.0
3918,1923.0,9581.0,41.0
2133,1924.0,9919.0,22.0
2722,1925.0,9570.0,28.0
1958,1925.0,9599.0,20.0
2224,1926.0,9991.0,23.0
2750,1926.0,9405.0,29.0
4277,1926.0,9603.0,44.0
3549,1928.0,9616.0,36.0
3042,1928.0,9654.0,31.0
3372,1929.0,9641.0,34.0
2095,1929.0,10017.0,23.0
2693,1929.0,9415.0,28.0
2391,1930.0,9641.0,26.0
2228,1930.0,10131.0,23.0
2877,1930.0,9852.0,30.0
3183,1931.0,9617.0,34.0
3410,1932.0,9596.0,36.0
2524,1933.0,9684.0,26.0
2483,1934.0,9689.0,26.0
2798,1935.0,9568.0,29.0
4057,1935.0,9672.0,42.0
1943,1937.0,9979.0,20.0
2601,1938.0,10115.0,27.0
3375,1938.0,9744.0,34.0
2729,1938.0,9948.0,29.0
3054,1938.0,9813.0,31.0
5200,1938.0,9799.0,54.0
2707,1939.0,9672.0,28.0
2017,1939.0,9912.0,21.0
3035,1939.0,9745.0,31.0
2685,1939.0,9532.0,28.0
3462,1941.0,9670.0,35.0
2378,1942.0,9507.0,25.0
5038,1942.0,9731.0,51.0
3048,1942.0,9403.0,32.0
2221,1943.0,9897.0,23.0
1970,1944.0,10253.0,21.0
3132,1944.0,9741.0,32.0
3197,1945.0,9594.0,33.0
2770,1945.0,9879.0,28.0
2960,1945.0,9781.0,30.0
3553,1946.0,9900.0,36.0
2878,1947.0,9736.0,30.0
2623,1947.0,9580.0,27.0
1759,1949.0,9956.0,18.0
2826,1949.0,9932.0,29.0
2170,1949.0,9837.0,22.0
2158,1951.0,10237.0,22.0
3231,1951.0,9868.0,33.0
4021,1951.0,9849.0,41.0
4067,1951.0,9684.0,41.0
3722,1951.0,9483.0,38.0
2084,1951.0,9861.0,22.0
3721,1951.0,9913.0,38.0
2633,1952.0,9813.0,28.0
1791,1953.0,10015.0,19.0
3389,1953.0,9956.0,35.0
2549,1953.0,9950.0,26.0
4060,1954.0,9769.0,41.0
3034,1954.0,9884.0,31.0
1567,1955.0,10360.0,16.0
2302,1955.0,9538.0,24.0
2186,1956.0,10001.0,23.0
2291,1957.0,9822.0,24.0
4239,1957.0,9856.0,44.0
2347,1958.0,9801.0,24.0
2887,1959.0,9603.0,30.0
2836,1962.0,9873.0,29.0
3496,1962.0,9830.0,36.0
2117,1962.0,9851.0,22.0
3382,1963.0,10001.0,35.0
1328,1964.0,10013.0,14.0
2904,1964.0,9896.0,30.0
3280,1965.0,9636.0,34.0
2953,1965.0,9831.0,30.0
2667,1966.0,9807.0,27.0
2354,1967.0,10447.0,24.0
3075,1967.0,9800.0,31.0
3852,1968.0,9835.0,39.0
2115,1968.0,10126.0,22.0
3775,1969.0,9888.0,38.0
3857,1969.0,9561.0,40.0
3943,1969.0,10006.0,40.0
3784,1970.0,9728.0,39.0
3674,1971.0,9882.0,37.0
2223,1971.0,10106.0,23.0
3476,1972.0,9987.0,36.0
2451,1973.0,10011.0,25.0
3696,1974.0,9739.0,38.0
4423,1976.0,9800.0,46.0
4564,1976.0,9744.0,47.0
4096,1976.0,9920.0,42.0
3547,1976.0,9959.0,37.0
2343,1977.0,9866.0,24.0
3121,1977.0,10073.0,33.0
1638,1977.0,10050.0,17.0
2528,1978.0,9819.0,26.0
2413,1978.0,9922.0,25.0
3661,1978.0,9930.0,37.0
3067,1978.0,9717.0,31.0
2261,1978.0,9812.0,23.0
2815,1978.0,10447.0,29.0
1460,1979.0,10151.0,15.0
2788,1980.0,9876.0,30.0
2406,1980.0,9844.0,25.0
2227,1981.0,10435.0,23.0
3385,1981.0,9902.0,36.0
2053,1981.0,10091.0,21.0
1882,1982.0,10383.0,20.0
2289,1982.0,9916.0,24.0
4241,1982.0,9904.0,44.0
2054,1983.0,10237.0,21.0
3584,1983.0,9829.0,37.0
2734,1983.0,9693.0,28.0
2108,1985.0,10444.0,22.0
3246,1985.0,9958.0,33.0
2831,1986.0,9755.0,29.0
3802,1986.0,9896.0,40.0
3760,1987.0,9916.0,38.0
2541,1988.0,9886.0,26.0
2497,1988.0,10235.0,26.0
2345,1990.0,9808.0,24.0
3032,1990.0,9935.0,31.0
2853,1990.0,9867.0,29.0
3976,1991.0,9929.0,41.0
2811,1991.0,10041.0,30.0
3626,1992.0,9899.0,37.0
3038,1992.0,10133.0,31.0
3469,1992.0,10004.0,35.0
2294,1993.0,10416.0,25.0
2281,1993.0,9998.0,24.0
2895,1993.0,10080.0,30.0
2470,1994.0,10467.0,25.0
2122,1994.0,10368.0,22.0
2653,1994.0,9921.0,28.0
3431,1994.0,10112.0,35.0
4105,1995.0,9892.0,42.0
1865,1996.0,10385.0,19.0
3931,1996.0,9964.0,40.0
1888,1998.0,9951.0,20.0
2339,1999.0,9932.0,24.0
3829,1999.0,9947.0,39.0
3726,1999.0,9713.0,38.0
2989,1999.0,9904.0,31.0
1777,2000.0,9873.0,19.0
1857,2001.0,10279.0,19.0
2235,2002.0,9885.0,23.0
3162,2002.0,9984.0,32.0
2171,2002.0,9953.0,22.0
3305,2003.0,10049.0,34.0
2889,2003.0,9896.0,30.0
3651,2003.0,10035.0,37.0
3753,2004.0,10169.0,39.0
2321,2004.0,10134.0,24.0
1644,2004.0,10478.0,17.0
2421,2004.0,10490.0,26.0
4769,2005.0,9976.0,48.0
3440,2006.0,10037.0,35.0
3524,2006.0,10571.0,36.0
3512,2006.0,10006.0,36.0
3023,2006.0,9840.0,31.0
2134,2007.0,10008.0,22.0
4174,2007.0,10033.0,43.0
1378,2007.0,10161.0,15.0
1220,2007.0,10265.0,13.0
2085,2008.0,10545.0,22.0
4539,2009.0,9936.0,46.0
3824,2009.0,10080.0,39.0
3683,2009.0,10015.0,38.0
3492,2009.0,10433.0,36.0
2371,2010.0,10486.0,24.0
1946,2010.0,10240.0,20.0
2306,2010.0,9916.0,24.0
2335,2011.0,10015.0,24.0
3693,2012.0,9915.0,38.0
3889,2012.0,10139.0,40.0
2652,2013.0,9960.0,27.0
3212,2014.0,10513.0,33.0
4262,2015.0,10153.0,43.0
3454,2015.0,9928.0,35.0
4560,2015.0,9968.0,46.0
2902,2018.0,10524.0,30.0
2493,2018.0,10331.0,26.0
3249,2018.0,10129.0,33.0
3681,2019.0,10546.0,38.0
2488,2020.0,10261.0,27.0
2747,2020.0,10271.0,29.0
3610,2020.0,10022.0,37.0
1979,2021.0,10515.0,21.0
2210,2021.0,10336.0,23.0
2024,2021.0,9861.0,21.0
1602,2021.0,10105.0,17.0
1904,2021.0,10645.0,20.0
2924,2022.0,10559.0,30.0
1921,2023.0,10417.0,20.0
3663,2023.0,10567.0,37.0
3229,2024.0,10576.0,33.0
3478,2024.0,10046.0,36.0
3902,2025.0,10118.0,40.0
3242,2025.0,10186.0,33.0
3678,2025.0,10174.0,38.0
1846,2025.0,10412.0,19.0
3815,2026.0,10190.0,40.0
2355,2026.0,9949.0,24.0
3166,2026.0,10028.0,32.0
2063,2027.0,10230.0,22.0
3530,2027.0,10175.0,36.0
3275,2027.0,10142.0,33.0
3420,2028.0,10287.0,36.0
2513,2029.0,10259.0,26.0
3120,2030.0,10047.0,33.0
2636,2031.0,10148.0,27.0
3217,2031.0,10314.0,33.0
4193,2031.0,9959.0,44.0
3516,2032.0,10205.0,36.0
1111,2032.0,10402.0,12.0
4485,2032.0,10183.0,47.0
3180,2033.0,10132.0,33.0
2333,2033.0,10044.0,24.0
3738,2033.0,10137.0,38.0
3202,2033.0,10421.0,33.0
2876,2033.0,10391.0,30.0
2132,2033.0,9901.0,22.0
3255,2034.0,10167.0,33.0
2994,2034.0,10336.0,31.0
1579,2036.0,10168.0,18.0
2713,2036.0,10119.0,28.0
2358,2036.0,10518.0,24.0
3676,2037.0,10122.0,38.0
3725,2038.0,10199.0,38.0
3045,2038.0,10292.0,31.0
4718,2039.0,10369.0,48.0
3777,2040.0,10142.0,40.0
3311,2041.0,10330.0,34.0
2981,2041.0,10260.0,31.0
2547,2041.0,10396.0,27.0
4117,2042.0,10710.0,43.0
3248,2043.0,10109.0,33.0
2096,2043.0,10339.0,23.0
4428,2044.0,10097.0,45.0
3184,2045.0,10212.0,33.0
2450,2046.0,10520.0,25.0
3528,2047.0,10083.0,36.0
4453,2047.0,10377.0,46.0
4574,2047.0,10239.0,46.0
2154,2048.0,10194.0,22.0
1951,2048.0,10006.0,20.0
4068,2049.0,10329.0,41.0
1876,2051.0,10226.0,20.0
3058,2051.0,10292.0,31.0
2774,2051.0,10671.0,29.0
2980,2052.0,10423.0,31.0
3821,2053.0,10242.0,40.0
1927,2053.0,10735.0,20.0
2991,2054.0,10246.0,31.0
2795,2054.0,10337.0,29.0
3079,2055.0,10307.0,33.0
1844,2055.0,10426.0,19.0
2467,2056.0,10190.0,25.0
2640,2057.0,10622.0,27.0
2669,2058.0,10630.0,27.0
3267,2058.0,10159.0,33.0
2813,2059.0,10425.0,29.0
3347,2060.0,10436.0,35.0
3603,2061.0,10179.0,37.0
3130,2062.0,10552.0,32.0
2799,2062.0,10128.0,29.0
4084,2065.0,10708.0,43.0
3585,2065.0,10473.0,37.0
1781,2066.0,10605.0,19.0
2460,2067.0,10755.0,26.0
2266,2067.0,10624.0,23.0
2965,2067.0,10201.0,30.0
3230,2068.0,10802.0,33.0
4753,2068.0,10426.0,48.0
2476,2068.0,10866.0,26.0
3080,2068.0,10234.0,33.0
3138,2069.0,10326.0,32.0
3962,2069.0,10393.0,41.0
3993,2070.0,10348.0,41.0
5495,2070.0,10488.0,57.0
4412,2072.0,10303.0,45.0
2919,2072.0,10789.0,30.0
3400,2072.0,10177.0,36.0
2923,2073.0,10390.0,30.0
2825,2073.0,10362.0,29.0
3907,2073.0,10276.0,41.0
1414,2075.0,10509.0,15.0
4251,2076.0,10200.0,44.0
2075,2076.0,10317.0,21.0
2858,2077.0,10431.0,29.0
2900,2077.0,10271.0,30.0
3207,2077.0,10445.0,33.0
1802,2078.0,10464.0,20.0
3615,2078.0,10335.0,37.0
1902,2078.0,10584.0,20.0
3956,2079.0,10411.0,41.0
3312,2079.0,10434.0,35.0
2872,2081.0,10249.0,29.0
2670,2081.0,10125.0,27.0
4212,2082.0,10618.0,44.0
3340,2082.0,10437.0,35.0
2442,2085.0,10943.0,26.0
4157,2086.0,10527.0,42.0
1956,2087.0,10195.0,20.0
2777,2088.0,10493.0,29.0
5023,2089.0,10612.0,51.0
4170,2090.0,10530.0,43.0
2434,2090.0,10906.0,26.0
3625,2091.0,10876.0,37.0
3744,2091.0,10549.0,38.0
3001,2092.0,10517.0,31.0
2309,2092.0,10532.0,24.0
3394,2092.0,10511.0,35.0
2634,2093.0,10817.0,27.0
3554,2093.0,10328.0,36.0
3609,2094.0,10715.0,38.0
2596,2094.0,10378.0,27.0
2081,2094.0,11026.0,22.0
3473,2094.0,10576.0,35.0
2966,2094.0,10977.0,30.0
2996,2095.0,10415.0,31.0
2699,2095.0,10620.0,28.0
3122,2095.0,10562.0,32.0
2177,2096.0,10754.0,23.0
4134,2096.0,10450.0,42.0
4893,2098.0,10715.0,50.0
1601,2099.0,10529.0,17.0
3169,2099.0,11000.0,32.0
1828,2100.0,10762.0,20.0
3869,2100.0,11011.0,40.0
3527,2101.0,10449.0,36.0
2702,2101.0,10356.0,28.0
3995,2102.0,10546.0,42.0
1903,2102.0,10769.0,20.0
3041,2102.0,10608.0,32.0
2241,2103.0,10780.0,23.0
3284,2104.0,10749.0,34.0
3506,2104.0,10593.0,36.0
4901,2105.0,10574.0,50.0
3792,2105.0,10599.0,39.0
2043,2105.0,11021.0,21.0
3875,2106.0,10512.0,39.0
2481,2106.0,10862.0,26.0
3402,2107.0,10669.0,35.0
2666,2107.0,10272.0,27.0
4356,2107.0,10484.0,44.0
1999,2107.0,10749.0,21.0
2979,2108.0,10528.0,31.0
2057,2108.0,11019.0,21.0
3645,2108.0,10401.0,37.0
3142,2108.0,10465.0,32.0
3279,2110.0,10522.0,34.0
2058,2110.0,10713.0,21.0
4148,2111.0,10500.0,42.0
2508,2111.0,10318.0,27.0
4308,2113.0,10747.0,45.0
3797,2113.0,10549.0,39.0
3237,2114.0,10432.0,33.0
5381,2114.0,10681.0,55.0
4762,2114.0,10658.0,48.0
2581,2114.0,10695.0,28.0
2715,2116.0,10442.0,28.0
3137,2116.0,10373.0,32.0
5395,2116.0,10592.0,55.0
2395,2116.0,10406.0,25.0
3863,2116.0,10481.0,39.0
3188,2117.0,11047.0,33.0
2298,2117.0,10914.0,24.0
2671,2118.0,11028.0,27.0
2324,2119.0,10711.0,24.0
3649,2119.0,10581.0,37.0
3633,2120.0,10617.0,37.0
2181,2121.0,11039.0,23.0
3464,2121.0,10495.0,35.0
2491,2121.0,11006.0,26.0
3148,2121.0,11023.0,33.0
4353,2122.0,10520.0,44.0
3154,2122.0,10631.0,33.0
2548,2122.0,10464.0,26.0
2611,2123.0,10468.0,27.0
3156,2124.0,11083.0,33.0
3566,2124.0,10666.0,36.0
3102,2125.0,11162.0,32.0
2598,2125.0,10541.0,27.0
3428,2126.0,10604.0,35.0
2417,2126.0,11003.0,26.0
3437,2126.0,10474.0,35.0
4990,2126.0,10650.0,51.0
2649,2127.0,11051.0,27.0
4263,2128.0,10654.0,43.0
4904,2128.0,10844.0,51.0
3371,2129.0,10880.0,34.0
3583,2129.0,11140.0,37.0
2615,2130.0,10990.0,28.0
4097,2130.0,10511.0,42.0
2746,2131.0,10677.0,28.0
3040,2131.0,10696.0,31.0
3365,2131.0,10708.0,35.0
3771,2132.0,10730.0,38.0
2929,2133.0,10875.0,30.0
4155,2134.0,10499.0,43.0
3192,2134.0,10576.0,33.0
2723,2134.0,10645.0,28.0
3823,2134.0,10759.0,39.0
3288,2134.0,10828.0,34.0
3065,2134.0,10604.0,32.0
4442,2136.0,10806.0,45.0
5268,2136.0,10496.0,53.0
3704,2136.0,11144.0,39.0
3221,2137.0,10792.0,33.0
2161,2137.0,10965.0,22.0
4036,2137.0,10648.0,41.0
2135,2138.0,10499.0,22.0
3268,2139.0,11154.0,33.0
3536,2139.0,10711.0,36.0
3495,2140.0,10473.0,36.0
5411,2140.0,10681.0,55.0
3105,2140.0,10899.0,33.0
2905,2140.0,10372.0,30.0
3401,2141.0,10785.0,35.0
3201,2141.0,10870.0,33.0
2381,2141.0,10959.0,25.0
2886,2142.0,10813.0,30.0
1980,2143.0,10930.0,22.0
1810,2143.0,10509.0,19.0
4165,2144.0,10571.0,42.0
3325,2144.0,10552.0,34.0
5133,2144.0,10760.0,52.0
3087,2145.0,10566.0,32.0
3733,2145.0,10632.0,39.0
3119,2145.0,11078.0,32.0
3861,2145.0,10669.0,39.0
3214,2146.0,10607.0,33.0
2816,2146.0,11076.0,29.0
3100,2147.0,10497.0,32.0
4028,2148.0,10702.0,41.0
3215,2150.0,10643.0,33.0
2971,2151.0,10472.0,31.0
3176,2151.0,10788.0,33.0
3106,2151.0,10908.0,32.0
2849,2151.0,10659.0,30.0
2776,2151.0,10745.0,29.0
3344,2151.0,11187.0,34.0
3355,2152.0,10604.0,34.0
3479,2152.0,10630.0,36.0
3919,2152.0,10692.0,40.0
4224,2153.0,10709.0,43.0
3680,2153.0,10895.0,38.0
4124,2153.0,10612.0,42.0
1683,2153.0,10990.0,19.0
3458,2153.0,10841.0,36.0
3840,2154.0,10688.0,39.0
3905,2154.0,10565.0,40.0
3300,2154.0,11114.0,35.0
2213,2155.0,10914.0,24.0
3398,2155.0,10635.0,35.0
1432,2156.0,10886.0,15.0
1993,2156.0,11028.0,21.0
2570,2156.0,10885.0,26.0
2388,2156.0,10989.0,26.0
4728,2157.0,10897.0,48.0
3922,2157.0,11183.0,41.0
3110,2157.0,10598.0,32.0
2385,2158.0,10846.0,25.0
3285,2159.0,10829.0,35.0
4898,2159.0,10719.0,51.0
2252,2159.0,11165.0,23.0
3070,2160.0,10761.0,31.0
3958,2160.0,10725.0,41.0
3071,2160.0,10740.0,31.0
2620,2161.0,10723.0,27.0
3788,2161.0,10829.0,40.0
5157,2161.0,10841.0,52.0
4317,2161.0,10776.0,44.0
4001,2161.0,10669.0,41.0
2727,2162.0,11002.0,28.0
3114,2162.0,10978.0,33.0
3139,2163.0,10648.0,32.0
1690,2165.0,11044.0,18.0
3981,2166.0,10729.0,41.0
1987,2166.0,11333.0,21.0
3000,2167.0,11259.0,31.0
4261,2167.0,11286.0,44.0
3804,2168.0,10963.0,39.0
3711,2168.0,10794.0,38.0
2933,2168.0,10669.0,31.0
2710,2168.0,11157.0,29.0
2643,2169.0,10809.0,27.0
2562,2169.0,11199.0,26.0
2526,2170.0,10808.0,27.0
3170,2171.0,10929.0,32.0
3575,2172.0,11149.0,36.0
2220,2172.0,11241.0,24.0
4326,2173.0,11044.0,44.0
2773,2173.0,11273.0,28.0
3925,2173.0,10826.0,40.0
2668,2174.0,10888.0,27.0
3895,2174.0,10912.0,40.0
2703,2176.0,11084.0,29.0
2120,2177.0,11193.0,22.0
3835,2177.0,10888.0,40.0
2089,2177.0,11223.0,22.0
3521,2177.0,10672.0,37.0
4000,2177.0,11219.0,41.0
3380,2178.0,11291.0,36.0
1756,2178.0,11093.0,18.0
3694,2178.0,11040.0,39.0
3467,2180.0,10938.0,35.0
3480,2180.0,10987.0,36.0
2704,2180.0,11358.0,28.0
2312,2180.0,11360.0,24.0
3618,2181.0,11038.0,37.0
2429,2181.0,10851.0,25.0
2938,2181.0,10745.0,30.0
3501,2181.0,10879.0,37.0
3213,2182.0,11069.0,33.0
2940,2182.0,11230.0,30.0
4398,2183.0,10897.0,45.0
2958,2183.0,11354.0,30.0
2473,2184.0,11344.0,25.0
1755,2184.0,11095.0,18.0
2897,2186.0,11163.0,30.0
2912,2188.0,10897.0,30.0
4282,2188.0,10981.0,44.0
3605,2188.0,10792.0,37.0
3117,2188.0,10897.0,32.0
3322,2189.0,10929.0,34.0
2869,2189.0,10825.0,29.0
2162,2189.0,11226.0,22.0
3172,2190.0,11168.0,32.0
3800,2192.0,10804.0,39.0
1782,2192.0,11057.0,19.0
2921,2192.0,10934.0,30.0
3657,2192.0,11053.0,37.0
2930,2193.0,11074.0,31.0
4914,2194.0,11030.0,50.0
3774,2195.0,11042.0,38.0
3868,2195.0,10984.0,39.0
3083,2195.0,10968.0,32.0
3283,2196.0,11500.0,34.0
2370,2197.0,10866.0,24.0
2852,2198.0,11271.0,29.0
2431,2198.0,11503.0,25.0
3675,2198.0,11008.0,37.0
3741,2198.0,10823.0,39.0
5345,2198.0,11185.0,54.0
2745,2200.0,11112.0,28.0
4231,2200.0,11128.0,44.0
2833,2200.0,10850.0,29.0
2283,2200.0,11175.0,24.0
3796,2201.0,10972.0,39.0
3855,2201.0,11508.0,39.0
3806,2204.0,10977.0,39.0
3226,2204.0,10682.0,33.0
2580,2204.0,11384.0,28.0
4164,2205.0,11407.0,42.0
4871,2205.0,11150.0,50.0
3482,2206.0,11148.0,36.0
3423,2206.0,10945.0,36.0
