,indegree,outdegree,edges
1553,4.9749,4.9749,5159.0
13132,4.9749,4.9749,28382.0
6981,4.975,4.975,20905.0
10425,4.975,4.975,25885.0
521,4.975,4.975,2781.0
12253,4.975,4.975,27840.0
12544,4.975,4.975,26447.0
10724,4.975,4.975,27233.0
8093,4.975,4.975,16537.0
12506,4.975,4.975,28487.0
6671,4.975,4.975,20064.0
7943,4.975,4.975,21114.0
10934,4.975,4.975,26313.0
7923,4.975,4.975,17323.0
7877,4.975,4.975,21885.0
12057,4.975,4.975,26278.0
12650,4.975,4.975,27407.0
12875,4.975,4.975,27621.0
13396,4.975,4.975,28407.0
6067,4.975,4.975,21094.0
12737,4.975,4.975,27870.0
6899,4.975,4.975,18542.0
11937,4.975,4.975,26432.0
13184,4.9751,4.9751,28164.0
13637,4.9751,4.9751,28353.0
11009,4.9751,4.9751,24791.0
11871,4.9751,4.9751,27119.0
12536,4.9751,4.9751,27945.0
12289,4.9751,4.9751,27184.0
12262,4.9751,4.9751,28000.0
11932,4.9751,4.9751,27224.0
11776,4.9751,4.9751,28398.0
11331,4.9751,4.9751,26930.0
8399,4.9751,4.9751,20970.0
11709,4.9752,4.9752,27110.0
12127,4.9752,4.9752,27458.0
12893,4.9752,4.9752,28478.0
2429,4.9752,4.9752,10851.0
12569,4.9752,4.9752,27647.0
13075,4.9752,4.9752,28274.0
11078,4.9752,4.9752,27259.0
12698,4.9752,4.9752,28304.0
13172,4.9752,4.9752,28488.0
4339,4.9752,4.9752,13025.0
12630,4.9752,4.9752,27478.0
10545,4.9752,4.9752,25881.0
13653,4.9752,4.9752,28732.0
4794,4.9752,4.9752,12015.0
13469,4.9752,4.9752,28115.0
10301,4.9752,4.9752,20901.0
4470,4.9752,4.9752,12040.0
10836,4.9752,4.9752,26911.0
13166,4.9752,4.9752,27523.0
4792,4.9753,4.9753,18971.0
10555,4.9753,4.9753,23812.0
5259,4.9753,4.9753,13692.0
11902,4.9753,4.9753,26747.0
11883,4.9753,4.9753,27349.0
494,4.9753,4.9753,3020.0
13050,4.9753,4.9753,27847.0
12132,4.9753,4.9753,26782.0
13207,4.9753,4.9753,28449.0
12265,4.9753,4.9753,27588.0
12166,4.9753,4.9753,27444.0
4039,4.9753,4.9753,13707.0
12281,4.9753,4.9753,27812.0
9423,4.9753,4.9753,21966.0
5878,4.9753,4.9753,17891.0
13111,4.9754,4.9754,27962.0
2184,4.9754,4.9754,6682.0
10511,4.9754,4.9754,24927.0
12579,4.9754,4.9754,27957.0
9603,4.9754,4.9754,23822.0
5953,4.9754,4.9754,13951.0
11303,4.9754,4.9754,27106.0
11522,4.9754,4.9754,26300.0
2653,4.9754,4.9754,9921.0
6292,4.9754,4.9754,15573.0
968,4.9754,4.9754,5861.0
12042,4.9754,4.9754,25270.0
13182,4.9754,4.9754,28365.0
13516,4.9754,4.9754,28768.0
12677,4.9754,4.9754,27738.0
12097,4.9754,4.9754,27763.0
5649,4.9754,4.9754,19822.0
11779,4.9755,4.9755,27460.0
12013,4.9755,4.9755,27450.0
13227,4.9755,4.9755,28201.0
12131,4.9755,4.9755,26430.0
13217,4.9755,4.9755,28644.0
13277,4.9755,4.9755,28430.0
12059,4.9755,4.9755,27216.0
11035,4.9755,4.9755,26843.0
13955,4.9755,4.9755,28460.0
11170,4.9755,4.9755,24952.0
13435,4.9755,4.9755,28669.0
13632,4.9755,4.9755,28659.0
12880,4.9755,4.9755,28400.0
11519,4.9755,4.9755,25166.0
12931,4.9755,4.9755,27231.0
11453,4.9755,4.9755,26624.0
11533,4.9755,4.9755,26022.0
13418,4.9755,4.9755,27564.0
13545,4.9755,4.9755,27669.0
13026,4.9755,4.9755,27405.0
11226,4.9755,4.9755,27266.0
10647,4.9756,4.9756,26341.0
13908,4.9756,4.9756,28734.0
53,4.9756,4.9756,816.0
12669,4.9756,4.9756,28306.0
2791,4.9756,4.9756,8956.0
13867,4.9756,4.9756,28177.0
12107,4.9756,4.9756,28197.0
13291,4.9756,4.9756,28550.0
12033,4.9756,4.9756,27495.0
7027,4.9756,4.9756,19808.0
7558,4.9756,4.9756,15733.0
13767,4.9756,4.9756,28769.0
13007,4.9756,4.9756,27580.0
11980,4.9756,4.9756,27520.0
13034,4.9756,4.9756,27779.0
6574,4.9756,4.9756,17957.0
11910,4.9756,4.9756,27167.0
4769,4.9756,4.9756,9976.0
10995,4.9756,4.9756,24918.0
6345,4.9756,4.9756,20569.0
12901,4.9756,4.9756,26764.0
6600,4.9756,4.9756,20763.0
7741,4.9756,4.9756,18594.0
12601,4.9756,4.9756,26729.0
12906,4.9756,4.9756,26749.0
11629,4.9757,4.9757,27799.0
12391,4.9757,4.9757,28103.0
12237,4.9757,4.9757,28063.0
10701,4.9757,4.9757,25018.0
12177,4.9757,4.9757,27247.0
10537,4.9757,4.9757,26416.0
13356,4.9757,4.9757,28272.0
9915,4.9757,4.9757,24376.0
11457,4.9757,4.9757,27680.0
12723,4.9757,4.9757,27695.0
9852,4.9757,4.9757,23938.0
9215,4.9757,4.9757,23361.0
11982,4.9758,4.9758,27770.0
12889,4.9758,4.9758,28432.0
12598,4.9758,4.9758,27516.0
12982,4.9758,4.9758,27909.0
12436,4.9758,4.9758,26730.0
7793,4.9758,4.9758,23058.0
4356,4.9758,4.9758,10484.0
13488,4.9758,4.9758,28760.0
263,4.9758,4.9758,1030.0
11997,4.9758,4.9758,25735.0
6436,4.9758,4.9758,19550.0
2263,4.9758,4.9758,7001.0
4843,4.9758,4.9758,15848.0
12498,4.9758,4.9758,27765.0
2293,4.9758,4.9758,6996.0
13674,4.9758,4.9758,28203.0
13754,4.9758,4.9758,28203.0
12777,4.9759,4.9759,28054.0
10945,4.9759,4.9759,23541.0
13056,4.9759,4.9759,28651.0
10203,4.9759,4.9759,24183.0
13119,4.9759,4.9759,28457.0
13422,4.9759,4.9759,28721.0
12805,4.9759,4.9759,27676.0
12791,4.9759,4.9759,26009.0
11206,4.9759,4.9759,27447.0
11711,4.9759,4.9759,25999.0
6068,4.9759,4.9759,15082.0
13484,4.9759,4.9759,28034.0
11400,4.9759,4.9759,27039.0
11483,4.9759,4.9759,27641.0
11552,4.9759,4.9759,26845.0
12541,4.9759,4.9759,27203.0
12460,4.9759,4.9759,27208.0
11223,4.9759,4.9759,24770.0
10636,4.976,4.976,26746.0
3829,4.976,4.976,9947.0
3550,4.976,4.976,14092.0
9104,4.976,4.976,18655.0
9278,4.976,4.976,25701.0
13332,4.976,4.976,28398.0
7052,4.976,4.976,21357.0
10125,4.976,4.976,25547.0
9895,4.976,4.976,22611.0
11969,4.976,4.976,27726.0
1975,4.976,4.976,5603.0
12649,4.976,4.976,28234.0
12868,4.976,4.976,27945.0
2365,4.976,4.976,8703.0
13542,4.976,4.976,28453.0
8523,4.9761,4.9761,22467.0
2622,4.9761,4.9761,11266.0
11686,4.9761,4.9761,26463.0
12996,4.9761,4.9761,28767.0
2012,4.9761,4.9761,7489.0
3935,4.9761,4.9761,14560.0
6002,4.9761,4.9761,14396.0
12019,4.9761,4.9761,27443.0
11187,4.9761,4.9761,27911.0
13566,4.9761,4.9761,28782.0
6532,4.9761,4.9761,13321.0
12393,4.9761,4.9761,27697.0
12900,4.9761,4.9761,28687.0
12480,4.9761,4.9761,28289.0
12925,4.9761,4.9761,27846.0
13280,4.9761,4.9761,28528.0
11574,4.9762,4.9762,27016.0
8445,4.9762,4.9762,17775.0
13129,4.9762,4.9762,26299.0
11280,4.9762,4.9762,27349.0
9955,4.9762,4.9762,22557.0
5819,4.9762,4.9762,15461.0
10957,4.9762,4.9762,27384.0
3811,4.9762,4.9762,14008.0
12508,4.9762,4.9762,27857.0
11263,4.9762,4.9762,26399.0
11817,4.9762,4.9762,26389.0
10925,4.9762,4.9762,27195.0
13069,4.9762,4.9762,28459.0
13705,4.9762,4.9762,28688.0
13560,4.9763,4.9763,27773.0
9374,4.9763,4.9763,24747.0
12195,4.9763,4.9763,27300.0
10809,4.9763,4.9763,26210.0
13167,4.9763,4.9763,27698.0
12566,4.9763,4.9763,27310.0
9054,4.9763,4.9763,20975.0
12672,4.9763,4.9763,27056.0
13175,4.9763,4.9763,28599.0
12683,4.9763,4.9763,26902.0
13323,4.9763,4.9763,26280.0
11008,4.9763,4.9763,23269.0
11901,4.9764,4.9764,27022.0
12261,4.9764,4.9764,26977.0
12392,4.9764,4.9764,27793.0
12403,4.9764,4.9764,28311.0
5121,4.9764,4.9764,12227.0
448,4.9764,4.9764,1264.0
11974,4.9764,4.9764,27166.0
9726,4.9764,4.9764,25554.0
13262,4.9764,4.9764,28505.0
12675,4.9764,4.9764,28102.0
3794,4.9764,4.9764,12023.0
1871,4.9764,4.9764,8649.0
13194,4.9764,4.9764,28684.0
6264,4.9764,4.9764,14780.0
11104,4.9764,4.9764,28012.0
9960,4.9764,4.9764,21956.0
12140,4.9764,4.9764,27569.0
1731,4.9764,4.9764,6116.0
13044,4.9764,4.9764,27783.0
10398,4.9764,4.9764,25703.0
11827,4.9764,4.9764,25912.0
13441,4.9765,4.9765,28212.0
12355,4.9765,4.9765,27565.0
11391,4.9765,4.9765,26216.0
10691,4.9765,4.9765,26032.0
12304,4.9765,4.9765,28127.0
9560,4.9765,4.9765,22489.0
12789,4.9765,4.9765,26943.0
10868,4.9765,4.9765,26629.0
12357,4.9765,4.9765,27744.0
9744,4.9765,4.9765,24554.0
8137,4.9765,4.9765,22678.0
12597,4.9765,4.9765,27734.0
7779,4.9765,4.9765,16099.0
11113,4.9765,4.9765,27112.0
8847,4.9765,4.9765,23509.0
13078,4.9765,4.9765,27933.0
10473,4.9765,4.9765,24728.0
10469,4.9765,4.9765,24758.0
13309,4.9765,4.9765,28187.0
9482,4.9765,4.9765,21782.0
13183,4.9765,4.9765,27286.0
441,4.9765,4.9765,3394.0
13348,4.9765,4.9765,27749.0
13068,4.9766,4.9766,28680.0
10856,4.9766,4.9766,24649.0
12384,4.9766,4.9766,28317.0
4012,4.9766,4.9766,11257.0
10098,4.9766,4.9766,25495.0
12080,4.9766,4.9766,27461.0
13299,4.9766,4.9766,27665.0
9750,4.9766,4.9766,27043.0
8104,4.9766,4.9766,21723.0
12676,4.9766,4.9766,28088.0
11984,4.9766,4.9766,27386.0
13064,4.9766,4.9766,27824.0
9863,4.9766,4.9766,25077.0
9741,4.9766,4.9766,24246.0
4593,4.9766,4.9766,12103.0
12772,4.9767,4.9767,27103.0
12295,4.9767,4.9767,26093.0
12088,4.9767,4.9767,28626.0
5383,4.9767,4.9767,13039.0
7470,4.9767,4.9767,15408.0
11870,4.9767,4.9767,26745.0
11917,4.9767,4.9767,24117.0
13005,4.9767,4.9767,28382.0
5083,4.9767,4.9767,14950.0
11516,4.9767,4.9767,22644.0
12860,4.9767,4.9767,28407.0
12776,4.9767,4.9767,27924.0
12503,4.9767,4.9767,26964.0
9126,4.9767,4.9767,22395.0
13036,4.9767,4.9767,27979.0
10444,4.9767,4.9767,22644.0
13365,4.9767,4.9767,28223.0
13339,4.9767,4.9767,28183.0
12955,4.9768,4.9768,27044.0
8233,4.9768,4.9768,23595.0
12439,4.9768,4.9768,27646.0
930,4.9768,4.9768,3653.0
1858,4.9768,4.9768,7092.0
13281,4.9768,4.9768,28686.0
9815,4.9768,4.9768,19778.0
13170,4.9768,4.9768,27900.0
12641,4.9768,4.9768,27616.0
11603,4.9768,4.9768,26979.0
3461,4.9768,4.9768,9207.0
9866,4.9768,4.9768,25068.0
11953,4.9768,4.9768,26830.0
12673,4.9768,4.9768,26611.0
6209,4.9769,4.9769,14189.0
9394,4.9769,4.9769,22605.0
9543,4.9769,4.9769,23028.0
3517,4.9769,4.9769,12278.0
11133,4.9769,4.9769,26875.0
12505,4.9769,4.9769,27617.0
10256,4.9769,4.9769,25452.0
11948,4.9769,4.9769,27562.0
1004,4.9769,4.9769,3016.0
11316,4.9769,4.9769,26542.0
13969,4.9769,4.9769,28642.0
10103,4.9769,4.9769,25153.0
9043,4.9769,4.9769,24397.0
13244,4.9769,4.9769,28045.0
7946,4.977,4.977,19664.0
12973,4.977,4.977,28309.0
11712,4.977,4.977,27438.0
13567,4.977,4.977,27966.0
8863,4.977,4.977,22904.0
9748,4.977,4.977,23815.0
10437,4.977,4.977,25338.0
10772,4.977,4.977,23417.0
11016,4.977,4.977,25333.0
13481,4.977,4.977,28364.0
12144,4.977,4.977,27035.0
11328,4.977,4.977,25582.0
10150,4.977,4.977,23198.0
12427,4.977,4.977,27717.0
11107,4.977,4.977,27005.0
9290,4.977,4.977,24248.0
13500,4.9771,4.9771,27772.0
11416,4.9771,4.9771,26115.0
11237,4.9771,4.9771,26478.0
12732,4.9771,4.9771,27389.0
11931,4.9771,4.9771,27120.0
8902,4.9771,4.9771,22810.0
11590,4.9771,4.9771,27120.0
5252,4.9771,4.9771,13284.0
4980,4.9771,4.9771,14752.0
9287,4.9771,4.9771,21282.0
12841,4.9771,4.9771,28643.0
13628,4.9772,4.9772,28614.0
6594,4.9772,4.9772,17430.0
8900,4.9772,4.9772,21173.0
12027,4.9772,4.9772,26464.0
12402,4.9772,4.9772,28176.0
6156,4.9772,4.9772,14643.0
13187,4.9772,4.9772,28430.0
8098,4.9772,4.9772,20292.0
9615,4.9772,4.9772,24921.0
13104,4.9772,4.9772,28405.0
8767,4.9772,4.9772,17430.0
10588,4.9772,4.9772,22726.0
12187,4.9773,4.9773,26529.0
11057,4.9773,4.9773,24608.0
13428,4.9773,4.9773,27639.0
13464,4.9773,4.9773,27579.0
12256,4.9773,4.9773,26474.0
12313,4.9773,4.9773,28082.0
10524,4.9773,4.9773,25230.0
12433,4.9773,4.9773,28102.0
2479,4.9773,4.9773,6346.0
11273,4.9773,4.9773,26086.0
7872,4.9773,4.9773,20138.0
11797,4.9773,4.9773,27191.0
9350,4.9773,4.9773,25001.0
10413,4.9773,4.9773,22577.0
3897,4.9773,4.9773,11393.0
12731,4.9773,4.9773,28301.0
3743,4.9773,4.9773,13598.0
8819,4.9773,4.9773,23488.0
11989,4.9773,4.9773,28256.0
7744,4.9773,4.9773,19944.0
11320,4.9774,4.9774,27525.0
12410,4.9774,4.9774,27724.0
12612,4.9774,4.9774,27699.0
3574,4.9774,4.9774,11249.0
11850,4.9774,4.9774,26236.0
12327,4.9774,4.9774,27749.0
13302,4.9774,4.9774,28152.0
8999,4.9774,4.9774,21393.0
11248,4.9774,4.9774,27137.0
11606,4.9774,4.9774,27525.0
12800,4.9774,4.9774,28003.0
10383,4.9774,4.9774,24409.0
10350,4.9774,4.9774,26415.0
12747,4.9774,4.9774,28456.0
13786,4.9774,4.9774,28013.0
13575,4.9775,4.9775,28377.0
10431,4.9775,4.9775,25878.0
9700,4.9775,4.9775,23474.0
11079,4.9775,4.9775,26132.0
13462,4.9775,4.9775,28033.0
10853,4.9775,4.9775,25624.0
2592,4.9775,4.9775,7526.0
11596,4.9775,4.9775,26510.0
7875,4.9775,4.9775,16137.0
13006,4.9775,4.9775,28581.0
14042,4.9775,4.9775,28377.0
11429,4.9775,4.9775,23897.0
10697,4.9775,4.9775,25938.0
11527,4.9775,4.9775,24509.0
10244,4.9775,4.9775,26575.0
11567,4.9775,4.9775,27635.0
11583,4.9775,4.9775,27043.0
2154,4.9775,4.9775,10194.0
13751,4.9775,4.9775,28377.0
3673,4.9776,4.9776,9348.0
12334,4.9776,4.9776,26456.0
5458,4.9776,4.9776,12230.0
12836,4.9776,4.9776,27501.0
13692,4.9776,4.9776,27820.0
12487,4.9776,4.9776,27556.0
4041,4.9776,4.9776,14236.0
9545,4.9776,4.9776,25082.0
5045,4.9776,4.9776,14231.0
12730,4.9776,4.9776,28009.0
9964,4.9776,4.9776,21508.0
12377,4.9776,4.9776,25560.0
13676,4.9776,4.9776,28666.0
12400,4.9776,4.9776,26929.0
5673,4.9776,4.9776,14455.0
12006,4.9777,4.9777,28303.0
11342,4.9777,4.9777,26800.0
12848,4.9777,4.9777,28537.0
12121,4.9777,4.9777,27268.0
10681,4.9777,4.9777,26387.0
9582,4.9777,4.9777,23609.0
10164,4.9777,4.9777,23196.0
11793,4.9777,4.9777,26138.0
11469,4.9777,4.9777,26730.0
12387,4.9777,4.9777,27442.0
6180,4.9777,4.9777,19632.0
13057,4.9777,4.9777,27860.0
12682,4.9777,4.9777,28512.0
12611,4.9777,4.9777,28144.0
10033,4.9777,4.9777,24062.0
12069,4.9777,4.9777,26392.0
1361,4.9777,4.9777,5132.0
6529,4.9777,4.9777,16969.0
977,4.9777,4.9777,3574.0
4087,4.9778,4.9778,10981.0
13159,4.9778,4.9778,27149.0
12037,4.9778,4.9778,26925.0
11879,4.9778,4.9778,26646.0
9408,4.9778,4.9778,25750.0
5429,4.9778,4.9778,18602.0
7440,4.9778,4.9778,19309.0
12104,4.9778,4.9778,26024.0
5770,4.9778,4.9778,15471.0
11148,4.9778,4.9778,25591.0
7837,4.9778,4.9778,20195.0
2069,4.9778,4.9778,5824.0
2124,4.9778,4.9778,8313.0
13352,4.9778,4.9778,26497.0
8267,4.9778,4.9778,23550.0
13482,4.9778,4.9778,28294.0
8494,4.9778,4.9778,17009.0
12631,4.9778,4.9778,27129.0
12721,4.9778,4.9778,28080.0
13284,4.9779,4.9779,25716.0
9926,4.9779,4.9779,25850.0
9881,4.9779,4.9779,25955.0
11621,4.9779,4.9779,26637.0
13423,4.9779,4.9779,28394.0
13372,4.9779,4.9779,27747.0
6941,4.9779,4.9779,20071.0
5657,4.9779,4.9779,12365.0
10933,4.9779,4.9779,25716.0
6751,4.9779,4.9779,16686.0
6974,4.9779,4.9779,20036.0
11474,4.9779,4.9779,26308.0
11252,4.9779,4.9779,26298.0
10822,4.9779,4.9779,25955.0
11968,4.978,4.978,27628.0
11729,4.978,4.978,27110.0
2313,4.978,4.978,7452.0
9986,4.978,4.978,22650.0
2910,4.978,4.978,7462.0
12182,4.978,4.978,26040.0
12929,4.978,4.978,27877.0
11882,4.978,4.978,26493.0
12972,4.978,4.978,26976.0
4185,4.978,4.978,14481.0
10790,4.978,4.978,25308.0
10443,4.978,4.978,24034.0
9639,4.9781,4.9781,25423.0
11730,4.9781,4.9781,25433.0
12958,4.9781,4.9781,26648.0
12636,4.9781,4.9781,27290.0
13524,4.9781,4.9781,28221.0
11704,4.9781,4.9781,25498.0
8469,4.9781,4.9781,21157.0
10267,4.9781,4.9781,24134.0
13909,4.9782,4.9782,28376.0
11977,4.9782,4.9782,28276.0
13294,4.9782,4.9782,28535.0
10824,4.9782,4.9782,26210.0
10159,4.9782,4.9782,23278.0
11264,4.9782,4.9782,26758.0
13076,4.9782,4.9782,28256.0
