,indegree,outdegree,edges
12035,4.998,4.998,24970.0
9749,4.998,4.998,25090.0
8382,4.998,4.998,14754.0
9995,4.9981,4.9981,25945.0
1077,4.9981,4.9981,2669.0
10170,4.9981,4.9981,26195.0
7710,4.9982,4.9982,22757.0
6172,4.9982,4.9982,13795.0
4833,4.9982,4.9982,13750.0
7983,4.9982,4.9982,22537.0
9997,4.9983,4.9983,23257.0
10653,4.9983,4.9983,23777.0
10594,4.9983,4.9983,25971.0
9958,4.9983,4.9983,23902.0
6149,4.9983,4.9983,12086.0
9850,4.9983,4.9983,23352.0
11182,4.9983,4.9983,25776.0
9086,4.9983,4.9983,23497.0
8678,4.9984,4.9984,24327.0
8274,4.9984,4.9984,24347.0
3544,4.9984,4.9984,9577.0
4354,4.9984,4.9984,9287.0
4057,4.9984,4.9984,9672.0
7642,4.9984,4.9984,22263.0
4931,4.9984,4.9984,15300.0
3361,4.9984,4.9984,12766.0
1049,4.9984,4.9984,6173.0
333,4.9985,4.9985,3349.0
8419,4.9985,4.9985,22778.0
10237,4.9985,4.9985,23003.0
8163,4.9985,4.9985,23238.0
11085,4.9985,4.9985,26202.0
3385,4.9985,4.9985,9902.0
6014,4.9985,4.9985,20014.0
3255,4.9985,4.9985,10167.0
663,4.9985,4.9985,3419.0
10862,4.9986,4.9986,24903.0
6957,4.9986,4.9986,17745.0
10380,4.9986,4.9986,24168.0
7425,4.9986,4.9986,18035.0
2825,4.9986,4.9986,10362.0
11202,4.9986,4.9986,24448.0
7530,4.9986,4.9986,21674.0
10975,4.9986,4.9986,25763.0
5326,4.9986,4.9986,17445.0
10297,4.9986,4.9986,25403.0
5014,4.9987,4.9987,14876.0
6595,4.9987,4.9987,19895.0
9259,4.9987,4.9987,23374.0
12991,4.9987,4.9987,26433.0
8568,4.9987,4.9987,19785.0
5355,4.9987,4.9987,11962.0
8853,4.9987,4.9987,22969.0
9526,4.9987,4.9987,22654.0
12838,4.9987,4.9987,26098.0
1948,4.9987,4.9987,7518.0
3272,4.9988,4.9988,8243.0
10461,4.9988,4.9988,24579.0
3408,4.9988,4.9988,12282.0
10885,4.9988,4.9988,24214.0
5196,4.9988,4.9988,12797.0
12276,4.9988,4.9988,25939.0
9493,4.9988,4.9988,17151.0
2156,4.9988,4.9988,8408.0
5254,4.9988,4.9988,16451.0
10673,4.9988,4.9988,24494.0
2259,4.9988,4.9988,8208.0
11232,4.9988,4.9988,24544.0
10506,4.9988,4.9988,25699.0
9101,4.9989,4.9989,22450.0
10567,4.9989,4.9989,22970.0
8468,4.9989,4.9989,18451.0
1798,4.9989,4.9989,4559.0
11933,4.9989,4.9989,26554.0
10051,4.9989,4.9989,23485.0
9180,4.9989,4.9989,23125.0
9556,4.9989,4.9989,23365.0
7294,4.9989,4.9989,22445.0
3993,4.999,4.999,10348.0
4174,4.999,4.999,10033.0
5310,4.999,4.999,15452.0
10250,4.999,4.999,24400.0
9495,4.999,4.999,24535.0
10680,4.999,4.999,24735.0
2819,4.999,4.999,9548.0
9909,4.999,4.999,25640.0
10827,4.999,4.999,24385.0
9476,4.999,4.999,23950.0
6183,4.999,4.999,14922.0
9175,4.9991,4.9991,22231.0
4169,4.9991,4.9991,11723.0
8043,4.9991,4.9991,22326.0
1509,4.9991,4.9991,5589.0
11153,4.9991,4.9991,23346.0
10448,4.9991,4.9991,22481.0
11105,4.9992,4.9992,24906.0
4034,4.9992,4.9992,12158.0
11579,4.9992,4.9992,26106.0
7253,4.9992,4.9992,19072.0
9319,4.9992,4.9992,24291.0
11993,4.9992,4.9992,25651.0
8707,4.9992,4.9992,25301.0
8704,4.9993,4.9993,20377.0
7900,4.9993,4.9993,21172.0
2706,4.9993,4.9993,7059.0
8631,4.9993,4.9993,20422.0
10071,4.9993,4.9993,22912.0
9908,4.9993,4.9993,22347.0
8019,4.9993,4.9993,14658.0
13263,4.9994,4.9994,26597.0
11777,4.9994,4.9994,26702.0
10742,4.9994,4.9994,23532.0
2238,4.9994,4.9994,8759.0
10405,4.9994,4.9994,24507.0
2251,4.9994,4.9994,8624.0
8670,4.9994,4.9994,23192.0
12454,4.9994,4.9994,26082.0
10586,4.9994,4.9994,25272.0
12173,4.9994,4.9994,25607.0
11029,4.9994,4.9994,24332.0
11880,4.9994,4.9994,26332.0
10423,4.9994,4.9994,24967.0
5114,4.9994,4.9994,16563.0
4060,4.9995,4.9995,9769.0
2868,4.9995,4.9995,9514.0
7780,4.9995,4.9995,18213.0
7135,4.9995,4.9995,19693.0
7118,4.9995,4.9995,19128.0
10573,4.9995,4.9995,19523.0
2891,4.9995,4.9995,9589.0
10332,4.9996,4.9996,23878.0
11406,4.9996,4.9996,24048.0
8709,4.9996,4.9996,22558.0
13675,4.9996,4.9996,25838.0
5140,4.9996,4.9996,12379.0
10208,4.9996,4.9996,23338.0
11375,4.9996,4.9996,24758.0
8068,4.9996,4.9996,23633.0
5358,4.9996,4.9996,13394.0
8984,4.9997,4.9997,17259.0
5811,4.9997,4.9997,18054.0
5410,4.9997,4.9997,16244.0
6384,4.9997,4.9997,15009.0
7102,4.9997,4.9997,15489.0
5316,4.9997,4.9997,16654.0
8783,4.9998,4.9998,22529.0
9872,4.9998,4.9998,23844.0
10867,4.9998,4.9998,24994.0
9475,4.9998,4.9998,22774.0
12903,4.9998,4.9998,26729.0
7719,4.9998,4.9998,23349.0
9976,4.9998,4.9998,23714.0
9503,4.9998,4.9998,24019.0
11308,4.9998,4.9998,25319.0
10614,4.9998,4.9998,25824.0
9377,4.9998,4.9998,25959.0
10221,4.9998,4.9998,26259.0
10008,4.9998,4.9998,26689.0
10619,4.9998,4.9998,23314.0
1754,5.0,5.0,5770.0
455,5.0,5.0,1815.0
3204,5.0,5.0,14110.0
1770,5.0,5.0,9120.0
8287,5.0,5.0,20065.0
11518,5.0,5.0,25490.0
693,5.0,5.0,2600.0
2797,5.0,5.0,8425.0
1298,5.0,5.0,3890.0
8070,5.0,5.0,22280.0
2505,5.0,5.0,8520.0
1442,5.0,5.0,4520.0
11051,5.0,5.0,26620.0
3485,5.0,5.0,11545.0
5648,5.0,5.0,18270.0
7622,5.0,5.0,18270.0
8877,5.0,5.0,24765.0
8249,5.0,5.0,21620.0
5369,5.0,5.0,16830.0
10533,5.0,5.0,22525.0
10154,5.0,5.0,22695.0
2189,5.0,5.0,7350.0
944,5.0,5.0,4315.0
2390,5.0,5.0,8585.0
1458,5.0,5.0,7670.0
2870,5.0,5.0,13240.0
3271,5.0,5.0,12200.0
1602,5.0,5.0,10105.0
9298,5.0,5.0,20680.0
248,5.0,5.0,2395.0
3989,5.0,5.0,16100.0
542,5.0,5.0,2755.0
4685,5.0,5.0,12830.0
964,5.0,5.0,3345.0
691,5.0,5.0,4555.0
5199,5.0,5.0,11360.0
1080,5.0,5.0,7105.0
8012,5.0002,5.0002,24471.0
10884,5.0002,5.0002,23626.0
8836,5.0002,5.0002,21216.0
8713,5.0002,5.0002,20586.0
10823,5.0002,5.0002,22416.0
7734,5.0002,5.0002,20211.0
11505,5.0002,5.0002,26136.0
13659,5.0002,5.0002,26746.0
8832,5.0002,5.0002,22316.0
9598,5.0002,5.0002,24631.0
9162,5.0003,5.0003,19541.0
6206,5.0003,5.0003,19156.0
6052,5.0003,5.0003,19601.0
11796,5.0004,5.0004,25062.0
11462,5.0004,5.0004,24102.0
9813,5.0004,5.0004,24292.0
10080,5.0004,5.0004,22397.0
11314,5.0004,5.0004,26127.0
10889,5.0004,5.0004,24697.0
10399,5.0004,5.0004,24577.0
10840,5.0004,5.0004,25192.0
12175,5.0004,5.0004,25257.0
9970,5.0004,5.0004,23142.0
9216,5.0004,5.0004,24127.0
8874,5.0004,5.0004,23877.0
8061,5.0004,5.0004,23202.0
7192,5.0005,5.0005,21567.0
8001,5.0005,5.0005,21912.0
2878,5.0005,5.0005,9736.0
7520,5.0005,5.0005,19087.0
2285,5.0006,5.0006,9021.0
9368,5.0006,5.0006,23648.0
7483,5.0006,5.0006,16842.0
10247,5.0006,5.0006,25143.0
8880,5.0006,5.0006,24063.0
7116,5.0006,5.0006,16887.0
11637,5.0006,5.0006,24738.0
11088,5.0006,5.0006,24163.0
4383,5.0006,5.0006,15567.0
1459,5.0007,5.0007,6791.0
7580,5.0007,5.0007,13857.0
3538,5.0007,5.0007,13592.0
9091,5.0007,5.0007,21048.0
8497,5.0007,5.0007,21198.0
2956,5.0007,5.0007,7671.0
11295,5.0007,5.0007,22978.0
8692,5.0007,5.0007,21013.0
9055,5.0007,5.0007,22463.0
4461,5.0008,5.0008,17958.0
11287,5.0008,5.0008,25244.0
11866,5.0008,5.0008,24769.0
7490,5.0008,5.0008,19513.0
4336,5.0008,5.0008,11962.0
11702,5.0008,5.0008,26364.0
5126,5.0008,5.0008,13317.0
9194,5.0008,5.0008,24934.0
9171,5.0008,5.0008,24249.0
11101,5.0008,5.0008,24609.0
8519,5.0008,5.0008,23804.0
12145,5.0008,5.0008,26189.0
10686,5.0009,5.0009,22919.0
10302,5.0009,5.0009,22144.0
10394,5.0009,5.0009,22904.0
10507,5.0009,5.0009,22449.0
4952,5.0009,5.0009,16793.0
9281,5.0009,5.0009,21469.0
9729,5.0009,5.0009,21394.0
5194,5.0009,5.0009,16963.0
9477,5.001,5.001,20124.0
11296,5.001,5.001,24840.0
8961,5.001,5.001,21034.0
9828,5.001,5.001,23925.0
12443,5.001,5.001,24155.0
8242,5.001,5.001,24395.0
3545,5.0011,5.0011,14058.0
6010,5.0011,5.0011,17434.0
6706,5.0011,5.0011,17824.0
5162,5.0011,5.0011,18074.0
4171,5.0011,5.0011,13513.0
1490,5.0011,5.0011,4396.0
13222,5.0011,5.0011,26136.0
8337,5.0011,5.0011,23010.0
8077,5.0011,5.0011,18729.0
5607,5.0011,5.0011,13878.0
1884,5.0011,5.0011,8712.0
1100,5.0011,5.0011,4616.0
7602,5.0012,5.0012,16034.0
6318,5.0012,5.0012,17259.0
7473,5.0012,5.0012,16364.0
5752,5.0012,5.0012,20395.0
9192,5.0012,5.0012,20905.0
2179,5.0012,5.0012,8382.0
12341,5.0012,5.0012,24546.0
7773,5.0012,5.0012,16984.0
4813,5.0012,5.0012,12128.0
5351,5.0012,5.0012,12233.0
8701,5.0012,5.0012,21285.0
9855,5.0012,5.0012,25146.0
1773,5.0012,5.0012,8157.0
10186,5.0012,5.0012,24346.0
10577,5.0012,5.0012,24536.0
5286,5.0012,5.0012,12578.0
12742,5.0012,5.0012,25606.0
8554,5.0013,5.0013,23036.0
7472,5.0013,5.0013,23111.0
9965,5.0013,5.0013,23286.0
9441,5.0013,5.0013,23006.0
8656,5.0013,5.0013,23546.0
9490,5.0014,5.0014,24482.0
5911,5.0014,5.0014,13944.0
9310,5.0014,5.0014,24327.0
3835,5.0014,5.0014,10888.0
10631,5.0014,5.0014,25422.0
8361,5.0014,5.0014,24232.0
9458,5.0014,5.0014,25067.0
4523,5.0014,5.0014,14399.0
8666,5.0014,5.0014,25612.0
4950,5.0014,5.0014,17485.0
8484,5.0015,5.0015,22822.0
8878,5.0015,5.0015,23912.0
8245,5.0015,5.0015,20176.0
6721,5.0015,5.0015,20386.0
9994,5.0015,5.0015,25953.0
10127,5.0015,5.0015,22682.0
13604,5.0015,5.0015,26618.0
7646,5.0015,5.0015,19676.0
12543,5.0015,5.0015,26378.0
10516,5.0016,5.0016,22277.0
2985,5.0016,5.0016,9498.0
9425,5.0016,5.0016,21842.0
3572,5.0016,5.0016,12549.0
7173,5.0016,5.0016,21417.0
11913,5.0016,5.0016,25303.0
7305,5.0016,5.0016,15740.0
6688,5.0016,5.0016,18891.0
10923,5.0016,5.0016,24333.0
7080,5.0016,5.0016,22317.0
752,5.0016,5.0016,3096.0
11183,5.0016,5.0016,24673.0
11395,5.0016,5.0016,25588.0
9819,5.0016,5.0016,21477.0
7010,5.0017,5.0017,20197.0
5158,5.0017,5.0017,14750.0
8312,5.0017,5.0017,22943.0
1604,5.0017,5.0017,5887.0
10676,5.0017,5.0017,23983.0
8321,5.0017,5.0017,20672.0
11923,5.0017,5.0017,23478.0
9279,5.0017,5.0017,23163.0
8935,5.0017,5.0017,23698.0
6785,5.0017,5.0017,20817.0
10693,5.0017,5.0017,23528.0
1475,5.0018,5.0018,5472.0
7496,5.0018,5.0018,19582.0
10477,5.0018,5.0018,24959.0
8049,5.0018,5.0018,22523.0
1913,5.0018,5.0018,8508.0
8145,5.0018,5.0018,21848.0
10556,5.0018,5.0018,24584.0
10916,5.0018,5.0018,24374.0
3335,5.0018,5.0018,8173.0
3641,5.0018,5.0018,16426.0
9481,5.0018,5.0018,22728.0
5454,5.0018,5.0018,16606.0
5700,5.0018,5.0018,14280.0
3346,5.0019,5.0019,12950.0
9684,5.0019,5.0019,23409.0
11784,5.0019,5.0019,24104.0
6552,5.0019,5.0019,20598.0
7030,5.0019,5.0019,18587.0
4960,5.0019,5.0019,18337.0
9833,5.0019,5.0019,24249.0
7410,5.002,5.002,22239.0
6302,5.002,5.002,17912.0
10581,5.002,5.002,24760.0
9050,5.002,5.002,24440.0
4574,5.002,5.002,10239.0
8918,5.002,5.002,22894.0
8483,5.002,5.002,22989.0
6540,5.002,5.002,17527.0
4590,5.002,5.002,15186.0
8266,5.002,5.002,17932.0
2415,5.0021,5.0021,7118.0
7310,5.0021,5.0021,19163.0
5813,5.0021,5.0021,16562.0
894,5.0021,5.0021,4807.0
10230,5.0021,5.0021,23685.0
5131,5.0021,5.0021,14486.0
4136,5.0021,5.0021,11870.0
614,5.0021,5.0021,4822.0
8153,5.0021,5.0021,21384.0
2018,5.0021,5.0021,11810.0
185,5.0022,5.0022,2301.0
9164,5.0022,5.0022,22540.0
8126,5.0022,5.0022,20259.0
12101,5.0022,5.0022,24851.0
4404,5.0022,5.0022,13591.0
2603,5.0022,5.0022,9204.0
8588,5.0023,5.0023,21645.0
8933,5.0023,5.0023,23586.0
8866,5.0023,5.0023,17768.0
98,5.0023,5.0023,2161.0
2583,5.0023,5.0023,8724.0
2894,5.0023,5.0023,6583.0
3986,5.0023,5.0023,17343.0
10271,5.0023,5.0023,23691.0
4147,5.0023,5.0023,11040.0
13801,5.0023,5.0023,26462.0
3052,5.0023,5.0023,8744.0
6897,5.0024,5.0024,14352.0
10449,5.0024,5.0024,24877.0
13252,5.0024,5.0024,26558.0
9900,5.0024,5.0024,23296.0
10140,5.0024,5.0024,24632.0
11843,5.0024,5.0024,25322.0
13791,5.0024,5.0024,26908.0
781,5.0024,5.0024,8479.0
10252,5.0024,5.0024,22761.0
13569,5.0024,5.0024,26908.0
11350,5.0024,5.0024,24537.0
311,5.0024,5.0024,2091.0
7636,5.0024,5.0024,21045.0
13890,5.0024,5.0024,26908.0
10196,5.0024,5.0024,24592.0
10551,5.0024,5.0024,24532.0
11592,5.0025,5.0025,24417.0
1409,5.0025,5.0025,5953.0
901,5.0025,5.0025,3992.0
11068,5.0025,5.0025,23882.0
11337,5.0025,5.0025,24382.0
3734,5.0025,5.0025,8109.0
8681,5.0025,5.0025,23582.0
10339,5.0025,5.0025,24047.0
9094,5.0026,5.0026,23392.0
11726,5.0026,5.0026,25453.0
11388,5.0026,5.0026,25503.0
5821,5.0026,5.0026,13242.0
7203,5.0026,5.0026,20871.0
6311,5.0026,5.0026,13727.0
8730,5.0026,5.0026,21321.0
6175,5.0026,5.0026,17014.0
7539,5.0026,5.0026,20921.0
13851,5.0026,5.0026,26904.0
13042,5.0026,5.0026,25033.0
9643,5.0026,5.0026,18970.0
4389,5.0026,5.0026,17314.0
5803,5.0026,5.0026,13517.0
13669,5.0026,5.0026,26534.0
10479,5.0027,5.0027,24053.0
5716,5.0027,5.0027,18370.0
12576,5.0027,5.0027,25684.0
5461,5.0027,5.0027,14578.0
8113,5.0027,5.0027,22182.0
2176,5.0027,5.0027,7514.0
2740,5.0027,5.0027,7534.0
9636,5.0027,5.0027,20606.0
4427,5.0027,5.0027,11166.0
4156,5.0028,5.0028,16114.0
5374,5.0028,5.0028,14413.0
9998,5.0028,5.0028,22863.0
9455,5.0028,5.0028,23263.0
9255,5.0028,5.0028,23433.0
9778,5.0028,5.0028,21512.0
5040,5.0028,5.0028,14403.0
6778,5.0029,5.0029,21017.0
10566,5.0029,5.0029,25500.0
7954,5.0029,5.0029,23909.0
10406,5.0029,5.0029,20727.0
7205,5.0029,5.0029,17115.0
7850,5.0029,5.0029,22793.0
4081,5.0029,5.0029,13838.0
12055,5.003,5.003,26341.0
13543,5.003,5.003,26846.0
10898,5.003,5.003,23064.0
10887,5.003,5.003,25050.0
7762,5.003,5.003,19722.0
9777,5.003,5.003,22033.0
13717,5.003,5.003,26581.0
2289,5.003,5.003,9916.0
8544,5.003,5.003,21618.0
11367,5.0031,5.0031,25531.0
8940,5.0031,5.0031,22954.0
2953,5.0031,5.0031,9831.0
5603,5.0031,5.0031,17686.0
857,5.0031,5.0031,3207.0
2436,5.0031,5.0031,8120.0
11869,5.0031,5.0031,24390.0
8685,5.0031,5.0031,19572.0
6103,5.0031,5.0031,17751.0
6308,5.0031,5.0031,17566.0
6567,5.0031,5.0031,19517.0
11525,5.0031,5.0031,25661.0
3497,5.0031,5.0031,12793.0
8083,5.0032,5.0032,15630.0
9369,5.0032,5.0032,24891.0
8844,5.0032,5.0032,22134.0
4194,5.0032,5.0032,11037.0
9775,5.0032,5.0032,23710.0
12200,5.0032,5.0032,25351.0
13390,5.0032,5.0032,26907.0
13580,5.0032,5.0032,26742.0
6466,5.0032,5.0032,15630.0
7696,5.0032,5.0032,20338.0
7527,5.0032,5.0032,20198.0
9647,5.0032,5.0032,23240.0
6684,5.0033,5.0033,21079.0
12516,5.0033,5.0033,25427.0
6008,5.0033,5.0033,13584.0
11118,5.0033,5.0033,24171.0
4972,5.0033,5.0033,16591.0
1403,5.0033,5.0033,6134.0
6614,5.0033,5.0033,20008.0
10811,5.0033,5.0033,24191.0
8821,5.0033,5.0033,22765.0
7649,5.0034,5.0034,20509.0
10360,5.0034,5.0034,23376.0
9662,5.0034,5.0034,23371.0
3560,5.0034,5.0034,8896.0
6833,5.0034,5.0034,20409.0
8293,5.0034,5.0034,20879.0
7304,5.0034,5.0034,19083.0
1691,5.0034,5.0034,5884.0
12867,5.0034,5.0034,26233.0
7873,5.0034,5.0034,23646.0
5425,5.0034,5.0034,13124.0
9594,5.0034,5.0034,22400.0
10083,5.0035,5.0035,22996.0
13913,5.0035,5.0035,26824.0
5436,5.0035,5.0035,17387.0
6112,5.0035,5.0035,18343.0
3440,5.0035,5.0035,10037.0
11288,5.0035,5.0035,24167.0
7971,5.0035,5.0035,22806.0
3275,5.0035,5.0035,10142.0
8492,5.0035,5.0035,21280.0
7087,5.0035,5.0035,21500.0
7296,5.0035,5.0035,15561.0
13670,5.0035,5.0035,26899.0
11508,5.0036,5.0036,24793.0
7855,5.0036,5.0036,15416.0
10874,5.0036,5.0036,23742.0
6271,5.0036,5.0036,20740.0
6094,5.0036,5.0036,14080.0
7493,5.0036,5.0036,20720.0
2130,5.0036,5.0036,7040.0
11138,5.0037,5.0037,24573.0
5487,5.0037,5.0037,13410.0
9372,5.0037,5.0037,24403.0
10266,5.0037,5.0037,25484.0
3481,5.0037,5.0037,14961.0
11966,5.0037,5.0037,25604.0
9747,5.0037,5.0037,22797.0
1790,5.0037,5.0037,6705.0
2106,5.0037,5.0037,6720.0
736,5.0038,5.0038,6505.0
2804,5.0038,5.0038,11759.0
3074,5.0038,5.0038,14601.0
7870,5.0038,5.0038,20956.0
6909,5.0038,5.0038,18424.0
5926,5.0038,5.0038,16998.0
5615,5.0038,5.0038,19635.0
9234,5.0038,5.0038,21061.0
8957,5.0038,5.0038,23883.0
5101,5.0038,5.0038,21201.0
13460,5.0039,5.0039,26866.0
8456,5.0039,5.0039,23293.0
7461,5.0039,5.0039,19435.0
6982,5.0039,5.0039,19395.0
7451,5.0039,5.0039,21722.0
8101,5.0039,5.0039,22908.0
10861,5.0039,5.0039,25920.0
7145,5.0039,5.0039,20786.0
4209,5.0039,5.0039,8992.0
8743,5.0039,5.0039,21887.0
11623,5.0039,5.0039,25460.0
9641,5.0039,5.0039,21892.0
4086,5.004,5.004,16283.0
11561,5.004,5.004,24995.0
12815,5.004,5.004,26066.0
8171,5.004,5.004,21442.0
9222,5.004,5.004,23589.0
8845,5.004,5.004,23504.0
7406,5.004,5.004,19896.0
9239,5.004,5.004,22413.0
12827,5.004,5.004,26331.0
6735,5.004,5.004,19876.0
6038,5.004,5.004,18945.0
9507,5.0041,5.0041,24555.0
5385,5.0041,5.0041,12240.0
7752,5.0041,5.0041,20947.0
10157,5.0041,5.0041,23284.0
1561,5.0041,5.0041,7341.0
8879,5.0041,5.0041,22098.0
7249,5.0041,5.0041,20902.0
3868,5.0041,5.0041,10984.0
12274,5.0041,5.0041,25916.0
2036,5.0041,5.0041,6070.0
9869,5.0041,5.0041,21948.0
1967,5.0041,5.0041,7236.0
1485,5.0042,5.0042,5890.0
9894,5.0042,5.0042,23785.0
6000,5.0042,5.0042,20262.0
9802,5.0042,5.0042,23570.0
6411,5.0042,5.0042,14452.0
9103,5.0042,5.0042,22739.0
8304,5.0042,5.0042,23665.0
5059,5.0042,5.0042,18065.0
5823,5.0042,5.0042,17945.0
3044,5.0042,5.0042,8412.0
9993,5.0043,5.0043,21108.0
12364,5.0043,5.0043,24381.0
6831,5.0043,5.0043,20718.0
1609,5.0043,5.0043,6991.0
2204,5.0043,5.0043,7006.0
12514,5.0043,5.0043,25732.0
12941,5.0043,5.0043,25837.0
9597,5.0043,5.0043,25432.0
11534,5.0043,5.0043,23525.0
10750,5.0043,5.0043,23285.0
5347,5.0043,5.0043,12916.0
4283,5.0043,5.0043,15283.0
6635,5.0044,5.0044,19387.0
2778,5.0044,5.0044,9118.0
3725,5.0044,5.0044,10199.0
8848,5.0044,5.0044,20593.0
9795,5.0044,5.0044,25948.0
2882,5.0044,5.0044,9013.0
12902,5.0044,5.0044,26143.0
8427,5.0044,5.0044,23631.0
10255,5.0044,5.0044,22750.0
5943,5.0044,5.0044,20333.0
10684,5.0044,5.0044,24136.0
1624,5.0045,5.0045,5580.0
4991,5.0045,5.0045,11055.0
4677,5.0045,5.0045,12351.0
5800,5.0045,5.0045,18957.0
6083,5.0045,5.0045,17691.0
1646,5.0045,5.0045,3373.0
7568,5.0045,5.0045,21259.0
11616,5.0045,5.0045,25623.0
9548,5.0045,5.0045,24332.0
10741,5.0046,5.0046,24132.0
4349,5.0046,5.0046,11956.0
7290,5.0046,5.0046,21695.0
7423,5.0046,5.0046,19388.0
11928,5.0046,5.0046,25083.0
1223,5.0046,5.0046,8643.0
8508,5.0046,5.0046,22886.0
8376,5.0046,5.0046,20874.0
3751,5.0046,5.0046,12997.0
10456,5.0047,5.0047,21430.0
6717,5.0047,5.0047,18037.0
2809,5.0047,5.0047,11711.0
11705,5.0047,5.0047,24363.0
13479,5.0047,5.0047,26385.0
13449,5.0047,5.0047,26845.0
8559,5.0047,5.0047,22281.0
8846,5.0047,5.0047,21295.0
7605,5.0047,5.0047,20114.0
2677,5.0047,5.0047,8438.0
5001,5.0048,5.0048,13693.0
1696,5.0048,5.0048,6301.0
8690,5.0048,5.0048,22061.0
11179,5.0048,5.0048,24073.0
10291,5.0048,5.0048,22121.0
8488,5.0048,5.0048,18893.0
12208,5.0048,5.0048,25890.0
1474,5.0049,5.0049,5075.0
13031,5.0049,5.0049,25745.0
8025,5.0049,5.0049,22437.0
9249,5.0049,5.0049,20545.0
13048,5.0049,5.0049,26431.0
1337,5.0049,5.0049,6171.0
5247,5.0049,5.0049,16216.0
6740,5.0049,5.0049,17197.0
1992,5.0049,5.0049,6071.0
7214,5.0049,5.0049,20315.0
10270,5.0049,5.0049,24734.0
10909,5.0049,5.0049,26481.0
9082,5.0049,5.0049,22527.0
9752,5.005,5.005,24184.0
13746,5.005,5.005,26842.0
4269,5.005,5.005,12022.0
1995,5.005,5.005,6967.0
11392,5.005,5.005,24970.0
8733,5.005,5.005,20095.0
850,5.005,5.005,4985.0
235,5.005,5.005,1987.0
480,5.005,5.005,5000.0
7852,5.0051,5.0051,18749.0
6281,5.0051,5.0051,15576.0
454,5.0051,5.0051,3964.0
516,5.0051,5.0051,2973.0
9492,5.0051,5.0051,20431.0
6451,5.0052,5.0052,17258.0
8119,5.0052,5.0052,22008.0
7174,5.0052,5.0052,21087.0
4131,5.0052,5.0052,15541.0
8807,5.0052,5.0052,23269.0
9393,5.0052,5.0052,24265.0
9421,5.0052,5.0052,23144.0
4315,5.0052,5.0052,11522.0
10087,5.0052,5.0052,24801.0
9570,5.0052,5.0052,23239.0
8797,5.0053,5.0053,24656.0
6975,5.0053,5.0053,20727.0
9867,5.0053,5.0053,21623.0
7332,5.0053,5.0053,18950.0
11723,5.0053,5.0053,24501.0
7311,5.0053,5.0053,17804.0
8825,5.0053,5.0053,25302.0
10844,5.0054,5.0054,24817.0
9289,5.0054,5.0054,23956.0
11452,5.0054,5.0054,24862.0
9161,5.0054,5.0054,22980.0
6402,5.0054,5.0054,19496.0
7729,5.0055,5.0055,19116.0
559,5.0055,5.0055,2708.0
12546,5.0055,5.0055,25618.0
5013,5.0055,5.0055,13775.0
9371,5.0055,5.0055,24612.0
11695,5.0056,5.0056,25093.0
6412,5.0056,5.0056,22350.0
8189,5.0056,5.0056,23381.0
1950,5.0056,5.0056,7989.0
3702,5.0056,5.0056,13520.0
4479,5.0056,5.0056,17740.0
2347,5.0056,5.0056,9801.0
8052,5.0056,5.0056,21394.0
9016,5.0056,5.0056,22175.0
12183,5.0056,5.0056,25879.0
604,5.0057,5.0057,2643.0
4211,5.0057,5.0057,11418.0
5395,5.0057,5.0057,10592.0
2330,5.0057,5.0057,12284.0
12451,5.0057,5.0057,26165.0
8645,5.0057,5.0057,19352.0
10064,5.0057,5.0057,24443.0
8752,5.0057,5.0057,22701.0
9820,5.0057,5.0057,24443.0
13157,5.0058,5.0058,26706.0
12854,5.0058,5.0058,25770.0
8131,5.0058,5.0058,21520.0
6505,5.0058,5.0058,20699.0
12283,5.0058,5.0058,26541.0
5464,5.0058,5.0058,12940.0
6858,5.0058,5.0058,19107.0
3174,5.0059,5.0059,9271.0
5884,5.0059,5.0059,12795.0
2688,5.0059,5.0059,14462.0
8974,5.0059,5.0059,22061.0
12317,5.0059,5.0059,25565.0
7717,5.0059,5.0059,22166.0
7322,5.0059,5.0059,22982.0
11876,5.0059,5.0059,24594.0
7651,5.006,5.006,19874.0
11025,5.006,5.006,25070.0
5724,5.006,5.006,20855.0
9027,5.006,5.006,18292.0
7485,5.006,5.006,19964.0
3686,5.006,5.006,9201.0
8658,5.006,5.006,21786.0
8908,5.006,5.006,23418.0
9110,5.006,5.006,24379.0
9981,5.0061,5.0061,25271.0
8364,5.0061,5.0061,23754.0
3435,5.0061,5.0061,11399.0
10948,5.0061,5.0061,22112.0
9202,5.0061,5.0061,22087.0
10464,5.0061,5.0061,23704.0
126,5.0061,5.0061,816.0
9355,5.0062,5.0062,23519.0
12316,5.0062,5.0062,25862.0
9351,5.0062,5.0062,23279.0
10251,5.0062,5.0062,25141.0
9039,5.0062,5.0062,23349.0
12072,5.0062,5.0062,24936.0
9571,5.0062,5.0062,23239.0
4366,5.0062,5.0062,17757.0
11285,5.0062,5.0062,24205.0
9059,5.0062,5.0062,23409.0
4083,5.0062,5.0062,11364.0
6174,5.0063,5.0063,19915.0
2509,5.0063,5.0063,6338.0
10466,5.0063,5.0063,24726.0
8716,5.0063,5.0063,22093.0
9000,5.0063,5.0063,22163.0
6071,5.0063,5.0063,18178.0
12268,5.0063,5.0063,25512.0
7197,5.0063,5.0063,21297.0
4307,5.0063,5.0063,13477.0
8855,5.0063,5.0063,23044.0
5647,5.0063,5.0063,11975.0
10510,5.0063,5.0063,24776.0
