,x,y,rate,kmeans,labels
RA19NO3+OH-->UDCARB11+CARB6+NO2,72.06876373291016,-65.28095245361328,(8.31D-11),3,1
C3H7CHO+NO3-->HNO3+RN11O2,43.99906539916992,-39.592227935791016,(1.7D-12*EXP(-1500/TEMP)),3,3
ME2BUT2ENE+OH-->RI15O2,72.21025085449219,-65.41019439697266,(1.92D-11*EXP(450/TEMP)),3,1
C3H8+OH-->RN10O2,54.17169952392578,-48.91544723510742,(7.6D-12*EXP(-585/TEMP)*0.264),3,1
RN22AO2+NO3-->RN21O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RA25O2+HO2-->RA25OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
RTN10O2+NO-->CO+RN8O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RN30O2+NO-->2CARB14+NO2+HO2,64.34992218017578,-58.226749420166016,(KRO2NO*0.792),3,1
MACO3+NO-->CO+HCHO+CH3O2+NO2+HO2,66.20437622070312,-59.921993255615234,(KAPNO*0.65),3,1
RTN26O2+NO2-->RTN26PAN,64.0363540649414,-57.94009780883789,(KFPAN*0.722),3,1
RN15O2+NO-->RN15NO3,56.433860778808594,-50.98612976074219,(KRO2NO*0.064),3,1
RC14O2+HO2-->RN14OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
C2H5CO3H+OH-->C2H5CO3,62.83297348022461,-56.839813232421875,(4.42D-12),3,1
RI16O2+NO-->MIPK+NO2+HO2,57.15444564819336,-51.64558410644531,(KRO2NO*0.925*0.087),3,1
RTX22OOH+OH-->CCARB12+CH3COCH3+OH,71.74585723876953,-64.98594665527344,(7.50D-11),3,1
RTN23O2+NO-->RTN14O2+CH3COCH3+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
BUOX2ETOH+NO3-->ECARB7+HNO3+RN10O2,41.273033142089844,-37.08985137939453,(4.65D-15),3,0
DHPR12O2+NO3-->RN8OOH+CARB3+NO2+OH,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
NRN18OOH+OH-->2C2H5CHO+NO2+OH,65.64492797851562,-59.41062545776367,(1.08D-11),3,1
RN37NO3+OH-->CARB35+NO2,65.67396545410156,-59.43714141845703,(1.09D-11),3,1
RN10O2+HO2-->RN10OOH,65.94242858886719,-59.68255615234375,(KRO2HO2*0.520),3,1
RN13O2+NO-->CARB11A+NO2+HO2,63.21385955810547,-57.18809509277344,(KRO2NO*0.917*0.602),3,1
RI12OOH+OH-->RI12O2,64.73941040039062,-58.582855224609375,(8.10D-12),3,1
RA13O2+NO3-->UDCARB8+CARB3+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
NO2+NO3-->N2O5,58.83562088012695,-53.18378829956055,(KMT03),3,1
RTX24O2+NO-->TXCARB22+NO2+HO2,62.93857192993164,-56.936370849609375,(KRO2NO*0.843*0.6),3,1
RA13NO3+OH-->UDCARB8+CARB3+NO2,71.66075897216797,-64.90819549560547,(7.30D-11),3,1
UDCARB17+OH-->ANHY+RN10O2,69.0146255493164,-62.490394592285156,(7.00D-11*0.45),3,1
C2H5OH+OH-->HOCH2CH2O2,52.400299072265625,-47.293418884277344,(3.0D-12*EXP(20/TEMP)*0.05),3,1
CH3CO3+NO2-->PAN,65.06160736083984,-58.87737274169922,(KFPAN),3,1
AROH14+OH-->RAROH14,68.4466552734375,-61.971336364746094,(2.63D-11),3,1
RN27O2+HO2-->RN27OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
RN24AO2+HO2-->RN24OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
RN24AO2+NO-->RN24NO3,58.851219177246094,-53.198055267333984,(KRO2NO*0.138),3,1
RA22OOH+OH-->UDCARB14+CARB6+OH,73.42893981933594,-66.52356719970703,(1.28D-10),3,1
RTN25O2+NO-->RTN24O2+NO2,64.53511047363281,-58.396060943603516,(KRO2NO*0.840),3,1
RN15O2+HO2-->RN15OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RE6O2+HO2-->CH3OCHO,65.01261138916016,-58.83258056640625,(KRO2HO2*0.387),3,1
MIBKAOH+OH-->RI16AO2,60.494590759277344,-54.70132827758789,(2.88D-12*0.73),3,1
NPROACET+OH-->RN13O2,60.430328369140625,-54.642547607421875,(1.39D-18*TEMP**2*EXP(991/TEMP)*0.6),3,1
RTN10O2+HO2-->RTN10OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
CARB21+OH-->RN21O2,64.6206283569336,-58.47425842285156,(7.80D-12),3,1
NRI15O2+NO3-->CH3COCH3+CH3CHO+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RTN23O2+NO3-->RTN14O2+CH3COCH3+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
BUT1ENE+NO3-->NRN12O2,44.550636291503906,-40.09831619262695,(3.2D-13*EXP(-950/TEMP)),3,3
UCARB12+O3-->CARB3+HOCH2CHO+CH3CO3+OH,20.419353485107422,-17.885133743286133,(2.40D-17*0.25),3,13
CARB13+OH-->RN13O2,66.97901916503906,-60.630035400390625,(1.65D-11),3,1
HOCH2CO3+NO3-->HCHO+NO2+HO2,62.25634765625,-56.31252670288086,(KRO2NO3*1.60),3,1
C2H5NO3+OH-->CH3CHO+NO2,55.9308967590332,-50.525794982910156,(4.40D-14*EXP(720/TEMP)),3,1
RN25AO2+NO3-->RN24O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RA28O2+HO2-->RA28OOH,67.77923583984375,-61.361392974853516,(KRO2HO2*0.932),3,1
OETHTOL+OH-->RA22AO2,65.95024871826172,-59.68970489501953,(1.19D-11),3,1
RTN26O2+NO3-->RTN25O2+NO2,62.25634765625,-56.31252670288086,(KRO2NO3*1.60),3,1
RU14O2+NO-->UCARB10+HCHO+NO2+HO2,64.64989471435547,-58.501014709472656,(KRO2NO*0.900*0.968),3,1
DIME35EB+OH-->RA25O2,70.86516571044922,-64.18132781982422,(5.67D-11),3,1
BPINENE+NO3-->NRTX28O2,61.05219650268555,-55.211341857910156,(2.51D-12),3,1
MACO3+NO3-->CO+HCHO+CH3O2+NO2+HO2,61.16465377807617,-55.31415939331055,(KRO2NO3*1.74*0.65),3,1
RI11OOH+OH-->RI11O2,63.928367614746094,-57.84137725830078,(6.26D-12),3,1
C2H4+OH-->HOCH2CH2O2,64.63764953613281,-58.48981475830078,(KMT15),3,1
RC18O2+NO3-->CYHEXONE+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
HOC2H4OOH+OH-->HOCH2CHO+OH,67.78282928466797,-61.36469650268555,(2.13D-11),3,1
RTN14O2+NO3-->TNCARB10+HCHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
NRN15OOH+OH-->C2H5CHO+CH3CHO+NO2+OH,65.08850860595703,-58.90195846557617,(9.05D-12),3,1
RA13O2+NO-->UDCARB8+CARB3+NO2+HO2,64.81459045410156,-58.651573181152344,(KRO2NO*0.918),3,1
HNO3+OH-->NO3,52.27880096435547,-47.1821174621582,(KMT11),3,1
HPUCARB12+OH-->HUCARB9+CO+OH,70.59274291992188,-63.932395935058594,(5.20D-11),3,1
BUT1ENE+OH-->RN12O2,69.00390625,-62.4805793762207,(6.55D-12*EXP(467/TEMP)),3,1
RU11NO3+OH-->HCHO+CH3CHO+NO2,69.92780303955078,-63.32484436035156,(4.21D-11),3,1
NPROACET+OH-->RN13AO2,59.15449523925781,-53.47550964355469,(1.39D-18*TEMP**2*EXP(991/TEMP)*0.4),3,1
ETHACET+OH-->RN10O2,59.79020690917969,-54.057037353515625,(6.92D-19*TEMP**2*EXP(986/TEMP)),3,1
NRTX28O2+NO-->TXCARB24+HCHO+2NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RN33AO2+NO-->CARB31+NO2+HO2,64.48983764648438,-58.35465621948242,(KRO2NO*0.828),3,1
EBENZ+OH-->RN19O2,57.03437042236328,-51.53568649291992,(7.00D-12*0.10),3,1
O+NO2-->NO3,60.48031234741211,-54.688262939453125,(KMT02),3,1
RI15OOH+OH-->RI15O2,66.99803161621094,-60.64742660522461,(1.66D-11),3,1
NRU14O2+HO2-->NRU14OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RN18AO2+NO-->RN18NO3,55.8994026184082,-50.49699020385742,(KRO2NO*0.054),3,1
RN15O2+NO-->C2H5CHO+CH3CHO+NO2+HO2,64.87572479248047,-58.707454681396484,(KRO2NO*0.936),3,1
RN33O2+NO3-->CARB17+CARB14+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
O+NO2-->NO,65.50667572021484,-59.284236907958984,(5.50E-12*EXP(188/TEMP)),3,1
RU14O2+HO2-->RU14OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RI15O2+NO-->CH3COCH3+CH3CHO+NO2+HO2,64.97502899169922,-58.79823303222656,(KRO2NO*0.966),3,1
RTN25O2+NO-->RTN25NO3,59.3166389465332,-53.623817443847656,(KRO2NO*0.160),3,1
RN13O2+NO-->RN13NO3,57.25164031982422,-51.734519958496094,(KRO2NO*0.083),3,1
HUCARB9+OH-->CO+CARB6+HO2,70.92566680908203,-64.23658752441406,(5.78D-11),3,1
RN26OOH+OH-->CARB24+OH,69.605224609375,-63.030086517333984,(3.80D-11),3,1
RTN25OOH+OH-->RTN25O2,66.99803161621094,-60.64742660522461,(1.66D-11),3,1
RC14O2+NO3-->CCARB12+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RI17OOH+OH-->RI17O2,63.15102005004883,-57.130615234375,(4.89D-12),3,1
BUT1ENE+O3-->PROPACID+HCHO,20.6727294921875,-18.118663787841797,(3.55D-15*EXP(-1745/TEMP)*0.64),3,14
C4H6+O3-->HCOOH+CO+2HCHO,20.315431594848633,-17.78934669494629,(1.34D-14*EXP(-2283/TEMP)*0.92),3,0
NRN15O2+HO2-->NRN15OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
CPENT2ENE+OH-->RN15O2,71.31460571289062,-64.59194946289062,(6.54D-11),3,1
ARNOH14+NO3-->CARB13+HNO3+NO2,50.583072662353516,-45.628841400146484,(9.00D-14),3,11
RE15NO3+OH-->ECARB13+NO2,59.38999938964844,-53.6909294128418,(1.48D-12),3,1
RN16AO2+NO3-->RN15O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RA19AO2+NO-->RA19NO3,58.851219177246094,-53.198055267333984,(KRO2NO*0.138),3,1
RN22AO2+HO2-->RN22OOH,67.3761978149414,-60.99304962158203,(KRO2HO2*0.820),3,1
CH3O2+NO-->CH3NO3,42.85612487792969,-38.54329299926758,(2.3D-12*EXP(360/TEMP)*0.001),3,0
RN18O2+NO-->RN18NO3,57.742027282714844,-52.1832389831543,(KRO2NO*0.097),3,1
RN35OOH+OH-->CARB33+OH,69.95759582519531,-63.35205841064453,(4.25D-11),3,1
PHAN+OH-->CO+HCHO+NO2,58.51306915283203,-52.8886833190918,(1.12D-12),3,1
RU12O2+NO3-->HOCH2CO3+CARB7+NO2,55.31150436401367,-49.95887756347656,(KRO2NO3*0.176),3,1
RN29O2+NO3-->RN28O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
CH3CO3+NO-->CH3O2+NO2,67.56043243408203,-61.16143798828125,(KAPNO),3,1
TBUT2ENE+O3-->CO+CH3O2+CH3CHO+OH,30.078449249267578,-26.791959762573242,(6.64D-15*EXP(-1059/TEMP)*0.69),3,0
RU10AO2+NO-->CO+CARB7+NO2+HO2,65.0427017211914,-58.86012649536133,(KRO2NO*0.987),3,1
HOCH2CO3+NO2-->PHAN,65.06160736083984,-58.87737274169922,(KFPAN),3,1
RTN28O2+NO3-->TNCARB26+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
CARB11+OH-->RN11O2,67.67765808105469,-61.26856231689453,(2.06D-11),3,1
RN33AO2+HO2-->RN33OOH,67.77923583984375,-61.361392974853516,(KRO2HO2*0.932),3,1
RN31NO3+OH-->CARB29+NO2,64.7587890625,-58.600563049316406,(8.15D-12),3,1
RU10NO3+OH-->CO+CARB7+NO2,56.135372161865234,-50.71295166015625,(5.26D-13),3,1
RN25OOH+OH-->CARB23+OH,70.46294403076172,-63.81381607055664,(4.99D-11),3,1
UDCARB14+OH-->ANHY+C2H5O2,69.0146255493164,-62.490394592285156,(7.00D-11*0.45),3,1
IPROACET+OH-->RI13O2,62.096378326416016,-56.166263580322266,(2.64D-13*EXP(770/TEMP)),3,1
RI19O2+NO-->RN19NO3,56.282833099365234,-50.84791564941406,(KRO2NO*0.061),3,1
NC7H16+OH-->RN22O2,64.28983306884766,-58.17182159423828,(1.59D-17*TEMP**2*EXP(478/TEMP)),3,1
TM123B+OH-->RA22AO2,66.9502944946289,-60.603755950927734,(3.27D-11*0.50),3,1
HOCH2CH2O2+HO2-->HOC2H4OOH,66.33912658691406,-60.045162200927734,(2.03D-13*EXP(1250/TEMP)),3,1
RN34O2+NO3-->RN33AO2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
NBUTOL+OH-->RN12O2,64.8830795288086,-58.71417999267578,(5.3D-12*EXP(140/TEMP)),3,1
CH3OOH+OH-->CH3O2,63.8033561706543,-57.727081298828125,(5.3D-12*EXP(190/TEMP)*0.6),3,1
NRU12O2+NO-->NOA+CARB3+NO2+HO2,62.90226364135742,-56.9031867980957,(KRO2NO*0.5),3,1
IEPOX+OH-->RU12O2,65.86986541748047,-59.616241455078125,(1.16D-11),3,1
RU14OOH+OH-->UCARB12+OH,64.0107421875,-57.91666793823242,(7.14D-11*0.09),3,1
C4H6+O3-->2CO+2HCHO+HO2+OH,12.661857604980469,-10.78954029083252,(1.34D-14*EXP(-2283/TEMP)*0.08),3,0
RI13O2+NO-->CH3COCH3+CH3O2+NO2,64.4150619506836,-58.286312103271484,(KRO2NO*0.973*0.831),3,1
DIEK+OH-->RN14O2,60.33744812011719,-54.5576057434082,(2.00D-12),3,1
RI16O2+NO-->RI16NO3,56.93280792236328,-51.44274139404297,(KRO2NO*0.075),3,1
NC5H12+OH-->RN16O2,62.52207946777344,-56.55553436279297,(2.44D-17*TEMP**2*EXP(183/TEMP)),3,1
RU10O2+HO2-->RU10OOH,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
NRN6O2+NO3-->2HCHO+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
C2H5CO3+NO-->C2H5O2+NO2,67.56043243408203,-61.16143798828125,(KAPNO),3,1
IPEBOH+OH-->RI15O2,64.12275695800781,-58.019073486328125,(1.24D-11*0.537),3,1
RTN26OOH+OH-->RTN26O2,65.9765853881836,-59.71379089355469,(1.20D-11),3,1
RN34O2+NO-->RN33AO2+NO2,63.30912780761719,-57.27518844604492,(KRO2NO*0.569),3,1
RA25OOH+OH-->UDCARB17+CARB6+OH,73.42893981933594,-66.52356719970703,(1.28D-10),3,1
RN24O2+NO-->2CARB11+NO2+HO2,64.48600769042969,-58.3511848449707,(KRO2NO*0.827),3,1
RU12O2+NO3-->CARB3+CARB7+NO2+HO2,57.90985870361328,-52.33678436279297,(KRO2NO3*0.402),3,1
RN10O2+NO3-->C2H5CHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN19BO2+NO-->RN18AO2+NO2,64.71710205078125,-58.562435150146484,(KRO2NO*0.890),3,1
HOC2H4NO3+OH-->HOCH2CHO+NO2,58.42764663696289,-52.81052780151367,(1.09D-12),3,1
RN19OOH+OH-->CARB17+OH,70.2811508178711,-63.64768600463867,(4.71D-11),3,1
RN20O2+HO2-->RN20OOH,67.3761978149414,-60.99304962158203,(KRO2HO2*0.820),3,1
RN24O2+NO-->RN24NO3,59.56243896484375,-53.84867477416992,(KRO2NO*0.173),3,1
RU11O2+HO2-->RU11OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RTN23O2+HO2-->RTN23OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
C2H5O2+NO-->C2H5NO3,50.29595947265625,-45.36576843261719,(2.55D-12*EXP(380/TEMP)*0.009),3,11
APINENE+NO3-->NRTN28O2,63.904541015625,-57.81959915161133,(1.2D-12*EXP(490/TEMP)),3,1
O3+OH-->HO2,49.90465545654297,-45.00725173950195,(1.70E-12*EXP(-940/TEMP)),3,11
TPENT2ENE+O3-->CO+CH3O2+C2H5CHO+OH,29.5394344329834,-26.295228958129883,(1.60D-16*0.69),3,17
IPRCHO+NO3-->RI11O2+HNO3,44.36481475830078,-39.927818298339844,(1.67D-12*EXP(-1460/TEMP)),3,3
UCARB12+O3-->CO+CARB6+HO2+OH,22.589008331298828,-19.885652542114258,(2.40D-17*0.50),3,0
RN27O2+NO3-->CARB14+CARB11+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN33O2+NO-->RN33NO3,60.24633026123047,-54.47426223754883,(KRO2NO*0.215),3,1
C2H4+O3-->HCOOH+HCHO,15.809328079223633,-13.647744178771973,(9.1D-15*EXP(-2580/TEMP)*0.87),3,0
RTX24O2+NO-->RTX24NO3,59.25706481933594,-53.569339752197266,(KRO2NO*0.157),3,1
RTN28O2+NO-->CH3COCH3+RN19O2+NO2,56.4920539855957,-51.03938674926758,(KRO2NO*0.767*0.085),3,1
HO2+NO-->NO2+OH,64.90482330322266,-58.73406219482422,(3.45E-12*EXP(270/TEMP)),3,1
RN18OOH+OH-->CARB16+OH,69.6299819946289,-63.052703857421875,(3.83D-11),3,1
RN33OOH+OH-->CARB31+OH,70.96355438232422,-64.27120971679688,(5.85D-11),3,1
RN28O2+NO-->RN28NO3,62.14445495605469,-56.210208892822266,(KRO2NO*0.393),3,1
RC18O2+HO2-->RC18OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
MEPROPENE+O3-->HCHO+RN8O2+OH,17.933086395263672,-15.596085548400879,(2.70D-15*EXP(-1632/TEMP)*0.24),3,0
PECOH+OH-->DIEK+HO2,63.41579818725586,-57.372718811035156,(1.22D-11*0.436),3,1
RE12NO3+OH-->ETHACET+NO2,64.59632110595703,-58.45203399658203,(7.74D-12),3,1
RTX24O2+HO2-->RTX24OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
C2H4+NO3-->NRN6O2,31.548114776611328,-28.14593505859375,(3.3D-12*EXP(-2880/TEMP)),3,0
RN12O2+HO2-->RN12OOH,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
RA25O2+NO3-->UDCARB17+CARB6+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
STYRENE+NO3-->NRUA20O2,59.432254791259766,-53.72957992553711,(1.50D-12),3,1
RN36O2+NO-->2CARB17+NO2+HO2,64.30184173583984,-58.18282699584961,(KRO2NO*0.780),3,1
RN16OOH+OH-->CARB14+OH,69.92780303955078,-63.32484436035156,(4.21D-11),3,1
UDCARB11+OH-->ANHY+CH3O2,68.30088806152344,-61.838138580322266,(5.58D-11*0.45),3,1
RI15O2+HO2-->RI15OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RN21O2+NO3-->CARB11+C2H5CHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RI19O2+NO-->IC3H7O2+CH3COCH3+NO2,64.88578033447266,-58.71664810180664,(KRO2NO*0.939),3,1
RI14O2+HO2-->RI14OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
MIBKAOH+OH-->RN16AO2,57.365116119384766,-51.83834457397461,(2.88D-12*0.27),3,1
CARB23+OH-->RN23O2,65.78739166259766,-59.54085159301758,(1.13D-11),3,1
ME2BUT2ENE+NO3-->NRI15O2,65.1978530883789,-59.00194549560547,(9.37D-12),3,1
PETHTOL+OH-->RA22AO2,65.92367553710938,-59.6654167175293,(1.18D-11),3,1
RN30O2+NO-->RN30NO3,60.14219284057617,-54.37899398803711,(KRO2NO*0.208),3,1
RN33NO3+OH-->CARB31+NO2,67.03572845458984,-60.681888580322266,(1.68D-11),3,1
RA28O2+NO-->RA28NO3,59.5442008972168,-53.83198928833008,(KRO2NO*0.172),3,1
RU14O2+NO3-->UCARB10+HCHO+NO2+HO2,60.6749153137207,-54.86626052856445,(KRO2NO3*0.968),3,1
RE18NO3+OH-->TBUACET+NO2,56.549434661865234,-51.09190368652344,(6.00D-13),3,1
ARNOH14+OH-->CARB13+NO2,57.82502365112305,-52.25917053222656,(9.00D-13),3,1
NRN18O2+HO2-->NRN18OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
RI16AO2+NO3-->RI13O2+HCHO+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN19O2+NO3-->RN18AO2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
MPRK+OH-->RN14O2,63.157440185546875,-57.136497497558594,(4.90D-12),3,1
RN18AO2+NO3-->CARB16+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
UCARB10+OH-->RU10O2,66.8656234741211,-60.526390075683594,(3.84D-12*EXP(533/TEMP)*0.693),3,1
NRTX28O2+HO2-->NRTX28OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
CH3OCHO+OH-->CH3O2,53.0924186706543,-47.92723083496094,(9.39D-13*EXP(-461/TEMP)),3,1
CH3CHO+OH-->CH3CO3,66.67027282714844,-60.34785461425781,(4.7D-12*EXP(345/TEMP)),3,1
NRU12O2+NO-->NOA+CO+NO2+HO2,62.90226364135742,-56.9031867980957,(KRO2NO*0.5),3,1
RU14NO3+OH-->RU12NO3+HO2,63.46324157714844,-57.416107177734375,(3.00D-11*0.18),3,1
RU12O2+NO-->RU12NO3,54.535423278808594,-49.248443603515625,(KRO2NO*0.035),3,1
RU14NO3+OH-->RU10NO3+HCHO+HO2,66.55049133300781,-60.23836135864258,(3.00D-11*0.48),3,1
RA22AO2+HO2-->RA22OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
C2H5CO3+HO2-->C2H5CO3H,64.62291717529297,-58.47633361816406,(KAPHO2*0.56),3,1
TBUTOL+OH-->RI12O2,58.35774230957031,-52.74659729003906,(1.6D-12*EXP(-121/TEMP)),3,1
RN16O2+NO-->RN15AO2+NO2,64.67079162597656,-58.520111083984375,(KRO2NO*0.877),3,1
RN30NO3+OH-->CARB28+NO2,66.84256744384766,-60.505313873291016,(1.58D-11),3,1
CARB11A+OH-->RN11O2,58.60801696777344,-52.9755744934082,(3.24D-18*TEMP**2*EXP(414/TEMP)),3,1
ARNOH17+NO3-->CARB16+HNO3+NO2,54.502559661865234,-49.21835708618164,(3.13D-13),3,1
TBUT2ENE+O3-->CH3CO2H+CH3CHO,27.571456909179688,-24.481082916259766,(6.64D-15*EXP(-1059/TEMP)*0.31),3,0
PPN+OH-->CO+CH3CHO+NO2,58.90852355957031,-53.25048065185547,(1.27D-12),3,1
RN32OOH+OH-->CARB30+OH,69.84445190429688,-63.24870300292969,(4.10D-11),3,1
CARB34+OH-->RN34AO2,65.0217056274414,-58.84090042114258,(8.86D-12),3,1
RN13O2+NO3-->C2H5O2+CH3CHO+NO2,57.87839889526367,-52.308013916015625,(KRO2NO3*0.398),3,1
RN28AO2+NO3-->RN27O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
APINENE+O3-->H2O2+TNCARB26,23.57615089416504,-20.796161651611328,(8.05D-16*EXP(-640/TEMP)*0.175),3,0
M3HEX+OH-->RN22O2,62.510616302490234,-56.545074462890625,(7.15D-12*0.558),3,1
RE6O2+NO3-->CH3OCHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RA16O2+NO3-->UDCARB8+CARB6+NO2+HO2,56.989112854003906,-51.49427032470703,(KRO2NO3*0.3),3,1
RA19OOH+OH-->UDCARB11+CARB6+OH,73.00846099853516,-66.13945770263672,(1.12D-10),3,1
RCOOH25+OH-->RTN25O2,64.11859130859375,-58.01527404785156,(6.65D-12),3,1
RU14NO3+OH-->UCARB12+NO2,65.46501922607422,-59.24617004394531,(3.00D-11*0.34),3,1
CH3CO3+NO3-->CH3O2+NO2,62.25634765625,-56.31252670288086,(KRO2NO3*1.60),3,1
RTX22O2+HO2-->RTX22OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
RN14OOH+OH-->CARB12+OH,69.0642318725586,-62.535701751708984,(3.20D-11),3,1
CYHEXOL+OH-->RN17O2,66.24791717529297,-59.961795806884766,(1.77D-11*0.739),3,1
THEX2ENE+OH-->RN18O2,71.04328155517578,-64.34406280517578,(6.00D-11),3,1
NUCARB12+OH-->NRU12O2,69.89022064208984,-63.29047393798828,(4.16D-11),3,1
RA16BO2+HO2-->RA16BOOH,67.3761978149414,-60.99304962158203,(KRO2HO2*0.820),3,1
C4H9CHO+OH-->RN14O2,68.70059967041016,-62.203407287597656,(6.34D-12*EXP(448/TEMP)),3,1
CARB32+OH-->RN32O2,66.80245208740234,-60.468658447265625,(1.56D-11),3,1
ME2BUT1ENE+OH-->RN15AO2,71.07980346679688,-64.37743377685547,(6.07D-11),3,1
RTX28NO3+OH-->TXCARB24+HCHO+NO2,62.1253547668457,-56.19276428222656,(3.53D-12),3,1
RE12O2+NO-->ECARB7+CH3O2+NO2,64.82144927978516,-58.6578369140625,(KRO2NO*0.920),3,1
CH4+OH-->CH3O2,42.26202392578125,-37.9979248046875,(1.85D-12*EXP(-1690/TEMP)),3,8
PROPACID+OH-->C2H5O2,58.730140686035156,-53.0872802734375,(1.2D-12),3,1
C5H8+OH-->RU14O2,72.64974212646484,-65.81172180175781,(2.70D-11*EXP(390/TEMP)),3,1
RN27O2+NO-->RN27NO3,59.95520782470703,-54.20796585083008,(KRO2NO*0.196),3,1
C2H5O2+HO2-->C2H5OOH,64.6878890991211,-58.535743713378906,(4.3D-13*EXP(870/TEMP)),3,1
UCARB12+OH-->RU12O2,71.25630187988281,-64.53868865966797,(6.42D-11),3,1
RTX28O2+NO-->RTX28NO3,60.49932098388672,-54.705665588378906,(KRO2NO*0.233),3,1
RU11OOH+OH-->HCHO+CH3CHO+OH,71.90545654296875,-65.13175964355469,(7.89D-11),3,1
RN8OOH+OH-->CARB6+OH,65.9765853881836,-59.71379089355469,(1.20D-11),3,1
CCARB14+OH-->RC14O2,67.30496215820312,-60.927940368652344,(1.83D-11),3,1
CCARB12+OH-->RN12O2,63.08598327636719,-57.0711555480957,(4.79D-12),3,1
HOCH2CH2O2+NO-->2HCHO+NO2+HO2,64.2698974609375,-58.153594970703125,(KRO2NO*0.995*0.776),3,1
RE12O2+HO2-->ETHACET,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
CO+OH-->HO2,53.51225280761719,-48.31167221069336,(KMT05),3,1
UDCARB14+OH-->RN13O2,69.64639282226562,-63.06769943237305,(7.00D-11*0.55),3,1
RN19BO2+NO3-->RN18AO2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
M3HEX+OH-->RN22AO2,61.77720260620117,-55.87438201904297,(7.15D-12*0.442),3,1
RI13O2+NO-->RI13NO3,53.7192268371582,-48.50117111206055,(KRO2NO*0.027),3,1
MPAN+OH-->CO+CARB7+NO2,63.98814392089844,-57.895999908447266,(2.90D-11*0.22),3,1
MTBE+NO3-->HNO3+RN15O2,35.049041748046875,-31.36886215209961,(6.40D-16),3,15
HCHO+NO3-->HNO3+CO+HO2,34.57370376586914,-30.931467056274414,(5.5D-16),3,0
