,x,y,group
C827PAN,-0.7082736999999999,-0.26605317,-1
ACECOCOCH3,-1.6699211999999999,0.26346898,-1
CO2C5OH,-1.1828100000000001,0.13290294,-1
CO2MC5OH,-2.0132973,0.44114790000000004,38
CO2M3C5OH,-1.9761887999999999,0.42232016,38
C519PAN,-0.64170164,-0.31739290000000003,1
C6TRONOHO2,-0.88766956,-6.2926297,-1
CO1M22PAN,-0.6647892,-0.28124499999999997,-1
EPXM2DLPAN,-0.62128437,-0.32153732,2
EIPEO2,-1.6025156999999999,0.31073803,-1
C6DCARBBO2,-0.628438,-0.5980711999999999,-1
C4MCODBPAN,-0.6474456000000001,-0.30449709999999997,-1
C5124COCO3,-0.7309743000000001,-4.6994805,48
CO2C3CO3H,-1.9312538000000001,0.23326224,-1
C617CHO,-0.53972214,-0.7544173000000001,-1
H13CO2C3,-0.69108033,-0.42752537,-1
HO8C9O2,-1.4577845,0.2362591,-1
C517PAN,-0.535862,-0.40760055,-1
C1312CO,-0.9416904,-5.9299436,51
C7PAN2,-0.7426931999999999,-0.12747982,22
C919O2,-0.82067883,-5.2936535000000005,-1
HO7C8O2,-1.4025878,0.2183357,31
C97O2,-1.014214,-7.1701417,54
C88CHO,-0.68715614,-4.212083,46
C41CO3,-1.1523086999999999,0.08316841,-1
C6PAN20,-0.65268093,-0.30621390000000004,-1
BUTALO2,-1.3135958,0.010259009,-1
C6PAN22,-0.6615084,-0.29633486,-1
HO6C7O2,-1.4197843,0.22074263,31
C3MDIALOOH,-0.7279151999999999,-0.34380245,11
C106O2,-2.1375713,0.42187572,-1
CO235C5CHO,-0.7038579,-0.3670732,-1
CL2OHPAN,-0.6389614,-0.30465963,-1
NC3H7OOH,-39.372684,7.6435785,-1
ACETMEPAN,-0.78061086,-0.07034337,-1
C85O2,-0.75028765,-4.9039855,49
C827CHO,-1.1091288000000001,0.08797730000000001,26
C139O,-4.9322934,-32.518887,-1
C4MCODBCO3,-0.62368315,-0.52786225,16
CH3COCL,-7.9583639999999995,1.622858,-1
C6H13CHO,-1.2575726999999999,0.16099446,-1
DM123OOH,-0.9611221,-5.946591400000001,51
C8CO2OHPAN,-0.5878361,-0.37406453,8
C1212O,-4.8745246,-32.162407,-1
C147CO,-1.3551546,-8.394778,55
C5PAN14,-0.7693209,-0.10024178,20
C5PAN7,-0.7560600000000001,-0.14475349,-1
C731PAN,-0.57920593,-0.36071026,-1
CHOMOHPAN,-0.64057994,-0.30691227,1
C9PAN1,-0.7788121,-0.074696206,-1
C136PAN,-0.5673402,-0.3902755,-1
C822PAN,-0.56658727,-0.38734254,-1
C1310O2,-5.8088365,-37.419132,58
C4ECO2O2,-0.65381294,-0.43901809999999997,-1
C1210PAN,-0.5770714,-0.38441283,-1
C920O2,-1.3576008999999998,0.28165263,-1
C6DCARBPAN,-0.6532091999999999,-0.3216907,-1
C626CO3,-0.65138566,-2.9648533,41
COO2C4PAN,-0.54306453,-0.39484668,-1
C831CO,-5.7171874,-36.899215999999996,58
C3MCODBPAN,-0.62482005,-0.32920563,2
C1014CO,-5.2562037,-34.189777,-1
C10PAN1,-0.7972183,-0.06479466,-1
C1213O2,-5.7788444000000005,-37.30766,58
C8CO2OHCO3,-0.5562172,-2.8958101000000003,41
C8PAN1,-0.7843404,-0.06719101,-1
MIPKAOH,-18.544307999999997,3.7497842000000006,56
C626PAN,-0.5851624,-0.36348134,-1
ACCOC3H6O2,-1.9038905,0.41915143,-1
C1012CO,-30.102428000000003,5.9982524,-1
EPXMEDLPAN,-0.6057854,-0.34615799999999997,-1
C6PAN9,-0.6198345999999999,-0.31379423,-1
C615PAN,-0.62232304,-0.34250072,-1
DFC,-0.5876634,-3.3086385999999997,42
C816PAN,-0.6141846,-0.30697146,0
COO2C3PAN,-0.64195305,-0.31118086,1
C6PAN17,-0.7437144,-0.11523845,22
C1013PAN,-0.51959246,-3.24494,-1
C9PAN2,-0.5058768,-0.42063907,-1
MACRNPAN,-0.61688787,-0.30601028,0
IPROMCPAN,-0.736913,-0.15990543,22
CHOC4PAN,-0.56531703,-0.36732346,-1
H3C2C4PAN,-0.6366504,-0.33618334,-1
PRCOOMPAN,-0.5306072,-0.36014068,-1
EPXDLPAN,-0.63378745,-0.31660409999999994,1
MPAN,-0.68028253,-0.23868057,-1
C6PAN10,-0.7505477,-0.093798146,20
ETBECPAN,-0.7656518,-0.06544268,20
C6PAN6,-0.7398694,-0.1266075,22
C6PAN3,-0.7607413000000001,-0.06879879,20
C7DCPAN,-0.6325748999999999,-0.33255717,2
C515PAN,-0.57603,-0.36472446,-1
CLETPAN,-0.78260964,-0.09729662,20
A2PAN,-0.5941102,-0.37428176,5
C4DBM2PAN,-0.65494984,-0.280927,3
C6PAN7,-0.6587363,-0.30269325,-1
C830PAN,-0.42811579999999994,-0.45214286,-1
IC7DCPAN,-0.6314419,-0.33941063,-1
IEAPAN,-0.6194630999999999,-0.3206961,2
C61CHO,-0.6140993,-0.4279661,-1
H3M3C4CO3,-0.6968074000000001,-0.28093892,-1
C1210CO3,-0.60355884,-3.0178804,41
CONM2CHO,-0.73701936,-0.3977071,-1
C137PAN,-0.49265656,-0.43221927,-1
C823PAN,-0.49521652,-0.43613645,-1
C1211PAN,-0.49843640000000006,-0.44329834,-1
ETBEAPAN,-0.74169195,-0.09207752,20
C828PAN,-0.64732265,-0.28093022,3
C732PAN,-0.504782,-0.41489252,-1
C1013CO3,-0.9437812,-6.003009,51
C817CO,-1.0979987,-7.0768895,-1
IECPAN,-0.61268204,-0.3305094,-1
ACCOETO2,-1.7107375,0.321368,-1
C126O2,-0.8076696999999999,-5.4811263,-1
MACRO2,-0.72297794,-0.41681916,-1
C3COCPAN,-0.6329315,-0.3223612,1
EMPHO2,-0.7690625,-0.27432197,-1
DMPHOOH,-0.8672504000000001,-5.744656,-1
C5PAN6,-0.7368423000000001,-0.12970865,22
MTBEBPAN,-0.70073766,-0.17278665,22
C811PAN,-0.7483515000000001,-0.0955755,20
INDHPPAN,-0.6337461,-0.33295217,2
C519O2,-0.6738104,-0.40767246,6
NC91PAN,-0.6286851999999999,-0.30940837,1
INANCOPAN,-0.6318861,-0.31104895,1
C4PAN1,-0.64764327,-0.33054495,-1
ACO3,-0.6672321999999999,-0.4683934,-1
TBUACPAN,-0.75173825,-0.07875765,20
C6CODIAL,-0.69901425,-4.0360107,45
HO2NO2,-0.6106782,-0.23761304,-1
H1C23C4PAN,-0.6041514,-0.34212909999999996,-1
HMVKBPAN,-0.61555123,-0.3240986,2
C86O2,-0.8900068000000001,-6.0133386,-1
M3BU3EPAN,-0.6213597,-0.31331864,-1
MACRNCO3,-0.70297396,-0.5450156999999999,-1
MSA,-2.1125293,0.30541494,-1
C921O2,-2.1518848,0.47552970000000006,-1
C4PAN10,-0.6292087,-0.32062793,1
C522PAN,-0.6030435000000001,-0.35941258,5
C5CO2DBPAN,-0.6510135,-0.27892804,3
PROL1MPAN,-0.66800874,-0.26841745,-1
HMVKAO2,-0.6993381999999999,-0.48326959999999997,-1
C8CO2DBPAN,-0.64964086,-0.31694022,-1
C136CO3,-0.5762451,-2.788056,41
C729PAN,-0.5754153000000001,-0.35518828,-1
C89O,-33.738490000000006,6.703492599999999,-1
HO3C3PAN,-0.67119384,-0.28425273,-1
IBUDIALPAN,-0.64101374,-0.30092606,-1
CHCL2PAN,-0.7550258000000001,-0.09489104,20
C624PAN,-0.62912524,-0.31195274,1
C126PAN,-0.44893762,-0.43979508,-1
MACRNBPAN,-0.60471255,-0.33033985,-1
BUT2CHO,-1.3761805,0.19635613,-1
C4OH2CPAN,-0.63785535,-0.31355959999999994,1
EPXMDLPAN,-0.63511646,-0.31266543,1
C5PAN3,-0.7286489,-0.1408017,22
CHOC2H4O,-5.7205205,-36.242195,58
C922O2,-1.9974300999999999,0.43762797,38
C55O2,-0.6176781,-0.5025909000000001,16
C4COMOHPAN,-0.6311653,-0.32204026,1
C46PAN,-0.639466,-0.31577381,1
C5PAN13,-0.6652547,-0.25564182,-1
C615CO3,-0.5834909,-0.6387027,-1
BOX2MO2,-0.6608411999999999,-3.929703,45
C108O2,-2.1507560000000003,0.42745247,-1
C4PAN2,-0.62392503,-0.33500472,2
C918PAN,-0.6234555,-0.33119795,2
C4OHPAN,-0.64679813,-0.30973540000000005,-1
C4MCO2OOH,-0.8209968000000001,-0.32951573,-1
PERBUACID,-1.8536781999999998,0.17037359,-1
C6PAN23,-0.6487604,-0.2928553,-1
C3M3OH2PAN,-0.6454573,-0.30156508,-1
ACRPAN,-0.6497081,-0.3144887,-1
C141CO,-0.50305146,-0.6105413000000001,18
C4PAN8,-0.6255495,-0.3214401,1
C5PAN10,-0.6590501,-0.25090215,-1
IBUTOLCO2,-1.3864946000000002,0.20816942,31
MTBEACHOO2,-2.004902,0.38266233,38
C7CO2DBPAN,-0.66689014,-0.26170123,-1
INDHPAN,-0.6274232,-0.32308918,1
C7CODBPAN,-0.6931687,-0.257038,-1
MMALANHYO,-0.7591949,-5.2702184,-1
C3MCOCO2H,-0.6200137,-0.4068547,9
C5PAN12,-0.664616,-0.24640135,-1
CH3SO4NO2,-0.65855664,-0.24457861,-1
HOC2H4CO3H,-1.2075356000000002,-0.23368283,-1
C731CO3,-0.58991396,-2.9190183,41
PXYLPAN,-0.52374667,-0.40886423,-1
C62CPAN,-0.6204204000000001,-0.3057551,0
C88PAN,-0.45776594,-0.43119866,-1
TM123BPAN,-0.5312858,-0.39109668,-1
ECO3PAN,-0.65222055,-0.26144662,-1
EPXKTMPAN,-0.65099806,-0.29484767,-1
NC61CO3,-0.5740196,-0.6006698,19
IPRACBPAN,-0.7481209,-0.07512787,20
MXYLPAN,-0.5222405,-0.39930016,-1
C148CO,-5.483664,-34.628723,-1
C61CPAN,-0.6138296999999999,-0.31796929999999995,2
C7PAN1,-0.54194206,-0.38288605,-1
ACETC2PAN,-0.72573674,-0.12259672,22
HC4PAN,-0.6296185000000001,-0.32173809999999997,1
MCATEC1O2,-0.9665265,-6.430214,52
TM124BPAN,-0.5247997,-0.3951458,-1
HOC3H6CHO,-0.61931694,-0.4813264,-1
C822CO3,-0.58472717,-2.8768252999999997,41
C23O3MCPAN,-0.6727534000000001,-0.21495105,-1
C5EDBPAN,-0.66158897,-0.27604508,-1
MOXYCOCHO,-0.90741634,-0.11382136,23
C6PAN18,-0.7391335,-0.08645701,20
T123CAT1O2,-0.9744708000000001,-6.4354153,52
IPCATEC1O2,-0.96514565,-6.47444,52
T124CAT1O2,-0.96396464,-6.4368415,52
OXCATEC1O2,-0.965571,-6.4516497,52
C920PAN,-0.63417107,-0.29772007,-1
C3ME3PAN,-0.6600275999999999,-0.28875807,3
OTCATEC1O2,-0.9628747,-6.4767237,52
C721PAN,-0.7503528,-0.07818757,20
C6PAN19,-0.73236024,-0.108997375,22
PCATEC1O2,-0.95419323,-6.469911,52
PRNO3PAN,-0.64586973,-0.27709463,3
C23O3ECPAN,-0.6777691,-0.20180212,-1
C23O3CPAN,-0.6117914000000001,-0.32644868,2
C6PAN8,-0.6944984000000001,-0.19579333,-1
MTCATEC1O2,-0.9642396000000001,-6.4233165,52
C5PAN1,-0.72412443,-0.14580381,22
C6H5CH2PAN,-0.61880744,-0.3252866,2
C143CO,-0.92959994,0.023271503,-1
C6PAN14,-0.6409476,-0.30482426,-1
CATEC1O2,-0.9663309999999999,-6.4447846,52
CHOOMPAN,-0.6851554,-0.21406612,-1
PXCATEC1O2,-0.96041054,-6.468719999999999,52
C617PAN,-0.60874027,-0.32767957,-1
ECATEC1O2,-0.9658525,-6.4519095,52
C6PAN11,-0.72313553,-0.11590941,22
ETOMEPAN,-0.7426624,-0.08552924,20
H3C25C6PAN,-0.62610555,-0.29400176,-1
HPC52PAN,-0.6149401999999999,-0.31624323,2
MXCATEC1O2,-0.9625968,-6.4515785999999995,52
C5PAN5,-0.7231757,-0.13762142,22
C6PAN4,-0.7213755000000001,-0.10261719,22
CL12PAN,-0.7434888000000001,-0.08158385,20
PTCATEC1O2,-0.96001655,-6.4610987,52
CH3SOO2NO2,-0.6307647,-0.30723056,1
C627PAN,-0.6152125,-0.3240838,2
C6PAN1,-0.72236305,-0.11607686,22
BIACETO,-1.1418758999999998,-0.1857022,-1
MMFO2,-1.094598,-7.7692494000000005,-1
C5PAN4,-0.7385484,-0.13618791,22
BRETPAN,-0.5449904999999999,-0.38191754,-1
EPXDLCO3,-0.6373245,-0.5874611999999999,-1
C519CHO,-0.59606427,-0.5924844,-1
C6PAN5,-0.7337701999999999,-0.10807531,22
C518PAN,-0.585075,-0.35238105,-1
C6PAN2,-0.7172394,-0.14114428,22
C4NO3PAN,-0.6430654,-0.30997428,1
C5CO234O2,-0.7043243,-0.47345823,-1
C6PAN12,-0.71780187,-0.13293879,22
C1H4C5PAN,-0.5662169,-0.34514084,-1
INAHPPAN,-0.61698204,-0.30809677,0
CHOC4O2,-0.72533184,-4.682728,48
EPXMKTPAN,-0.6405848000000001,-0.29678740000000003,-1
INB1NAPAN,-0.6263268,-0.31800404,1
C6PAN16,-0.7090770000000001,-0.176199,22
BOXMPAN,-0.53911275,-0.35874277,-1
C6PAN13,-0.7126451,-0.15094921,22
COO2C4O2,-0.65487874,-3.4565832999999997,43
PRCOFORM,-1.2157427,-7.9675784,-1
C6PAN15,-0.7268879,-0.1591547,22
C5DBCO2PAN,-0.62640935,-0.3240145,1
MC4CODBPAN,-0.63815886,-0.29672816,-1
C3MNO3PAN,-0.640948,-0.31734887,1
CH3COCO3,-0.7013156999999999,-0.42467029999999995,-1
C823CO3,-0.7724738,-4.7398663,-1
C47PAN,-0.6311338000000001,-0.31877685,1
C7DDCPAN,-0.6433894,-0.29737213,-1
C4CHOBO2,-1.4568406,0.15603918,-1
C4CO2DBPAN,-0.6170203000000001,-0.31896840000000004,2
EPXEKTPAN,-0.6500906,-0.21053733,-1
C5DBEPAN,-0.62138206,-0.31151116,-1
DMEBMUPAN,-0.64280057,-0.28262919999999997,3
MEMOXYPAN,-0.71961933,-0.120933585,22
C618PAN,-0.62600553,-0.29155794,-1
C43NO3PAN,-0.6598359,-0.26600087,-1
C65NO3PAN,-0.643041,-0.29505298,-1
C137CO3,-0.7715576,-4.7749267,-1
PBZMUCPAN,-0.6093948,-0.31836212,-1
C917O,-15.961808,3.2211112999999996,-1
MTBEAALPAN,-0.7158858,-0.13525057,22
C1211CO3,-0.7756233,-4.748346,-1
INB1NBPAN,-0.6322413,-0.30780965,1
IC3H7O,-2.0288148,0.30970743,-1
INCNPAN,-0.6159840999999999,-0.31012082,0
TLEMUCPAN,-0.62166345,-0.31192055,-1
C614CO,-0.61805755,-0.5104897,16
PXYMUCPAN,-0.620059,-0.32571775,2
OETLMUCPAN,-0.64394116,-0.28707722,3
INANPAN,-0.62923753,-0.29894438,-1
C732CO3,-0.7710024999999999,-4.7184099999999995,48
C4DBMEPAN,-0.6307069000000001,-0.27489397,-1
DETLMUPAN,-0.6477876,-0.28554347,3
CLOHPAN,-0.6571818,-0.2909732,3
H3C2C4CO3,-0.6148031,-0.55335474,-1
BZEMUCPAN,-0.60548973,-0.3197928,-1
PETLMUCPAN,-0.6133189,-0.31361413,0
MPRBNO3PAN,-0.6590411,-0.24921204,-1
C8DBCO2PAN,-0.62585574,-0.32033345,1
EBZMUCPAN,-0.6162124,-0.30639079999999996,0
METLMUCPAN,-0.6411253,-0.27052787,-1
C822CO2,-0.8331493000000001,-5.3565059999999995,-1
MPRK,-2.1041741000000003,0.38275006,-1
ETACETOH,-1.0646168,0.09269772,-1
C731CO2,-0.83180815,-5.3271737,-1
CHOCOCH2O2,-0.57846326,-0.60455614,19
C1210CO2,-0.8279365,-5.217414,-1
IPBZMUCPAN,-0.60596687,-0.32350716,-1
C136CO2,-0.82910746,-5.3749423,-1
IPMALNHYO2,-0.8938054,-6.4948974,-1
DICLETO,-22.306265,4.489018,57
C7ADCPAN,-0.6503626,-0.28855804,3
INB1HPPAN,-0.6231218000000001,-0.29110584,-1
PMALANHYO2,-0.8880848,-6.490101,-1
EMALANHYO2,-0.8804752,-6.4973426,-1
H3M3C5CHO,-0.6632511,-4.068797,45
C58NO3PAN,-0.6014484,-0.30649240000000005,-1
MXYL1OOH,-0.82233596,-5.6450233,-1
PXYL1OOH,-0.8360620999999999,-5.497658,-1
IBUTALBO2,-0.8150868,-0.35366973,-1
DM124OOH,-0.83943325,-5.6498475,-1
C624CO,-0.749197,-0.42098492,-1
HYETHO2H,-1.6599201000000001,0.00988481,-1
C812O2,-2.3949866,0.5192824,-1
OXYMUCPAN,-0.6488205,-0.2530963,-1
BOXCOCOMO2,-0.61494917,-0.5720864,-1
TM135MUPAN,-0.63349843,-0.268912,-1
CCL3O,-25.813715,5.177043,-1
C116CO,-3.4382398000000003,-22.702856,-1
HO2CO5C6,-1.8914803,0.3440915,37
C721OOH,-1.6493199,0.32409823,36
MXYMUCPAN,-0.6465864,-0.26265788,-1
C143O2,-0.9991514000000001,-0.81901664,-1
DIEKAO2,-1.4591193,0.2239127,-1
MC3CODBPAN,-0.61697286,-0.30578205,0
TM124MUPAN,-0.63478446,-0.25651285,-1
C1215CO,-0.9220344000000001,-5.7657995,-1
C4PAN7,-0.6316556999999999,-0.31492817,1
PXY1O2,-0.9444392,-6.3158894,-1
HO1CO24C5,-0.8212690999999999,-0.21367507,-1
MET1O2,-0.9228086999999999,-6.1843348,-1
OET1O2,-0.9587686,-6.326002,-1
TM123O2,-0.9321957000000001,-6.1774135,-1
IPBENZO2,-0.95040613,-6.2364492,-1
MXY1O2,-0.95106894,-6.349407,-1
CLETO3,-1.2693578,0.16769466,-1
C1013O2,-0.85801506,-5.984465,-1
PET1O2,-0.94257754,-6.26273,-1
PBENZO2,-0.94712996,-6.238773,-1
EBENZO2,-0.93515325,-6.3094525,-1
C144O2,-0.72973305,-4.126077700000001,46
C4PAN9,-0.623549,-0.3067393,0
HMPAN,-0.6248357,-0.30997163,0
CH3SO2O2,-0.8263438,-0.28992122,-1
TM124O2,-0.9444608,-6.322838,-1
C57NO3PAN,-0.60150886,-0.30185425,-1
C5PAN18,-0.6247733,-0.3053274,0
C5CO14CO2,-0.7066696,-0.30366442,-1
C5CO34CO3,-0.6110753000000001,-0.5210180999999999,16
C3DBPAN,-0.6529781,-0.25727108,-1
C522CO3,-0.5713545999999999,-0.8346386999999998,-1
C830O2,-0.8522744000000001,-5.858546700000001,-1
HO5C6O2,-1.0273792,0.07287878,-1
C719O,-1.6925335,0.35996777,36
C732O2,-0.75838727,-5.214677,-1
NC4OHCO3,-0.6042255999999999,-0.5706306999999999,-1
EPXM2DLCO3,-0.6145065,-0.64716387,-1
C9DCO2,-0.8925473,-6.600519,-1
C1211O2,-0.79052746,-5.342993,-1
IPRACBO2,-2.227649,0.47135553,-1
C92O2,-1.8962970000000001,0.41645536,-1
C711O2,-1.7304596999999997,0.3673637,-1
C137O2,-0.78362054,-5.3644742999999995,-1
C823O2,-0.76767045,-5.2345,-1
HO3C3CHO,-0.91497844,-0.09563105,23
H13CO2CHO,-0.61506754,-0.4516067,10
C122O2,-1.9044665,0.413808,-1
C76O2,-1.7275664000000002,0.3694332,-1
C81O2,-1.8206255,0.40267729999999996,-1
C811CO3,-1.2130104,0.11015249,-1
C102O2,-1.9069912,0.41497475,-1
C7DCCO3,-0.61475366,-0.6195255999999999,-1
C112O2,-1.8955234,0.4139678,-1
MIPK,-2.2004137000000004,0.39524814,-1
PROL1MCHO,-0.74469614,-0.30676952,-1
C1010O2,-0.57763696,-2.7066371,-1
C7EDCCO,-0.71946394,-0.27700648,-1
BUTACID,-2.5622191,0.39675125,-1
C5PAN17,-0.6151753000000001,-0.30747506,0
IPRMEETO,-10.647350999999999,2.1802487,-1
NDNCRESO2,-1.0276878,-6.5116153,-1
HOCO3C54O2,-1.6680253,0.36105177,36
C5PAN19,-0.62434614,-0.29913858,-1
C811O2,-1.561725,0.30498922,-1
IC7DCCO3,-0.62535715,-0.58952767,-1
NC102O2,-1.9384521000000001,0.42275596,-1
NORLIMAL,-0.6020903000000001,-3.2289147000000002,42
PRCOOPRONE,-1.6559683,0.27070183,35
C3H6,-0.8733820999999999,-0.13402878,23
INAHPAN,-0.6283388000000001,-0.28276426,-1
C312COCO3,-0.5607312,-2.0120804,40
DNCRESO2,-1.0718943,-6.824167299999999,53
PRONFORM,-2.5350912,0.47349253,-1
MEKCO,-1.7947145,0.2340154,-1
MALDALCO2H,-0.5831794,-0.5381716999999999,-1
MTBEBCO3,-0.89883214,-0.05566147,23
C624O2,-0.59378827,-0.48644257,-1
C4MCONO3O,-0.9005506999999999,-0.20966907,-1
C89CO2,-1.2060821000000002,0.14031604,28
MEKCOOH,-1.8326322,0.24774554,-1
C46CO3,-0.62061703,-0.586545,-1
NDNT123LO2,-0.89896464,-5.6596103,-1
C828O2,-0.7046458000000001,-0.32834312,-1
PEN2ONE1O2,-0.6879554,-0.3499921,-1
CO2HOC61O2,-1.7780881999999998,0.38713422,-1
NDNPXYOLO2,-1.0020975,-6.3138394,-1
HO3CO6C8,-2.1989632,0.44352835,-1
NDNEBNZLO2,-1.0054338,-6.3561945,-1
NDNPETOLO2,-0.98617697,-6.240897,-1
NDNPHENO2,-0.98833376,-6.238373,-1
C131O,-6.490776,-41.0331,58
HO4CO7C9,-1.8965061,0.34554055,37
NDNOXYOLO2,-1.0215020000000001,-6.470935,52
NDNPBNZLO2,-1.0026586,-6.338790400000001,-1
HO7CO10C12,-2.1456697,0.43744338,-1
NDNT124LO2,-0.90583265,-5.6558337,-1
HO5CO8C10,-2.1069,0.4287008,-1
NDNIPBZLO2,-1.0015171999999999,-6.312785,-1
NDNMXYOLO2,-0.98992527,-6.265364599999999,-1
A2PANOO,-0.61660486,-3.544924,44
NDNOETOLO2,-1.0084374,-6.418508999999999,52
HO1CO4C6,-1.4940716,0.24463883,32
C511CO3,-0.67712086,-4.2801375,46
C4MDIAL,-0.62361336,-0.56300306,-1
C827O,-9.807431,1.9890727,-1
NDNMETOLO2,-0.98375064,-6.2485905,-1
HO6CO9C11,-2.146362,0.42573446,-1
C142O,-22.676477,4.576499500000001,57
C62CHO,-0.6334698000000001,-0.42148867,9
MEKBO,-2.2879085999999997,0.34625890000000004,-1
C5124COO2,-0.69000274,-3.9732260000000004,45
C4M2ALOHO2,-0.5102137,-0.8758729,-1
CO235C6O2,-0.64713246,-0.44546944,10
EIPEO,-10.139207,2.0779111,-1
C5OCO3M,-0.7846448,-0.18445368,-1
C830CO3,-0.8181795999999999,-5.2562804000000005,-1
HCOCH2CO3H,-1.0226367,-5.246075,-1
DNOXYOLO2,-1.045695,-6.6526003,53
DNPHENO2,-1.0200154000000001,-6.5372386,-1
DNOETOLO2,-1.0279639,-6.605404400000001,53
DNPBNZLO2,-1.0337352,-6.602015,53
DNT123LO2,-0.9131826,-5.7595790000000004,-1
C128CO,-5.826105999999999,-37.22632,58
MOXCOCH2OH,-0.70406693,-0.21932718,-1
DNPETOLO2,-1.0131677,-6.438451000000001,52
C4MCO2O,-0.8824620999999999,-0.29153806,-1
DNMXYOLO2,-1.0047431999999998,-6.4182115,52
DNMETOLO2,-1.0051823,-6.4272413,52
DNIPBNZLO2,-1.0338040000000002,-6.632078,53
DNT124LO2,-0.9103614,-5.743402,-1
HOCOC4DIAL,-0.6005745,-0.46059462,12
C5DBCOCO2H,-0.6071651,-0.45763993,-1
DNPXYOLO2,-1.0154915999999998,-6.4880843,-1
C118CO,-5.779184,-37.184779999999996,58
DNEBNZLO2,-1.0353827,-6.608208,53
MTBEACHO13,-1.3104491000000003,0.18279310000000001,29
IC3H7OOH,-2.1415431000000003,0.32636628,-1
NOPINCO,-23.976392999999998,4.8012046999999995,57
OTNNCATCO2,-0.9479278,-5.980682,51
C142O2,-2.2950854,0.4714137,-1
C716OH,-1.219906,0.1436509,28
IPNNCATCO2,-0.94455004,-6.004161,51
C930O2,-0.64134526,-3.4114707,43
PNNCATECO2,-0.94526166,-5.9961085,51
OXNNCATCO2,-0.94246954,-5.9451575,51
MXNNCATCO2,-0.9407973,-5.977490400000001,51
PTNNCATCO2,-0.9351306999999999,-5.9596314,51
PXNNCATCO2,-0.9439690000000001,-5.974227,51
MTNNCATCO2,-0.94685465,-5.9756602999999995,51
NNCATECO2,-0.92315435,-5.9101315,-1
T124NNCTO2,-0.85732806,-5.3647084000000005,-1
MNNCATECO2,-0.94157684,-5.990434,51
ENNCATECO2,-0.9414839,-5.985488,51
IPRACBCHO,-1.35686,0.21443927,-1
C5CO23O2,-0.65899193,-0.41545550000000003,6
T123NNCTO2,-0.8606786,-5.344336,-1
NCATECO2,-0.9337163,-5.966178,51
MTNCATECO2,-0.94467574,-6.058438,51
T124NCATO2,-0.8619409,-5.4127274000000005,-1
ENCATECO2,-0.9505171,-6.070676000000001,51
T123NCATO2,-0.8560048000000001,-5.36271,-1
PTNCATECO2,-0.94911546,-6.0396967,51
PXNCATECO2,-0.95614153,-6.0549803,51
OXNCATECO2,-0.94606423,-6.037281500000001,51
OTNCATECO2,-0.94808584,-6.0476623,51
IPNCATECO2,-0.9538931,-6.064921400000001,51
CO24C53OOH,-1.4015639,0.124051735,-1
MNCATECO2,-0.9543110999999999,-6.087078599999999,51
HO2C43CHO,-1.3251175,0.17024909,-1
C1213CO,-5.9858956,-38.02767,58
N2O5,-0.62719804,-0.30157214,-1
PNCATECO2,-0.9470639999999999,-6.058966000000001,51
MXNCATECO2,-0.9479983000000001,-6.045335,51
C1310CO,-6.091449,-38.596992,58
CO123C5CHO,-0.5724275,-0.5495116999999999,-1
HOC2H4CO2H,-1.6143063999999998,-0.08036139,-1
C812O,-22.979746,4.652311,57
CO24C6,-1.9292892,0.33535570000000003,37
H2M2C65O2,-16.469336,3.3591745000000004,-1
C829O,-0.5135567,-0.45353732,-1
HO2CO4C5O2,-1.7744370999999999,0.36989623,-1
H1C23C4O2,-0.6112417,-0.48508948,12
H2M5C65O2,-2.14482,0.4604729,-1
TC4H9OOH,-31.078264,6.1207085,-1
CO23C4NO3,-0.72184736,-0.33350736,11
C1011CO,-1.7260327000000002,0.31836218,-1
HMVKBCO3,-0.6016053000000001,-0.8877364,-1
CHOMOHCO3,-0.65268165,-0.4584179,13
C5CO23CHO,-0.80515313,-0.13308792,-1
HOCH2CH2O,-1.3502306,-0.07665083,-1
C126CO,-2.4068022,-15.978962,-1
DEMPHOH,-1.0514341999999999,-0.46540248,-1
C512O2,-1.1690575,0.12230295,27
TM135BZOL,-1.0286368000000001,-0.49597597,-1
C718O2,-0.5733059,-2.6610055,-1
HO3C4CHO,-1.4129273999999998,0.196946,-1
DMEPHOH,-1.0408667,-0.47923347,-1
C4MCODBCO2,-0.58358854,-0.30589625,-1
MC7CO2O2,-0.6613534000000001,-0.38440599999999997,-1
MCOCOMOX,-1.0322562,-0.009703539,-1
CHOC4OHO2,-0.68041813,-4.3387103,47
NC4DCO2,-0.9205857,-3.5412958,-1
NC4IPDCO2,-1.1724113999999999,-2.1661992000000003,-1
NC4EDCO2,-1.1779003000000001,-2.1420007,-1
NC4PDCO2,-1.1736263999999998,-2.1455882,-1
HOC3H6CO3,-0.7113626000000001,-0.29374635,-1
C132OOH,-6.9248285,-43.062065000000004,-1
HOC4CHOO2,-0.73128563,-4.856007,49
C87O2,-0.5415871,-1.2604969,-1
CO23C6,-2.085186,0.35880490000000004,-1
C9DC,-1.4155203,-9.367650999999999,55
DMEPHOLO,-0.5663008,-0.5288534,-1
MEKAO,-1.9949477,0.30703855,-1
C513CO,-0.665464,-0.40238029999999997,6
DEMPHOLO,-0.574693,-0.50394243,-1
TM135OLO,-0.53896886,-0.51874155,-1
MGLOOB,-0.79292065,-0.26056087,-1
EMALANHYO,-1.075037,-7.470434,54
C5MDICARB,-0.6543730999999999,-0.4197933,6
