Description: Optional,Do not write time more than once. ,,
,,,
Index,Species,Constrain,Edw14
2070,CO1C6O2,0,1.47E-15
2071,CHOC4DOLO2,0,1.09E-17
2072,BUT2OLO,0,3.43E-13
2073,HO3C6O2,0,1.19E-15
2074,NTMB1FUO2,0,2.06E-17
2075,C23O3ECHO,0,2.69E-11
2076,H1MC5O2,0,7.96E-16
2077,MIPKBOH,0,1.23E-15
2078,C7MCO3OHO2,0,7.51E-22
2079,C23O3MCHO,0,2.49E-11
2080,HO2C5O2,0,1.89E-15
2081,H2MC5O2,0,1.58E-15
2082,CO2C4CHO,0,8.63E-12
2083,C7DDCO2,0,4.00E-18
2084,C7ADCO2,0,4.19E-20
2085,C23O3CCHO,0,1.89E-11
2086,C8CO3OHO2,0,1.12E-21
2087,C8CO2OHCO3,0,1.26E-24
2088,IBUTDIAL,0,4.35E-13
2089,CLETAL,0,6.52E-13
2090,HEX3ONE,0,8.36E-11
2091,CO2HOC61O2,0,2.10E-18
2092,HM33C4O2,0,9.99E-18
2093,C7CO4EDB,0,2.48E-14
2094,C611O2,0,2.36E-18
2095,STYRENO2,0,0.00E+00
2096,NMXYOL1O2,0,3.86E-16
2097,TM135BPRO2,0,8.01E-16
2098,DM124O2,0,1.22E-19
2099,EBENZO2,0,1.57E-17
2100,C6H5CH2O2,0,2.64E-16
2101,MXYBIPERO2,0,2.64E-15
2102,MXYBIPERO,0,2.03E-23
2103,MXYOLO,0,7.73E-25
2104,C7CO2OHCO3,0,6.13E-20
2105,C5CO14CO2,0,1.65E-24
2106,OXCATEC1O2,0,1.53E-18
2107,DETLPOXMUC,0,4.34E-13
2108,NMETOL1O2,0,2.61E-17
2109,MXYEPOXMUC,0,7.10E-12
2110,NPHEN1O2,0,1.33E-16
2111,T123CAT1O2,0,9.87E-20
2112,NT124L1O2,0,9.98E-18
2113,C7DCCO2,0,2.59E-27
2114,PHCOETO2,0,3.67E-20
2115,PHCOCOCO2,0,9.02E-24
2116,TM124OXMUC,0,8.42E-13
2117,MGLOOB,0,2.34E-23
2118,OTCATEC1O2,0,7.87E-20
2119,ECATEC1O2,0,7.69E-19
2120,DMPHO2,0,1.11E-19
2121,OXYBIPERO2,0,3.25E-16
2122,MTCATEC1O2,0,3.93E-19
2123,NOETOL1O2,0,2.66E-18
2124,OETLBIPRO2,0,1.29E-17
2125,OET1O2,0,6.52E-19
2126,NPBNZ1O2,0,2.37E-18
2127,PHIC3O2,0,1.96E-18
2128,MCATEC1O2,0,1.29E-17
2129,TM124O2,0,3.66E-18
2130,C6DIALOH,0,3.83E-11
2131,T124CAT1O2,0,1.02E-19
2132,MET1O2,0,7.53E-18
2133,NOXYOL1O2,0,6.01E-17
2134,CATEC1O2,0,4.90E-18
2135,PBENZO2,0,1.14E-18
2136,IPBENZO2,0,1.01E-18
2137,NIPBNZ1O2,0,2.09E-18
2138,EBENZOLO,0,8.15E-26
2139,C7OHCO2CO3,0,2.43E-21
2140,C6DCRBBOH,0,1.41E-12
2141,NT123L1O2,0,3.43E-18
2142,NMXYQO2,0,4.64E-16
2143,PCATEC1O2,0,6.00E-20
2144,C6DCARBBO,0,7.45E-26
2145,TM123O2,0,1.27E-18
2146,TM135OXMUC,0,1.42E-13
2147,DMPHCOMO2,0,1.72E-18
2148,NCRES1O2,0,6.62E-16
2149,NPEBQO2,0,3.43E-17
2150,NEBNZ1O2,0,3.19E-17
2151,IPCATEC1O2,0,5.27E-20
2152,HM22C3O2,0,8.63E-20
2153,CH2CLO2,0,1.35E-19
2154,MXCATEC1O2,0,5.98E-18
2155,MXY1O2,0,1.52E-16
2156,EMPHO2,0,4.01E-20
2157,EMPHCO3,0,1.86E-20
2158,EMPOHNO2O2,0,1.60E-20
2159,NIPRBQO2,0,2.26E-18
2160,DMEBPOXMUC,0,8.21E-13
2161,PHCOMEO2,0,4.40E-20
2162,PBZPOXMUC,0,9.68E-15
2163,IPBZPOXMUC,0,8.59E-15
2164,EBZPOXMUC,0,1.33E-13
2165,METLPOXMUC,0,3.64E-13
2166,METLMUCCO3,0,6.10E-21
2167,C53O2,0,1.17E-17
2168,CHOC3DIOL,0,1.09E-11
2169,C7DCO2,0,2.46E-20
2170,EMPOHNO2O,0,1.43E-28
2171,ETHENO3O2,0,6.48E-17
2172,C6H5CH2CO3,0,2.41E-20
2173,C41O2,0,1.16E-27
2174,PROL11MO2,0,4.44E-23
2175,BUTDBO2,0,5.05E-26
2176,MPRKAO2,0,2.04E-17
2177,IC7DCO2,0,1.97E-20
2178,C5CO23CHO,0,5.96E-17
2179,H2O2,0,4.14E-11
2180,CO23C54O2,0,1.12E-20
2181,HEXAO2,0,4.41E-16
2182,TM124BPRO2,0,4.46E-16
2183,C62O2,0,7.39E-22
2184,C5CO23O2,0,5.54E-23
2185,TLBIPERO,0,1.94E-23
2186,C52NO31CO,0,2.82E-15
2187,C6TRONOHO2,0,5.53E-24
2188,CO234C65O2,0,9.08E-21
2189,C7DDCCO2H,0,9.34E-13
2190,ME2BU2OLO2,0,1.57E-22
2191,C5CO234O2,0,1.46E-21
2192,IBUTALOH,0,2.32E-17
2193,TM124BCO3,0,5.62E-20
2194,HEX3ONBO2,0,1.21E-17
2195,IC4H9O2,0,1.90E-15
2196,C6CO34O2,0,7.17E-22
2197,TMBCO3,0,5.07E-20
2198,MXYOHNO2O2,0,6.15E-20
2199,M3PECO2,0,7.68E-15
2200,DIEKAO2,0,2.75E-17
2201,NCRESO2,0,6.35E-16
2202,DETLBIPRO2,0,2.47E-16
2203,C7CODBCO3,0,2.57E-22
2204,CO24C6O2,0,4.39E-20
2205,C6O4KETO2,0,1.38E-23
2206,C612O2,0,1.91E-19
2207,OETLBIPRO,0,9.73E-26
2208,CHOPRNO3,0,8.08E-14
2209,C6COCHOO2,0,2.43E-18
2210,IBUTALCO2,0,1.51E-17
2211,C4CO2O2,0,6.30E-21
2212,NBZQO2,0,4.12E-17
2213,MCATECHOL,0,9.17E-18
2214,C74O2,0,8.08E-22
2215,C7CO2DBCO3,0,3.10E-23
2216,C73O2,0,2.11E-21
2217,PROL1MCHO,0,5.66E-21
2218,MTNNCATCO2,0,1.92E-16
2219,HC3CCHO,0,6.36E-24
2220,C5CO3OH,0,1.60E-13
2221,H13CO2CO3,0,2.79E-32
2222,OTNNCATCO2,0,3.69E-17
2223,C4COMOHCO3,0,1.89E-25
2224,IBUTOLCO2,0,2.19E-20
2225,HO13C3CO3,0,1.50E-21
2226,C4OHCO3,0,5.34E-23
2227,MXYL1O2,0,3.96E-19
2228,PEN2ONE1O2,0,2.36E-21
2229,DNOXYOLO2,0,7.73E-22
2230,H2M2C3CHO,0,4.67E-19
2231,CHOC2H4O2,0,2.80E-18
2232,HM33C3CHO,0,4.76E-13
2233,C8OHCO2CO3,0,3.41E-22
2234,MXNCATECO2,0,1.09E-18
2235,C5CO2OHCO3,0,2.10E-21
2236,MNCATECO2,0,2.01E-18
2237,ENNCATECO2,0,3.13E-16
2238,C45IC5CHO,0,8.14E-19
2239,MTNCATECO2,0,7.24E-20
2240,PNNCATECO2,0,2.36E-17
2241,T124NNCTO2,0,5.12E-17
2242,C4CO2DBCO3,0,4.31E-23
2243,MC3CODBCO2,0,5.43E-26
2244,NCATECO2,0,1.01E-18
2245,EPXMEDLCO3,0,9.85E-21
2246,T123NCATO2,0,1.86E-20
2247,ENCATECO2,0,1.18E-19
2248,C5M2OHOCO3,0,2.20E-20
2249,C3M3OH2CO3,0,4.23E-25
2250,MXNNCATCO2,0,2.90E-15
2251,NNCATECO2,0,2.72E-15
2252,OTNCATECO2,0,1.39E-20
2253,ECOCO2H,0,6.53E-13
2254,C3EDIALO2,0,2.90E-18
2255,DNIPBNZLO2,0,2.28E-23
2256,DNPHENO2,0,8.65E-22
2257,MC7CO2O2,0,1.37E-20
2258,DNMXYOLO2,0,5.00E-21
2259,CHOC4O2,0,6.75E-19
2260,HO3C3CO3,0,2.62E-21
2261,DNT124LO2,0,1.28E-22
2262,CO45C5CHO,0,6.65E-17
2263,C42CO3,0,1.35E-21
2264,DNOETOLO2,0,3.40E-23
2265,DNMETOLO2,0,3.40E-22
2266,PNCATECO2,0,8.91E-21
2267,IPNNCATCO2,0,2.07E-17
2268,HO2C4CHO,0,2.75E-11
2269,OXNCATECO2,0,2.73E-19
2270,HO2CO5C6,0,1.07E-10
2271,H13C43CO3,0,1.56E-28
2272,T123NNCTO2,0,4.93E-17
2273,DNCRESO2,0,8.14E-21
2274,DNT123LO2,0,4.41E-23
2275,DNEBNZLO2,0,3.49E-22
2276,CO2OH3MCO3,0,1.56E-21
2277,T124NCATO2,0,1.93E-20
2278,C6CO2OHCO3,0,4.21E-20
2279,C5DBECO3,0,7.49E-23
2280,MNNCATECO2,0,5.32E-15
2281,C3DIOLO2,0,2.81E-20
2282,DNPBNZLO2,0,2.60E-23
2283,OXNNCATCO2,0,7.22E-16
2284,IPNCATECO2,0,7.83E-21
2285,OXYOLO,0,8.11E-26
2286,NOXYQO2,0,3.50E-17
2287,MC4CODBCO2,0,6.92E-26
2288,HCOCO3H,0,8.97E-15
2289,NC5MDCO2H,0,2.41E-13
2290,TM124OLO,0,1.88E-26
2291,NTM124QO2,0,2.41E-17
2292,C7MOHCOCO3,0,3.25E-21
2293,DMKCOOH,0,1.07E-14
2294,C4DBM2CO3,0,8.05E-23
2295,C4M2ALOHO2,0,2.24E-18
2296,C6HO1CO3O2,0,8.57E-18
2297,DMEBMUCO2,0,9.94E-18
2298,C8DBCO2CO3,0,2.03E-24
2299,M2BKAO2,0,1.16E-16
2300,MVKOHBO2,0,1.12E-28
2301,ACO3B,0,6.89E-19
2302,M22C43O2,0,7.53E-17
2303,PBZMUCO,0,2.25E-28
2304,STYRENE,0,0.00E+00
2305,BZEPOXMUC,0,1.75E-13
2306,PHENOL,0,1.70E-12
2307,MALDALCO2H,0,1.99E-12
2308,C56O2,0,1.81E-18
2309,TM123BCO3,0,1.93E-20
2310,DM123O2,0,1.62E-17
2311,ME2BUOLO2,0,3.63E-21
2312,MIPKAO2,0,4.12E-17
2313,HO13C4O2,0,2.54E-18
2314,BZBIPERO2,0,1.55E-16
2315,HEX2ONCO2,0,4.51E-19
2316,MC5CO2OHO2,0,1.09E-18
2317,NPPRBQO2,0,2.57E-18
2318,IPBZMUCO,0,5.53E-28
2319,DETLMUCO2,0,5.41E-18
2320,C6CO243OH,0,3.21E-12
2321,HEX3ONCO2,0,9.39E-18
2322,C7ADCCO2,0,4.52E-27
2323,HOCO3C54O2,0,2.72E-17
2324,OXYLCO3,0,4.04E-20
2325,OXYL1O2,0,2.25E-16
2326,C68O2,0,4.21E-17
2327,MALDIALO2,0,1.94E-18
2328,C5H11CHO,0,1.67E-13
2329,MXYLCO3,0,1.81E-19
2330,MTCATEC1O,0,6.28E-21
2331,PBENZO,0,5.64E-20
2332,NDNMETOLO2,0,1.89E-19
2333,NDNCRESO2,0,4.52E-18
2334,NDNEBNZLO2,0,1.94E-19
2335,EMALANHYO2,0,9.93E-22
2336,IPCATEC1O,0,8.97E-22
2337,NDNMXYOLO2,0,2.78E-18
2338,OXY1O,0,7.94E-19
2339,CHOCOCH2O2,0,4.61E-19
2340,C5H11CO3,0,1.38E-20
2341,C8CO2DBCO3,0,2.32E-24
2342,HM22C3CO3,0,4.04E-20
2343,HM22CHO,0,7.89E-14
2344,MET1O,0,3.72E-19
2345,NOXYFUO2,0,2.26E-16
2346,ECATEC1O,0,1.32E-20
2347,ECO3CO3,0,5.42E-23
2348,CHOC2CO3,0,1.15E-18
2349,TM124O,0,1.82E-19
2350,NC3CO3,0,1.93E-30
2351,C5DIALO2,0,2.40E-20
2352,PCATEC1O,0,1.02E-21
2353,EBENZO,0,7.80E-19
2354,TMB2FUO2,0,6.88E-19
2355,CH3COCO3,0,2.93E-25
2356,NMGLYOX,0,1.13E-16
2357,NDNOETOLO2,0,1.89E-20
2358,C5MEJCO3,0,4.06E-22
2359,C4NO3CO3,0,5.27E-23
2360,HOIBUTCO3,0,9.54E-21
2361,IPMALNHYO2,0,6.63E-23
2362,CATEC1O,0,2.39E-19
2363,NC4MDCO2H,0,2.16E-11
2364,NTMB2FUO2,0,7.61E-17
2365,MC6OTKETO2,0,1.38E-17
2366,CO24C4CHO,0,7.08E-15
2367,C726CO5O2,0,8.85E-19
2368,MXCATEC1O,0,9.66E-20
2369,OXCATEC1O,0,2.47E-20
2370,C61CO3,0,1.09E-22
2371,PMALANHYO2,0,7.54E-23
2372,TMB1FUONE,0,3.82E-14
2373,M3C4CO3,0,3.86E-20
2374,HC3CO3,0,2.27E-29
2375,M22C3CO3,0,1.17E-22
2376,C5CO2DBCO3,0,1.65E-21
2377,C33CO,0,4.47E-13
2378,MXY1O,0,7.59E-18
2379,ACCOMECO3,0,4.28E-18
2380,OTCATEC1O,0,1.26E-21
2381,NDNIPBZLO2,0,1.27E-20
2382,TM123O,0,6.33E-20
2383,CO25C6O2,0,1.63E-17
2384,IPBENZO,0,5.00E-20
2385,CO23C65O2,0,9.39E-22
2386,OET1O,0,3.18E-20
2387,OXYFUO2,0,1.88E-18
2388,CHOCL,0,7.80E-13
2389,PRNO3CO3,0,7.23E-22
2390,NDNPHENO2,0,2.35E-19
2391,C615CO2O2,0,1.49E-19
2392,NDNPBNZLO2,0,1.44E-20
2393,C62CO3,0,1.42E-24
2394,NDNOXYOLO2,0,4.29E-19
2395,HC3CCO3,0,5.75E-31
2396,TBUTCHO,0,2.23E-15
2397,MCOCOMOXO2,0,9.78E-16
2398,CHOMOHCO3,0,1.53E-23
2399,C5MCO2OHO2,0,5.99E-18
2400,EPXMC4DIAL,0,9.66E-12
2401,EPXM2C4DAL,0,2.53E-12
2402,C5134CO2OH,0,8.94E-14
2403,PROL1MCO3,0,3.69E-28
2404,CO3H4CHO,0,1.53E-13
2405,HOC3H6CHO,0,3.94E-11
2406,PHENO,0,1.65E-26
2407,PRONO3BO2,0,4.40E-16
2408,OETLMUCO2,0,1.31E-19
2409,EPXMEC4DAL,0,5.26E-14
2410,HNMVKO2,0,4.08E-28
2411,CO25C74O2,0,1.34E-17
2412,C6DIALO2,0,3.32E-18
2413,C72O2,0,1.03E-16
2414,PE1ENEAO2,0,8.50E-18
2415,GLYOOA,0,4.52E-24
2416,HEX2ONAO2,0,2.62E-18
2417,C43NO34O2,0,3.74E-21
2418,HO13C5O2,0,2.13E-18
2419,HEX3ONAO2,0,5.44E-17
2420,C51NO32O2,0,6.96E-18
2421,CO25C73O2,0,1.34E-17
2422,BU1ENO3O2,0,6.96E-21
2423,MVKOHAO2,0,4.78E-29
2424,BUTDCO2,0,1.04E-26
2425,TM135MUCO2,0,1.69E-18
2426,EPXMALKT,0,5.18E-12
2427,PE2ENEBO2,0,3.68E-21
2428,HEPTO2,0,4.48E-15
2429,PBENZOLO,0,5.90E-27
2430,C3H7CHOO,0,9.37E-19
2431,C5CO34CO3,0,2.55E-23
2432,H2M3C4CO3,0,2.69E-18
2433,NOXYOL1O,0,3.07E-18
2434,PBZMUCCO3,0,1.62E-21
2435,C4H9CO3,0,1.39E-20
2436,PROPALO2,0,2.66E-19
2437,C3COCCO3,0,1.08E-21
2438,HMGLOO,0,5.26E-30
2439,C6OTKETO2,0,4.06E-17
2440,BUTALAO2,0,1.53E-16
2441,TLEMUCCO3,0,6.96E-20
2442,NBUTOLAO2,0,1.71E-20
2443,C5124COCO3,0,5.72E-20
2444,IPBFUONE,0,9.03E-14
2445,ACROO,0,7.87E-28
2446,CO14O3CHO,0,1.08E-11
2447,ACO3,0,6.99E-19
2448,H13CO2CHO,0,6.08E-25
2449,IPBZMUCCO3,0,5.76E-22
2450,NDNT123LO2,0,2.45E-20
2451,CH3COCO2H,0,9.03E-12
2452,C5CODBCO2H,0,3.36E-12
2453,C4ECO2O2,0,7.84E-20
2454,NMETOL1O,0,1.33E-18
2455,GAOO,0,1.90E-28
2456,EPXEKTCO3,0,1.91E-19
2457,C7BDCO2,0,2.42E-18
2458,HOBUT2CO3,0,1.62E-18
2459,EPXMKTCO3,0,4.64E-19
2460,C61O2,0,7.68E-17
2461,PBFUONE,0,1.07E-13
2462,HO3C5CHO,0,1.21E-11
2463,BUT2CO3,0,1.83E-18
2464,DMEBMUCO3,0,6.56E-20
2465,CO23C4CHO,0,8.38E-17
2466,C815CO2O2,0,3.47E-21
2467,NDNT124LO2,0,7.14E-20
2468,DETLMUCO3,0,3.50E-20
2469,C4CHOAO2,0,6.53E-18
2470,TLFUONOO,0,2.87E-18
2471,IC4CHOAO2,0,5.51E-18
2472,C6H5CO3,0,4.53E-19
2473,OETLMUCCO3,0,3.08E-21
2474,C715CO2O2,0,1.76E-20
2475,T123CAT1O,0,1.60E-21
2476,C7M15CO2O2,0,1.23E-21
2477,NAOO,0,4.19E-29
2478,CO2M3C4CO3,0,7.14E-19
2479,CH2CLCH2O2,0,2.48E-20
2480,T124CAT1O,0,1.66E-21
2481,C6H5O2,0,1.15E-15
2482,NOETOL1O,0,1.36E-19
2483,CH3CHOO,0,5.33E-17
2484,C2H5CHOO,0,5.97E-22
2485,NMXYOL1O,0,1.97E-17
2486,BZFUONOO,0,1.09E-18
2487,BZEMUCCO3,0,1.13E-20
2488,BZEMUCO2,0,1.08E-18
2489,C32OH13CO,0,6.18E-14
2490,CO2C54O2,0,9.17E-17
2491,MTBKO2,0,6.53E-19
2492,BUTALO2,0,2.01E-17
2493,OXYMUCO2,0,1.99E-18
2494,HO2M2C4O2,0,2.23E-23
2495,TM123MUCO2,0,5.28E-18
2496,HO1CO3C4O2,0,2.91E-17
2497,TM124NO2O2,0,5.02E-20
2498,C3COCCHO,0,6.43E-15
2499,TLEMUCO2,0,8.13E-18
2500,DMKOHO2,0,1.30E-17
2501,M2BUOL2O2,0,5.01E-21
2502,C69O2,0,2.66E-17
2503,C63O2,0,5.72E-17
2504,CO1H63O2,0,1.35E-15
2505,C42O2,0,2.31E-28
2506,IPEBO2,0,3.64E-15
2507,C610O2,0,8.78E-17
2508,PRONO3AO2,0,2.37E-16
2509,PE1ENEBO2,0,1.27E-18
2510,M3PEAO2,0,8.73E-16
2511,CO356OCO2,0,1.16E-19
2512,HO2C43CHO,0,3.49E-12
2513,CHOC3COO2,0,1.08E-18
2514,C3MDIALO2,0,3.70E-17
2515,MXYMUCO2,0,6.22E-17
2516,EPXDLCO3,0,5.76E-19
2517,C312COCO3,0,2.12E-19
2518,OETOLO,0,3.27E-27
2519,C4DBMECO3,0,5.41E-24
2520,CH3CHOHCO3,0,1.30E-20
2521,CO3C4NO3O2,0,5.80E-25
2522,TOL1O,0,1.11E-17
2523,C4OHCHO,0,7.24E-16
2524,MCATEC1O,0,2.15E-19
2525,EPXM2DLCO3,0,4.39E-19
2526,EPXMDLCO3,0,1.46E-18
2527,C23O3MO2,0,1.21E-15
2528,HCOCO2H,0,1.67E-11
2529,NPBNZ1O,0,1.21E-19
2530,NIPBNZ1O,0,1.07E-19
2531,NEBNZ1O,0,1.63E-18
2532,METOLO,0,3.80E-26
2533,C6EO2OHCO3,0,4.08E-21
2534,C5CO14OH,0,2.18E-11
2535,C3MCODBCO3,0,1.24E-18
2536,PBZMUCO2,0,3.14E-20
2537,C5O45OHCO3,0,2.52E-22
2538,OXYMUCCO3,0,7.88E-20
2539,M33C4O2,0,3.29E-17
2540,C6CO3OH5O2,0,4.34E-17
2541,C23O3CCO3,0,9.99E-19
2542,TM124MUCO2,0,7.24E-18
2543,C5DICARBO2,0,1.22E-17
2544,C6DICARBO2,0,6.57E-19
2545,C6134CO2OH,0,4.04E-15
2546,M33C3CO3,0,5.66E-20
2547,C51O2,0,9.53E-17
2548,NT124L1O,0,5.10E-19
2549,C61CHO,0,4.92E-16
2550,IPBZMUCO2,0,7.72E-20
2551,C4MOHOCO3,0,6.24E-22
2552,C9M2CO6O2,0,7.12E-20
2553,IBUDIALCO3,0,1.24E-19
2554,NT123L1O,0,1.75E-19
2555,TM135MUCO3,0,8.17E-21
2556,CYHEXOLAO2,0,3.95E-20
2557,C23O3MCO3,0,1.80E-18
2558,ACCOCOMEO2,0,4.47E-21
2559,EPXEALKT,0,2.09E-12
2560,MEBFUONE,0,2.36E-11
2561,C62CHO,0,7.19E-18
2562,ACETOL,0,4.59E-13
2563,HM22C3CHO,0,3.98E-13
2564,EBZMUCO2,0,1.21E-18
2565,EPXC4DIAL,0,4.32E-12
2566,C3DIALO2,0,5.87E-18
2567,HEX2ONBO2,0,5.94E-19
2568,EBZMUCCO3,0,8.23E-21
2569,CO24C63O2,0,4.04E-19
2570,CO234C6,0,4.61E-14
2571,MEKAOH,0,1.02E-11
2572,C5COCHOO2,0,1.00E-17
2573,CO24C53O2,0,1.07E-18
2574,HO3C5CO3,0,1.06E-18
2575,NCRES1O,0,3.38E-17
2576,HOIPRCHO,0,2.14E-12
2577,PHCHOO,0,0.00E+00
2578,TBUTCO3,0,2.07E-22
2579,A2PANOO,0,6.73E-25
2580,NPHEN1O,0,6.78E-18
2581,CO2C4CO3,0,6.86E-19
2582,HOC2H4CHO,0,2.22E-11
2583,HO2C4CO3,0,2.93E-18
2584,CLETO3,0,9.47E-20
2585,H2M2C3CO3,0,3.18E-26
2586,EPXKTMCO3,0,4.28E-20
2587,HO3C4CO3,0,1.54E-19
2588,CO23C4CO3,0,4.17E-23
2589,MGLYOO,0,9.90E-19
2590,MEK2OO,0,2.98E-19
2591,C5NO3COAO2,0,3.65E-21
2592,METLMUCO2,0,3.22E-18
2593,CO3H4CO3,0,3.82E-20
2594,C52NO31O2,0,3.74E-18
2595,C5OH2CO4O2,0,9.39E-21
2596,HO2CO4C5O2,0,7.92E-17
2597,PECO2,0,3.22E-15
2598,TLBIPERO2,0,2.45E-15
2599,CY6DIONO2,0,2.01E-16
2600,C7ADCCO3,0,9.13E-21
2601,C826CO3O2,0,2.97E-18
2602,EBFUONE,0,2.52E-12
2603,MXYFUONE,0,2.20E-11
2604,MC6CO2O2,0,3.11E-19
2605,HOCH2COCHO,0,1.36E-16
2606,C7CO2M5O2,0,2.81E-19
2607,CO2M33CO3,0,4.17E-21
2608,MXYMUCCO3,0,4.14E-19
2609,IPRGLYOX,0,1.00E-13
2610,BIACET,0,2.88E-12
2611,C7M2CO5O2,0,1.65E-20
2612,TLEPOXMUC,0,9.99E-13
2613,C23O3EO2,0,1.30E-15
2614,C7DCCO3,0,1.14E-20
2615,PGLYOX,0,1.12E-13
2616,C6DIAL,0,2.42E-12
2617,HCOCH2CHO,0,5.01E-12
2618,CO2C43CHO,0,1.11E-11
2619,MECOACETO2,0,4.28E-16
2620,MALDIALCO3,0,1.61E-18
2621,CRESO,0,1.16E-24
2622,OCCOHCO2,0,1.76E-19
2623,EPXALMKT,0,5.70E-13
2624,C4MCO2O2,0,7.95E-18
2625,CO235C6,0,6.85E-15
2626,PXYFUONE,0,1.78E-11
2627,CO2H3CHO,0,6.79E-12
2628,HO2C3CHO,0,4.51E-12
2629,TBUTOLO2,0,5.01E-23
2630,CO3C5CO3,0,6.08E-19
2631,C8M2CO6O2,0,1.33E-19
2632,C5CO234,0,4.84E-14
2633,TM124MUCO3,0,5.64E-20
2634,IBUTOLBO2,0,3.99E-20
2635,CHOC4OHO2,0,9.86E-18
2636,TM123BPRO,0,1.34E-24
2637,C6CODIAL,0,1.18E-11
2638,PGLOO,0,5.96E-21
2639,CO3C4CO3,0,1.95E-18
2640,MC4CODBCO3,0,1.42E-19
2641,MMALANHYO2,0,6.81E-18
2642,NBUTOLBO2,0,3.50E-18
2643,MC3CODBCO3,0,8.63E-19
2644,CO23C5,0,5.46E-14
2645,CHOC4CO3,0,2.95E-19
2646,IPGLOO,0,4.03E-21
2647,C7DDCCO3,0,1.57E-18
2648,CHOC3COCO3,0,4.50E-19
2649,OXYBIPERO,0,2.50E-24
2650,BZFUONE,0,2.11E-11
2651,BUT2OLO2,0,1.93E-18
2652,HEX3ONDO2,0,9.38E-18
2653,TM124BPRO,0,3.36E-24
2654,IC7DCCO3,0,9.27E-21
2655,C4MCODBCO3,0,1.67E-18
2656,TLFUONE,0,1.53E-11
2657,C23O3ECO3,0,2.11E-18
2658,NEOPO2,0,2.50E-17
2659,TC4H9O2,0,7.35E-15
2660,M22C4O2,0,1.10E-17
2661,HM33C3O2,0,1.17E-19
2662,HM22CO3,0,1.37E-20
2663,CH3COCH3,0,1.67E-09
2664,HO2C43CO3,0,8.92E-19
2665,CH3CHOHCHO,0,3.23E-13
2666,BENZAL,0,1.20E-11
2667,EGLYOO,0,1.16E-18
2668,C6H5O,0,5.85E-17
2669,C6DCARBBO2,0,2.42E-19
2670,C4H9CHO,0,1.78E-13
2671,C4DBDIKET,0,1.80E-12
2672,MVKOH,0,4.16E-23
2673,NC3CHO,0,1.03E-22
2674,HOC3H6CO3,0,2.04E-18
2675,C5CO14O2,0,3.84E-18
2676,NO3CH2CO3,0,1.41E-22
2677,HO3C4O2,0,3.31E-19
2678,HC3CHO,0,4.68E-22
2679,C4CODIAL,0,2.17E-12
2680,CYHXONAO2,0,7.11E-16
2681,C6COCHOCO3,0,4.41E-18
2682,HCOCH2CO3,0,9.14E-19
2683,C1H4C5CO3,0,4.10E-18
2684,HO1C3O2,0,1.74E-17
2685,ACCOMECHO,0,2.36E-11
2686,MIPKBO2,0,3.90E-17
2687,HCOCOHCO3,0,1.35E-19
2688,CO23C3CHO,0,7.04E-14
2689,C7DICARB,0,5.98E-15
2690,MALANHYO2,0,9.54E-18
2691,IC7DICARB,0,4.78E-15
2692,C5MDICARB,0,1.15E-12
2693,MGLOO,0,3.44E-18
2694,MALDIAL,0,1.48E-12
2695,HO3C3CHO,0,4.10E-14
2696,NO3CH2CHO,0,2.56E-14
2697,IPRHOCO3,0,6.46E-25
2698,HM33C3CO3,0,5.29E-20
2699,CO2H3CO3,0,7.07E-19
2700,MC5DICARB,0,1.43E-13
2701,C4MDIAL,0,1.48E-12
2702,M3PEBO2,0,6.01E-15
2703,H2M3C4CHO,0,2.47E-11
2704,CO2M3C5OH,0,1.02E-10
2705,H2M3C4O2,0,5.77E-18
2706,C41CO3,0,8.70E-19
2707,MEKBO2,0,1.05E-16
2708,SC4H9O2,0,1.27E-14
2709,HOIPRCO3,0,5.43E-19
2710,PEAO2,0,7.67E-16
2711,HO3C4CHO,0,3.66E-13
2712,CO2C3CHO,0,2.17E-11
2713,MEKCO2,0,2.02E-17
2714,HO1CO4C6,0,6.86E-11
2715,GLYOO,0,8.44E-19
2716,C4H6,0,6.41E-21
2717,C6DICARB,0,1.57E-13
2718,C3H7CO3,0,2.87E-18
2719,IPRCO3,0,5.45E-18
2720,C7DDICARB,0,9.53E-13
2721,HCOCO3,0,1.65E-18
2722,C5DICARB,0,2.56E-12
2723,CH3O2,0,3.03E-14
2724,HO3C76O2,0,3.20E-15
2725,CO3C4CHO,0,1.01E-11
2726,BUT1ENE,0,2.35E-15
2727,EGLYOX,0,4.58E-11
2728,HO2C3CO3,0,1.12E-18
2729,PEBO2,0,5.25E-15
2730,HYPROPO2,0,9.55E-16
2731,IPRCHO,0,5.27E-11
2732,CO24C6,0,1.59E-13
2733,HEXBO2,0,3.05E-15
2734,HO2C4O2,0,6.28E-18
2735,NC4H9O2,0,1.84E-15
2736,C2H5CHO,0,1.88E-10
2737,MGLYOX,0,1.26E-10
2738,CO2C5OH,0,1.28E-10
2739,IPEAO2,0,1.07E-15
2740,CO2C3CO3,0,5.96E-18
2741,MEKAO2,0,9.47E-17
2742,IPECO2,0,7.55E-15
2743,HOC2H4CO3,0,3.64E-18
2744,CHEXO2,0,1.83E-14
2745,CH2OO,0,2.36E-16
2746,HOCH2CH2O2,0,2.89E-15
2747,DIEKBO2,0,2.87E-17
2748,IPROPOLO2,0,1.45E-16
2749,HEXCO2,0,3.75E-15
