,name,smiles,inchi
3504,PBZMUCPAN,CCCC(=O)C=CC1OC1C(=O)OON(=O)=O,"InChI=1S/C9H11NO7/c1-2-3-6(11)4-5-7-8(15-7)9(12)16-17-10(13)14/h4-5,7-8H,2-3H2,1H3"
3505,METLMUCOOH,CC1(OC1C(O)C(OO)C(=O)CC)C=O,"InChI=1S/C9H14O6/c1-3-5(11)7(15-13)6(12)8-9(2,4-10)14-8/h4,6-8,12-13H,3H2,1-2H3"
3506,C5CO14O2,CC(=O)C=CC(=O)O[O],"InChI=1S/C5H5O4/c1-4(6)2-3-5(7)9-8/h2-3H,1H3"
3507,BZFUCO,OC1COC(=O)C1=O,"InChI=1S/C4H4O4/c5-2-1-8-4(7)3(2)6/h2,5H,1H2"
3508,C822OH,OCCC(CC=O)C(=C)C,"InChI=1S/C8H14O2/c1-7(2)8(3-5-9)4-6-10/h5,8,10H,1,3-4,6H2,2H3"
3509,HOBUT2CHO,CC(CCO)C=O,"InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h4-6H,2-3H2,1H3"
3510,C822O2,[O]OCCC(CC=O)C(=C)C,"InChI=1S/C8H13O3/c1-7(2)8(3-5-9)4-6-11-10/h5,8H,1,3-4,6H2,2H3"
3511,C719OOH,OOC1(C)C(O)CC(=O)CC1O,"InChI=1S/C7H12O5/c1-7(12-11)5(9)2-4(8)3-6(7)10/h5-6,9-11H,2-3H2,1H3"
3512,NPROACECO2,[O]OCCCOC(=O)C,"InChI=1S/C5H9O4/c1-5(6)8-3-2-4-9-7/h2-4H2,1H3"
3513,C5DBEPAN,CCC(=CC(=O)OON(=O)=O)C(=O)C(=O)C,"InChI=1S/C8H9NO7/c1-3-6(8(12)5(2)10)4-7(11)15-16-9(13)14/h4H,3H2,1-2H3"
3514,C5CO14OH,CC(=O)C=CC(=O)O,"InChI=1S/C5H6O3/c1-4(6)2-3-5(7)8/h2-3H,1H3,(H,7,8)"
3515,M3HEXANO3,CCC(C)CC(C)ON(=O)=O,"InChI=1S/C7H15NO3/c1-4-6(2)5-7(3)11-8(9)10/h6-7H,4-5H2,1-3H3"
3516,INB1NBCO3,[O]OC(=O)C(C)(ON(=O)=O)C(CO)ON(=O)=O,"InChI=1S/C5H7N2O10/c1-5(4(9)16-14,17-7(12)13)3(2-8)15-6(10)11/h3,8H,2H2,1H3"
3517,C730OOH,OCCC(C=O)C(C)(CO)OO,"InChI=1S/C7H14O5/c1-7(5-10,12-11)6(4-9)2-3-8/h4,6,8,10-11H,2-3,5H2,1H3"
3518,TLBIPERO2,[O]OC1C=CC2(C)OOC1C2O,"InChI=1S/C7H9O5/c1-7-3-2-4(10-9)5(6(7)8)11-12-7/h2-6,8H,1H3"
3519,C7CO4EDB,O=CC(=O)C=C(CC)C(=O)C(=O)C,"InChI=1S/C9H10O4/c1-3-7(4-8(12)5-10)9(13)6(2)11/h4-5H,3H2,1-2H3"
3520,PBZMUCCO3,CCCC(=O)C=CC1OC1C(=O)O[O],"InChI=1S/C9H11O5/c1-2-3-6(10)4-5-7-8(13-7)9(11)14-12/h4-5,7-8H,2-3H2,1H3"
3521,IPGLOOB,[O-][O+]CC(=O)C(C)C,"InChI=1S/C5H9O3/c1-4(2)5(6)3-8-7/h4H,3H2,1-2H3"
3522,C31PAN,O=COC=CC(=O)OO[N+](=O)[O-],InChI=1S/C4H3NO7/c6-3-10-2-1-4(7)11-12-5(8)9/h1-3H
3523,C521OH,OCCC(=O)C(=O)CO,"InChI=1S/C5H8O4/c6-2-1-4(8)5(9)3-7/h6-7H,1-3H2"
3524,IBUDIALCO3,CC(C=O)C(=O)O[O],"InChI=1S/C4H5O4/c1-3(2-5)4(6)8-7/h2-3H,1H3"
3525,TM124BCO3,[O]OC(=O)c1ccc(C)c(C)c1,"InChI=1S/C9H9O3/c1-6-3-4-8(5-7(6)2)9(10)12-11/h3-5H,1-2H3"
3526,CO24C53O,CC(=O)C([O])C(=O)C,"InChI=1S/C5H7O3/c1-3(6)5(8)4(2)7/h5H,1-2H3"
3527,BCKAO2,[O]OC1(C)CCC2C(CC2(C)C)C(=O)CCC1O,"InChI=1S/C14H23O4/c1-13(2)8-9-10(13)6-7-14(3,18-17)12(16)5-4-11(9)15/h9-10,12,16H,4-8H2,1-3H3"
3528,NMETLQO2,CCC1=CC(=O)C(ON(=O)=O)C(C)(O[O])C1=O,"InChI=1S/C9H10NO7/c1-3-5-4-6(11)8(16-10(13)14)9(2,17-15)7(5)12/h4,8H,3H2,1-2H3"
3529,ACROOA,[O-][O+]=CC=C,"InChI=1S/C3H4O2/c1-2-3-5-4/h2-3H,1H2"
3530,C8CO2DBPAN,CCCC(=CC(=O)C=O)C(=O)OON(=O)=O,"InChI=1S/C8H9NO7/c1-2-3-6(4-7(11)5-10)8(12)15-16-9(13)14/h4-5H,2-3H2,1H3"
3531,IPMALNHYO2,[O]OC1(C(C)C)C(=O)OC(=O)C1O,"InChI=1S/C7H9O6/c1-3(2)7(13-11)4(8)5(9)12-6(7)10/h3-4,8H,1-2H3"
3532,C726CO5OOH,OOC(C=CC(=O)C)C(=O)C,"InChI=1S/C7H10O4/c1-5(8)3-4-7(11-10)6(2)9/h3-4,7,10H,1-2H3"
3533,C136OH,O=CCCC(=C)C1CC(C)(C)C1CCO,"InChI=1S/C13H22O2/c1-10(5-4-7-14)11-9-13(2,3)12(11)6-8-15/h7,11-12,15H,1,4-6,8-9H2,2-3H3"
3534,IBUTACID,CC(C)C(=O)O,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)"
3535,PXNCATECO,O=N(=O)C12OOC(C)(C2O)C([O])(O)C(=C1C)O,"InChI=1S/C8H10NO8/c1-3-4(10)8(12,13)6(2)5(11)7(3,9(14)15)17-16-6/h5,10-12H,1-2H3"
3536,PXNCATECH,Cc1cc(N(=O)=O)c(C)c(O)c1O,"InChI=1S/C8H9NO4/c1-4-3-6(9(12)13)5(2)8(11)7(4)10/h3,10-11H,1-2H3"
3537,C66NO35CO,CCCCC(=O)CON(=O)=O,"InChI=1S/C6H11NO4/c1-2-3-4-6(8)5-11-7(9)10/h2-5H2,1H3"
3538,TLEPOXMUC,O=CC1OC1C=CC(=O)C,"InChI=1S/C7H8O3/c1-5(9)2-3-6-7(4-8)10-6/h2-4,6-7H,1H3"
3539,C113OH,CCCCCC(O)C(O)CC(=O)CC,"InChI=1S/C11H22O3/c1-3-5-6-7-10(13)11(14)8-9(12)4-2/h10-11,13-14H,3-8H2,1-2H3"
3540,C113O2,CCCCCC(O)C(O[O])CC(=O)CC,"InChI=1S/C11H21O4/c1-3-5-6-7-10(13)11(15-14)8-9(12)4-2/h10-11,13H,3-8H2,1-2H3"
3541,NEBFUOOH,CCC1OC(=O)C(OO)C1ON(=O)=O,"InChI=1S/C6H9NO7/c1-2-3-4(13-7(9)10)5(14-11)6(8)12-3/h3-5,11H,2H2,1H3"
3542,C1014O,O=CCC(C)(C)C([O])CCC(=O)OC,"InChI=1S/C10H17O4/c1-10(2,6-7-11)8(12)4-5-9(13)14-3/h7-8H,4-6H2,1-3H3"
3543,H2M3C4OOH,OOCC(C)C(C)O,"InChI=1S/C5H12O3/c1-4(3-8-7)5(2)6/h4-7H,3H2,1-2H3"
3544,C136O2,[O]OCCC1C(CC1(C)C)C(=C)CCC=O,"InChI=1S/C13H21O3/c1-10(5-4-7-14)11-9-13(2,3)12(11)6-8-16-15/h7,11-12H,1,4-6,8-9H2,2-3H3"
3545,C1210CO3H,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)OO,"InChI=1S/C13H20O5/c1-13(2)8-9(11(15)4-3-7-14)10(13)5-6-12(16)18-17/h7,9-10,17H,3-6,8H2,1-2H3"
3546,LIMALO,O=CCC(CCC(=O)C)C(C)([O])CO,"InChI=1S/C10H17O4/c1-8(13)3-4-9(5-6-11)10(2,14)7-12/h6,9,12H,3-5,7H2,1-2H3"
3547,H2MC5OOH,OOCCC(C)C(C)O,"InChI=1S/C6H14O3/c1-5(6(2)7)3-4-9-8/h5-8H,3-4H2,1-2H3"
3548,MALDALCO2H,O=CC=CC(=O)O,"InChI=1S/C4H4O3/c5-3-1-2-4(6)7/h1-3H,(H,6,7)"
3549,BCKAOO,O=CCCC(=O)C1CC(C)(C)C1CCC(=[O+][O-])C,"InChI=1S/C14H22O4/c1-10(18-17)6-7-12-11(9-14(12,2)3)13(16)5-4-8-15/h8,11-12H,4-7,9H2,1-3H3"
3550,PBENZO,CCCc1ccccc1[O],"InChI=1S/C9H11O/c1-2-5-8-6-3-4-7-9(8)10/h3-4,6-7H,2,5H2,1H3"
3551,BCKAOH,O=C1CCC(O)C(C)(O)CCC2C1CC2(C)C,"InChI=1S/C14H24O3/c1-13(2)8-9-10(13)6-7-14(3,17)12(16)5-4-11(9)15/h9-10,12,16-17H,4-8H2,1-3H3"
3552,NPXYFUOOH,OOC1(C)C(=O)OCC1ON(=O)=O,"InChI=1S/C5H7NO7/c1-5(13-10)3(12-6(8)9)2-11-4(5)7/h3,10H,2H2,1H3"
3553,CHOCOMOXO,[O]COC(=O)C=O,"InChI=1S/C3H3O4/c4-1-3(6)7-2-5/h1H,2H2"
3554,HC3CO2H,OCC=CC(=O)O,"InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h1-2,5H,3H2,(H,6,7)"
3555,C515CO3H,OOC(=O)CC(=O)C(=O)CC=O,"InChI=1S/C6H6O6/c7-2-1-4(8)5(9)3-6(10)12-11/h2,11H,1,3H2"
3556,IPROMC2O2,[O]OCC(C)OC(C)C,"InChI=1S/C6H13O3/c1-5(2)9-6(3)4-8-7/h5-6H,4H2,1-3H3"
3557,MIBKHO14,OCC(=O)CC(C)(C)O,"InChI=1S/C6H12O3/c1-6(2,9)3-5(8)4-7/h7,9H,3-4H2,1-2H3"
3558,C152O2,O=CCCC(CO)(O[O])C1CC(C)(C)C1CCC(=O)OC,"InChI=1S/C15H25O6/c1-14(2)9-12(11(14)5-6-13(18)20-3)15(10-17,21-19)7-4-8-16/h8,11-12,17H,4-7,9-10H2,1-3H3"
3559,LIMANO3,[O-][N+](=O)OC1(C)CCC(CC1O)C(=C)C,"InChI=1S/C10H17NO4/c1-7(2)8-4-5-10(3,9(12)6-8)15-11(13)14/h8-9,12H,1,4-6H2,2-3H3"
3560,C827CO3H,OOC(=O)C(C)(C)C(=O)CCC(=O)C,"InChI=1S/C9H14O5/c1-6(10)4-5-7(11)9(2,3)8(12)14-13/h13H,4-5H2,1-3H3"
3561,HO2C3CO2H,CC(O)CC(=O)O,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)"
3562,MXYLAL,O=Cc1cccc(C)c1,"InChI=1S/C8H8O/c1-7-3-2-4-8(5-7)6-9/h2-6H,1H3"
3563,CLCOCH2O2,[O]OCC(=O)Cl,InChI=1S/C2H2ClO3/c3-2(4)1-6-5/h1H2
3564,C58O2,O=CC(O)C(C)(CO)O[O],"InChI=1S/C5H9O5/c1-5(3-7,10-9)4(8)2-6/h2,4,7-8H,3H2,1H3"
3565,NDNEBZLOOH,OOC1(O)C(=CC2(OOC1(CC)C2ON(=O)=O)N(=O)=O)N(=O)=O,"InChI=1S/C8H9N3O12/c1-2-6-5(20-11(17)18)7(10(15)16,23-22-6)3-4(9(13)14)8(6,12)21-19/h3,5,12,19H,2H2,1H3"
3566,PBFUOOH,CCCC1OC(=O)C(OO)C1O,"InChI=1S/C7H12O5/c1-2-3-4-5(8)6(12-10)7(9)11-4/h4-6,8,10H,2-3H2,1H3"
3567,C6MOCOCO3H,CC(=CC(=O)OO)C(=O)C(O)C(=O)C,"InChI=1S/C8H10O6/c1-4(3-6(10)14-13)7(11)8(12)5(2)9/h3,8,12-13H,1-2H3"
3568,C58OH,O=CC(O)C(C)(O)CO,"InChI=1S/C5H10O4/c1-5(9,3-7)4(8)2-6/h2,4,7-9H,3H2,1H3"
3569,IC5H12,CCC(C)C,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3"
3570,BCLKBOOH,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)COO,"InChI=1S/C14H22O5/c1-14(2)8-11(13(17)4-3-7-15)12(14)6-5-10(16)9-19-18/h7,11-12,18H,3-6,8-9H2,1-2H3"
3571,C727CO3,[O]OC(=O)C(CCC(=O)C)C(=O)C,"InChI=1S/C8H11O5/c1-5(9)3-4-7(6(2)10)8(11)13-12/h7H,3-4H2,1-2H3"
3572,DNT124BOL,O=N(=O)c1c(N(=O)=O)c(C)c(C)c(O)c1C,"InChI=1S/C9H10N2O5/c1-4-5(2)9(12)6(3)8(11(15)16)7(4)10(13)14/h12H,1-3H3"
3573,BOXPROBOOH,CCCCOC(OO)C(=O)C,"InChI=1S/C7H14O4/c1-3-4-5-10-7(11-9)6(2)8/h7,9H,3-5H2,1-2H3"
3574,C152OH,O=CCCC(O)(CO)C1CC(C)(C)C1CCC(=O)OC,"InChI=1S/C15H26O5/c1-14(2)9-12(11(14)5-6-13(18)20-3)15(19,10-17)7-4-8-16/h8,11-12,17,19H,4-7,9-10H2,1-3H3"
3575,IPROMC2OH,OCC(C)OC(C)C,"InChI=1S/C6H14O2/c1-5(2)8-6(3)4-7/h5-7H,4H2,1-3H3"
3576,C810OH,O=CCC(CC=O)C(C)(C)O,"InChI=1S/C8H14O3/c1-8(2,11)7(3-5-9)4-6-10/h5-7,11H,3-4H2,1-2H3"
3577,M2C43CO3,[O]OC(=O)C(C)C(C)C,"InChI=1S/C6H11O3/c1-4(2)5(3)6(7)9-8/h4-5H,1-3H3"
3578,INDHCO3,OCC(ON(=O)=O)C(C)(O)C(=O)O[O],"InChI=1S/C5H8NO8/c1-5(9,4(8)14-12)3(2-7)13-6(10)11/h3,7,9H,2H2,1H3"
3579,OTCATEC1O,CCc1c(C)ccc(O)c1[O],"InChI=1S/C9H11O2/c1-3-7-6(2)4-5-8(10)9(7)11/h4-5,10H,3H2,1-2H3"
3580,COO2C4O,COC(=O)CC[O],"InChI=1S/C4H7O3/c1-7-4(6)2-3-5/h2-3H2,1H3"
3581,M22C4OH,OCCC(C)(C)C,"InChI=1S/C6H14O/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3"
3582,C6DIALOOH,O=CCCC(OO)CC=O,"InChI=1S/C6H10O4/c7-4-1-2-6(10-9)3-5-8/h4-6,9H,1-3H2"
3583,OXYFUO2,[O]OC1(C)C(=O)OCC1(C)O,"InChI=1S/C6H9O5/c1-5(8)3-10-4(7)6(5,2)11-9/h8H,3H2,1-2H3"
3584,C6CO34HO1,OCCC(=O)C(=O)CC,"InChI=1S/C6H10O3/c1-2-5(8)6(9)3-4-7/h7H,2-4H2,1H3"
3585,NTM135OLO2,[O]OC1(O)C(=CC2(C)OOC1(C)C2ON(=O)=O)C,"InChI=1S/C9H12NO8/c1-5-4-7(2)6(15-10(12)13)8(3,18-17-7)9(5,11)16-14/h4,6,11H,1-3H3"
3586,C615CO2O2,[O]OC(C=O)C=CC(=O)C,"InChI=1S/C6H7O4/c1-5(8)2-3-6(4-7)10-9/h2-4,6H,1H3"
3587,METLMUCPAN,CCC(=O)C=CC1OC1(C)C(=O)OON(=O)=O,"InChI=1S/C9H11NO7/c1-3-6(11)4-5-7-9(2,15-7)8(12)16-17-10(13)14/h4-5,7H,3H2,1-2H3"
3588,C615CO2OH,O=CC(O)C=CC(=O)C,"InChI=1S/C6H8O3/c1-5(8)2-3-6(9)4-7/h2-4,6,9H,1H3"
3589,NTM135OLOH,O=N(=O)OC1C2(C)OOC1(C)C(O)(O)C(=C2)C,"InChI=1S/C9H13NO7/c1-5-4-7(2)6(15-10(13)14)8(3,17-16-7)9(5,11)12/h4,6,11-12H,1-3H3"
3590,OXYFUOH,CC1(O)C(=O)OCC1(C)O,"InChI=1S/C6H10O4/c1-5(8)3-10-4(7)6(5,2)9/h8-9H,3H2,1-2H3"
3591,M22C4O2,[O]OCCC(C)(C)C,"InChI=1S/C6H13O2/c1-6(2,3)4-5-8-7/h4-5H2,1-3H3"
3592,PBZBPER2OH,CCCC12OOC(C2O)C(O)C=C1,"InChI=1S/C9H14O4/c1-2-4-9-5-3-6(10)7(8(9)11)12-13-9/h3,5-8,10-11H,2,4H2,1H3"
3593,TBUACCO3,[O]OC(=O)C(C)(C)OC(=O)C,"InChI=1S/C6H9O5/c1-4(7)10-6(2,3)5(8)11-9/h1-3H3"
3594,C6COALCO3H,O=CCCC(=O)CC(=O)OO,"InChI=1S/C6H8O5/c7-3-1-2-5(8)4-6(9)11-10/h3,10H,1-2,4H2"
3595,HM22CO2H,OCC(C)(C)C(=O)O,"InChI=1S/C5H10O3/c1-5(2,3-6)4(7)8/h6H,3H2,1-2H3,(H,7,8)"
3596,IC4CHOAOOH,OOC(C=O)C(C)C,"InChI=1S/C5H10O3/c1-4(2)5(3-6)8-7/h3-5,7H,1-2H3"
3597,C4COMEOH,CCCCC(=O)CO,"InChI=1S/C6H12O2/c1-2-3-4-6(8)5-7/h7H,2-5H2,1H3"
3598,METLMUCCO,CC1(OC1C(O)C(=O)C(=O)CC)C=O,"InChI=1S/C9H12O5/c1-3-5(11)6(12)7(13)8-9(2,4-10)14-8/h4,7-8,13H,3H2,1-2H3"
3599,C65NO36O,CCCCC(C[O])ON(=O)=O,"InChI=1S/C6H12NO4/c1-2-3-4-6(5-8)11-7(9)10/h6H,2-5H2,1H3"
3600,M3HEXBOOH,CCCC(C)(CC)OO,"InChI=1S/C7H16O2/c1-4-6-7(3,5-2)9-8/h8H,4-6H2,1-3H3"
3601,ME3BU3ECHO,CC(=C)CC=O,"InChI=1S/C5H8O/c1-5(2)3-4-6/h4H,1,3H2,2H3"
3602,C59OOH,OCC(=O)C(C)(CO)OO,"InChI=1S/C5H10O5/c1-5(3-7,10-9)4(8)2-6/h6-7,9H,2-3H2,1H3"
3603,HNMVKOH,OCC(O)C(=O)CON(=O)=O,"InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h3,6-7H,1-2H2"
3604,MIBKOHBOOH,OOCC(C)(O)CC(=O)C,"InChI=1S/C6H12O4/c1-5(7)3-6(2,8)4-10-9/h8-9H,3-4H2,1-2H3"
3605,BOX2MO,CCCCOC[O],"InChI=1S/C5H11O2/c1-2-3-4-7-5-6/h2-5H2,1H3"
3606,IC7DCOOH,OOC(C(O)C=O)C(=O)C(C)C,"InChI=1S/C7H12O5/c1-4(2)6(10)7(12-11)5(9)3-8/h3-5,7,9,11H,1-2H3"
3607,METHACETO,CC(=O)OC[O],"InChI=1S/C3H5O3/c1-3(5)6-2-4/h2H2,1H3"
3608,HNMVKO2,OCC(O[O])C(=O)CON(=O)=O,"InChI=1S/C4H6NO7/c6-1-4(12-10)3(7)2-11-5(8)9/h4,6H,1-2H2"
3609,CH2CHCH2NO3,[O-][N+](=O)OCC=C,"InChI=1S/C3H5NO3/c1-2-3-7-4(5)6/h2H,1,3H2"
3610,H1MC5O2,OCCC(C)C(C)O[O],"InChI=1S/C6H13O3/c1-5(3-4-7)6(2)9-8/h5-7H,3-4H2,1-2H3"
3611,C126CHO,O=CCCC(=C)C1CC(C)(C)C1CC=O,"InChI=1S/C13H20O2/c1-10(5-4-7-14)11-9-13(2,3)12(11)6-8-15/h7-8,11-12H,1,4-6,9H2,2-3H3"
3612,C628O2,O=CCC(CO)(O[O])C(=O)C,"InChI=1S/C6H9O5/c1-5(9)6(4-8,11-10)2-3-7/h3,8H,2,4H2,1H3"
3613,HO2CO35C7,CCC(=O)CC(=O)C(C)O,"InChI=1S/C7H12O3/c1-3-6(9)4-7(10)5(2)8/h5,8H,3-4H2,1-2H3"
3614,C3M3OH2PAN,O=N(=O)OOC(=O)C(O)C(C)C,"InChI=1S/C5H9NO6/c1-3(2)4(7)5(8)11-12-6(9)10/h3-4,7H,1-2H3"
3615,H2M2C3CO3,[O]OC(=O)CC(C)(C)O,"InChI=1S/C5H9O4/c1-5(2,7)3-4(6)9-8/h7H,3H2,1-2H3"
3616,PNCATECO2,CCCC12OOC(C(=C(O)C2(O)O[O])N(=O)=O)C1O,"InChI=1S/C9H12NO9/c1-2-3-8-7(12)5(17-19-8)4(10(14)15)6(11)9(8,13)18-16/h5,7,11-13H,2-3H2,1H3"
3617,MEPROPENE,CC(=C)C,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3"
3618,DNMXYOLO2,[O]OC1(O)C(=C(N(=O)=O)C2(OOC1(C)C2O)N(=O)=O)C,"InChI=1S/C8H9N2O10/c1-3-4(9(13)14)7(10(15)16)5(11)6(2,19-20-7)8(3,12)18-17/h5,11-12H,1-2H3"
3619,LIMBNO3,[O-][N+](=O)OC1CC(CCC1(C)O)C(=C)C,"InChI=1S/C10H17NO4/c1-7(2)8-4-5-10(3,12)9(6-8)15-11(13)14/h8-9,12H,1,4-6H2,2-3H3"
3620,MNNCATCOOH,OOC1(O)C(=C(N(=O)=O)C2OOC1(C)C2ON(=O)=O)O,"InChI=1S/C7H8N2O11/c1-6-5(17-9(14)15)3(18-20-6)2(8(12)13)4(10)7(6,11)19-16/h3,5,10-11,16H,1H3"
3621,HO13C4OH,OCCC(O)CO,"InChI=1S/C4H10O3/c5-2-1-4(7)3-6/h4-7H,1-3H2"
3622,HO13C4O2,OCCC(O)CO[O],"InChI=1S/C4H9O4/c5-2-1-4(6)3-8-7/h4-6H,1-3H2"
3623,C3NO3COO2,[O]OCC(=O)CON(=O)=O,InChI=1S/C3H4NO6/c5-3(2-10-8)1-9-4(6)7/h1-2H2
3624,C5CO243OH,CC(=O)C(O)C(=O)C,"InChI=1S/C5H8O3/c1-3(6)5(8)4(2)7/h5,8H,1-2H3"
3625,C615CO2OOH,OOC(C=O)C=CC(=O)C,"InChI=1S/C6H8O4/c1-5(8)2-3-6(4-7)10-9/h2-4,6,9H,1H3"
3626,C628OH,O=CCC(O)(CO)C(=O)C,"InChI=1S/C6H10O4/c1-5(9)6(10,4-8)2-3-7/h3,8,10H,2,4H2,1H3"
3627,C7DDCO,CC([O])(C=O)C(O)C(=O)CC,"InChI=1S/C7H11O4/c1-3-5(9)6(10)7(2,11)4-8/h4,6,10H,3H2,1-2H3"
3628,NC3H7O2,CCCO[O],"InChI=1S/C3H7O2/c1-2-3-5-4/h2-3H2,1H3"
3629,CO3C4CO3H,CCC(=O)CC(=O)OO,"InChI=1S/C5H8O4/c1-2-4(6)3-5(7)9-8/h8H,2-3H2,1H3"
3630,C115O,CCCCCC(=O)C(=O)C([O])C(=O)CC,"InChI=1S/C11H17O4/c1-3-5-6-7-9(13)11(15)10(14)8(12)4-2/h10H,3-7H2,1-2H3"
3631,MOXY2CHO,O=COCC=O,"InChI=1S/C3H4O3/c4-1-2-6-3-5/h1,3H,2H2"
3632,NCATECOOH,OOC1(O)C(=CC2(OOC1C2O)N(=O)=O)O,"InChI=1S/C6H7NO9/c8-2-1-5(7(11)12)3(9)4(14-16-5)6(2,10)15-13/h1,3-4,8-10,13H"
3633,MMALNACO2H,O=CC(C)(ON(=O)=O)C(O)C(=O)O,"InChI=1S/C5H7NO7/c1-5(2-7,13-6(11)12)3(8)4(9)10/h2-3,8H,1H3,(H,9,10)"
3634,BOXPOLANO3,CCCC(OCC(C)O)ON(=O)=O,"InChI=1S/C7H15NO5/c1-3-4-7(13-8(10)11)12-5-6(2)9/h6-7,9H,3-5H2,1-2H3"
3635,C3MDIALO2,[O]OC(C)(C=O)C=O,"InChI=1S/C4H5O4/c1-4(2-5,3-6)8-7/h2-3H,1H3"
3636,C6OH5O,CCCCC([O])CO,"InChI=1S/C6H13O2/c1-2-3-4-6(8)5-7/h6-7H,2-5H2,1H3"
3637,CONO3C6OOH,CCC(OO)C(ON(=O)=O)C(=O)C,"InChI=1S/C6H11NO6/c1-3-5(13-11)6(4(2)8)12-7(9)10/h5-6,11H,3H2,1-2H3"
3638,LIMCO,OCC(C)([O])C1CCC(=CC1)C,"InChI=1S/C10H17O2/c1-8-3-5-9(6-4-8)10(2,12)7-11/h3,9,11H,4-7H2,1-2H3"
3639,C621O2,OCC(O[O])CC(=O)C(=O)CO,"InChI=1S/C6H9O6/c7-2-4(12-11)1-5(9)6(10)3-8/h4,7-8H,1-3H2"
3640,PETLMUCNO3,CCC(=O)C(ON(=O)=O)C(O)C1(C)OC1C=O,"InChI=1S/C9H13NO7/c1-3-5(12)7(17-10(14)15)8(13)9(2)6(4-11)16-9/h4,6-8,13H,3H2,1-2H3"
3641,CO1M22CHO,O=CC(C)(C)C=O,"InChI=1S/C5H8O2/c1-5(2,3-6)4-7/h3-4H,1-2H3"
3642,OCT3ONE,CCCCCC(=O)CC,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3"
3643,C915NO3,O=CC1C(=O)CCC(ON(=O)=O)C1(C)C,"InChI=1S/C9H13NO5/c1-9(2)6(5-11)7(12)3-4-8(9)15-10(13)14/h5-6,8H,3-4H2,1-2H3"
3644,MVKOHBO,OCC(=O)C([O])CO,"InChI=1S/C4H7O4/c5-1-3(7)4(8)2-6/h3,5-6H,1-2H2"
3645,C61CPAN,CCCC(=O)C(=O)C(O)C(=O)OON(=O)=O,"InChI=1S/C7H9NO8/c1-2-3-4(9)5(10)6(11)7(12)15-16-8(13)14/h6,11H,2-3H2,1H3"
3646,CHCLOHCO,[O]CC(O)Cl,"InChI=1S/C2H4ClO2/c3-2(5)1-4/h2,5H,1H2"
3647,IPGLYOXOH,O=C(C(C)C)C(=O)O,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)"
3648,HO2C5NO3,CC(O)CCCON(=O)=O,"InChI=1S/C5H11NO4/c1-5(7)3-2-4-10-6(8)9/h5,7H,2-4H2,1H3"
3649,MIBKCOOHO,CC(O)(C[O])C(=O)C(=O)C,"InChI=1S/C6H9O4/c1-4(8)5(9)6(2,10)3-7/h10H,3H2,1-2H3"
3650,C7MOHCOCO3,[O]OC(=O)C(=C(C)C(=O)C(O)C(=O)C)C,"InChI=1S/C9H11O6/c1-4(5(2)9(13)15-14)7(11)8(12)6(3)10/h8,12H,1-3H3"
3651,C63NO32OOH,CCCC(ON(=O)=O)C(C)OO,"InChI=1S/C6H13NO5/c1-3-4-6(5(2)12-10)11-7(8)9/h5-6,10H,3-4H2,1-2H3"
3652,C3MDIALOH,O=CC(C)(O)C=O,"InChI=1S/C4H6O3/c1-4(7,2-5)3-6/h2-3,7H,1H3"
3653,METHACET,COC(=O)C,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3
3654,C624OOH,OCCC(OO)C(=C)C,"InChI=1S/C6H12O3/c1-5(2)6(9-8)3-4-7/h6-8H,1,3-4H2,2H3"
3655,TM135BPRO2,[O]OC1C(=CC2(C)OOC1(C)C2O)C,"InChI=1S/C9H13O5/c1-5-4-8(2)7(10)9(3,14-13-8)6(5)12-11/h4,6-7,10H,1-3H3"
3656,HM33C4NO3,OCCC(C)(C)CON(=O)=O,"InChI=1S/C6H13NO4/c1-6(2,3-4-8)5-11-7(9)10/h8H,3-5H2,1-2H3"
3657,NC3OO,[O-][O+]=C(C)CON(=O)=O,"InChI=1S/C3H5NO5/c1-3(9-7)2-8-4(5)6/h2H2,1H3"
3658,CHOCOHCO,[O]C(CO)C=O,"InChI=1S/C3H5O3/c4-1-3(6)2-5/h1,3,5H,2H2"
3659,C919NO3,O=CCC(=O)C(CC=O)C(C)(C)ON(=O)=O,"InChI=1S/C9H13NO6/c1-9(2,16-10(14)15)7(3-5-11)8(13)4-6-12/h5-7H,3-4H2,1-2H3"
3660,EBNZOHNO2,CCc1cccc(N(=O)=O)c1O,"InChI=1S/C8H9NO3/c1-2-6-4-3-5-7(8(6)10)9(11)12/h3-5,10H,2H2,1H3"
