,name,smiles,inchi
3661,HO6C7OOH,CCCCCC(O)COO,"InChI=1S/C7H16O3/c1-2-3-4-5-7(8)6-10-9/h7-9H,2-6H2,1H3"
3662,IC7DCOH,O=CC(O)C(O)C(=O)C(C)C,"InChI=1S/C7H12O4/c1-4(2)6(10)7(11)5(9)3-8/h3-5,7,9,11H,1-2H3"
3663,C917O2,[O]OC(C)(C)C1CC(=O)CCC1=O,"InChI=1S/C9H13O4/c1-9(2,13-12)7-5-6(10)3-4-8(7)11/h7H,3-5H2,1-2H3"
3664,C926OH,O=CCC(O)(CCC(=O)C)C(=O)C,"InChI=1S/C9H14O4/c1-7(11)3-4-9(13,5-6-10)8(2)12/h6,13H,3-5H2,1-2H3"
3665,MBOAOH,OCC(O)C(C)(C)O,"InChI=1S/C5H12O3/c1-5(2,8)4(7)3-6/h4,6-8H,3H2,1-2H3"
3666,C4ME2NO3O,O=N(=O)OC(C)(C)C(C)(C)[O],"InChI=1S/C6H12NO4/c1-5(2,8)6(3,4)11-7(9)10/h1-4H3"
3667,C148OOH,O=CCC(OO)C(=O)C1CC(C)(C)C1CCC(=O)OC,"InChI=1S/C14H22O6/c1-14(2)8-9(10(14)4-5-12(16)19-3)13(17)11(20-18)6-7-15/h7,9-11,18H,4-6,8H2,1-3H3"
3668,NDNIPBZLO,O=N(=O)OC1C2(OOC1(C(C)C)C([O])(O)C(=C2)N(=O)=O)N(=O)=O,"InChI=1S/C9H10N3O11/c1-4(2)8-6(21-12(19)20)7(11(17)18,22-23-8)3-5(10(15)16)9(8,13)14/h3-4,6,13H,1-2H3"
3669,MPHCOME,CC(=O)c1ccccc1C,"InChI=1S/C9H10O/c1-7-5-3-4-6-9(7)8(2)10/h3-6H,1-2H3"
3670,IC7DCO2,[O]OC(C(O)C=O)C(=O)C(C)C,"InChI=1S/C7H11O5/c1-4(2)6(10)7(12-11)5(9)3-8/h3-5,7,9H,1-2H3"
3671,METLQO,CCC1=CC(=O)C(O)C(C)([O])C1=O,"InChI=1S/C9H11O4/c1-3-5-4-6(10)8(12)9(2,13)7(5)11/h4,8,12H,3H2,1-2H3"
3672,C917OH,O=C1CCC(=O)C(C1)C(C)(C)O,"InChI=1S/C9H14O3/c1-9(2,12)7-5-6(10)3-4-8(7)11/h7,12H,3-5H2,1-2H3"
3673,NTLFUO2,[O]OC1C(=O)OC(C)C1ON(=O)=O,"InChI=1S/C5H6NO7/c1-2-3(12-6(8)9)4(13-10)5(7)11-2/h2-4H,1H3"
3674,TLBIPER2OH,OC1C=CC2(C)OOC1C2O,"InChI=1S/C7H10O4/c1-7-3-2-4(8)5(6(7)9)10-11-7/h2-6,8-9H,1H3"
3675,ACCOMCOMO2,[O]OCC(=O)CC(=O)OC(=O)C,"InChI=1S/C6H7O6/c1-4(7)12-6(9)2-5(8)3-11-10/h2-3H2,1H3"
3676,HYPERACET,CC(=O)COO,"InChI=1S/C3H6O3/c1-3(4)2-6-5/h5H,2H2,1H3"
3677,C5MO132OH,O=CC(O)C(=O)C(C)C,"InChI=1S/C6H10O3/c1-4(2)6(9)5(8)3-7/h3-5,8H,1-2H3"
3678,MIPK,CC(=O)C(C)C,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3"
3679,C930OH,O=CCCC(=O)C(=O)CC(C)(C)O,"InChI=1S/C9H14O4/c1-9(2,13)6-8(12)7(11)4-3-5-10/h5,13H,3-4,6H2,1-2H3"
3680,BCALO2,O=CCCC(CO)(O[O])C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C15H25O5/c1-11(18)5-6-12-13(9-14(12,2)3)15(10-17,20-19)7-4-8-16/h8,12-13,17H,4-7,9-10H2,1-3H3"
3681,INB1NACO3H,OOC(=O)C(ON(=O)=O)C(C)(CO)ON(=O)=O,"InChI=1S/C5H8N2O10/c1-5(2-8,17-7(12)13)3(4(9)16-14)15-6(10)11/h3,8,14H,2H2,1H3"
3682,IEACO3H,CC(O)(C1CO1)C(=O)OO,"InChI=1S/C5H8O5/c1-5(7,3-2-9-3)4(6)10-8/h3,7-8H,2H2,1H3"
3683,DEMPHOH,CCc1cc(CC)c(O)c(C)c1,"InChI=1S/C11H16O/c1-4-9-6-8(3)11(12)10(5-2)7-9/h6-7,12H,4-5H2,1-3H3"
3684,BCALCO2,[O]OC(C=O)CC(=C)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C15H23O4/c1-10(7-12(9-16)19-18)13-8-15(3,4)14(13)6-5-11(2)17/h9,12-14H,1,5-8H2,2-4H3"
3685,MEMOXYPAN,COCC(=O)OON(=O)=O,"InChI=1S/C3H5NO6/c1-8-2-3(5)9-10-4(6)7/h2H2,1H3"
3686,C918O2,O=CCC(=O)C1CC(O[O])C1(C)C,"InChI=1S/C9H13O4/c1-9(2)6(5-8(9)13-12)7(11)3-4-10/h4,6,8H,3,5H2,1-2H3"
3687,C717OH,O=CCC(O)CC(=O)C(=O)C,"InChI=1S/C7H10O4/c1-5(9)7(11)4-6(10)2-3-8/h3,6,10H,2,4H2,1H3"
3688,MALNHYOHCO,O=C1OC(=O)C(O)C1=O,"InChI=1S/C4H2O5/c5-1-2(6)4(8)9-3(1)7/h1,5H"
3689,C131NO3,CC(=O)CCC1C(CC1(C)C)C(=O)CCO[N+](=O)[O-],"InChI=1S/C13H21NO5/c1-9(15)4-5-11-10(8-13(11,2)3)12(16)6-7-19-14(17)18/h10-11H,4-8H2,1-3H3"
3690,C41O2,OCC(O[O])C(O)C=O,"InChI=1S/C4H7O5/c5-1-3(7)4(2-6)9-8/h1,3-4,6-7H,2H2"
3691,BOX2MO2,CCCCOCO[O],"InChI=1S/C5H11O3/c1-2-3-4-7-5-8-6/h2-5H2,1H3"
3692,BUTDAO,OCC=CC[O],"InChI=1S/C4H7O2/c5-3-1-2-4-6/h1-2,5H,3-4H2"
3693,C918OH,O=CCC(=O)C1CC(O)C1(C)C,"InChI=1S/C9H14O3/c1-9(2)6(5-8(9)12)7(11)3-4-10/h4,6,8,12H,3,5H2,1-2H3"
3694,BCALCOH,O=CC(O)CC(=C)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C15H24O3/c1-10(7-12(18)9-16)13-8-15(3,4)14(13)6-5-11(2)17/h9,12-14,18H,1,5-8H2,2-4H3"
3695,HCL,,
3696,IC3H7O2,[O]OC(C)C,"InChI=1S/C3H7O2/c1-3(2)5-4/h3H,1-2H3"
3697,HC3CCHO,C=CC(O)C=O,"InChI=1S/C4H6O2/c1-2-4(6)3-5/h2-4,6H,1H2"
3698,CHOC2H4O,[O]CCC=O,"InChI=1S/C3H5O2/c4-2-1-3-5/h2H,1,3H2"
3699,CO25C74O2,[O]OC(CC(=O)C)C(=O)CC,"InChI=1S/C7H11O4/c1-3-6(9)7(11-10)4-5(2)8/h7H,3-4H2,1-2H3"
3700,C920OOH,OOCC1CC(C(=O)CO)C1(C)C,"InChI=1S/C9H16O4/c1-9(2)6(5-13-12)3-7(9)8(11)4-10/h6-7,10,12H,3-5H2,1-2H3"
3701,C930O2,O=CCCC(=O)C(=O)CC(C)(C)O[O],"InChI=1S/C9H13O5/c1-9(2,14-13)6-8(12)7(11)4-3-5-10/h5H,3-4,6H2,1-2H3"
3702,BCALOH,O=CCCC(O)(CO)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C15H26O4/c1-11(18)5-6-12-13(9-14(12,2)3)15(19,10-17)7-4-8-16/h8,12-13,17,19H,4-7,9-10H2,1-3H3"
3703,C928CO2H,CC(=O)CCC(=O)C(C)(C)CC(=O)O,"InChI=1S/C10H16O4/c1-7(11)4-5-8(12)10(2,3)6-9(13)14/h4-6H2,1-3H3,(H,13,14)"
3704,PXNNCATOOH,OOC1(O)C(=C(C)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)O,"InChI=1S/C8H10N2O11/c1-3-4(11)8(12,19-17)6(2)5(18-10(15)16)7(3,9(13)14)21-20-6/h5,11-12,17H,1-2H3"
3705,BCALOO,O=CCCC(=[O+][O-])C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C14H22O4/c1-10(16)6-7-12-11(9-14(12,2)3)13(18-17)5-4-8-15/h8,11-12H,4-7,9H2,1-3H3"
3706,C1214O2,O=CCCC(=O)C1(O[O])CC(C)(C)C1CCO,"InChI=1S/C12H19O5/c1-11(2)8-12(17-16,9(11)5-7-14)10(15)4-3-6-13/h6,9,14H,3-5,7-8H2,1-2H3"
3707,NMXYQOOH,OOC1(C)C(ON(=O)=O)C(=O)C=C(C)C1=O,"InChI=1S/C8H9NO7/c1-4-3-5(10)7(15-9(12)13)8(2,16-14)6(4)11/h3,7,14H,1-2H3"
3708,CO2N3CHO,O=CC(ON(=O)=O)C(=O)C,"InChI=1S/C4H5NO5/c1-3(7)4(2-6)10-5(8)9/h2,4H,1H3"
3709,C107OH,O=CCC1CC(O)(C(=O)C)C1(C)C,"InChI=1S/C10H16O3/c1-7(12)10(13)6-8(4-5-11)9(10,2)3/h5,8,13H,4,6H2,1-3H3"
3710,MXCTEC1OOH,OOc1c(C)cc(C)cc1O,"InChI=1S/C8H10O3/c1-5-3-6(2)8(11-10)7(9)4-5/h3-4,9-10H,1-2H3"
3711,CO35C5CHO,CCC(=O)CC(=O)C=O,"InChI=1S/C6H8O3/c1-2-5(8)3-6(9)4-7/h4H,2-3H2,1H3"
3712,OET1OOH,CCc1c(OO)cccc1C,"InChI=1S/C9H12O2/c1-3-8-7(2)5-4-6-9(8)11-10/h4-6,10H,3H2,1-2H3"
3713,MC6CO2OH,O=CC=CC(C)(O)C(=O)C,"InChI=1S/C7H10O3/c1-6(9)7(2,10)4-3-5-8/h3-5,10H,1-2H3"
3714,C813O,OCC(CC(=O)C(=O)O)C(C)(C)[O],"InChI=1S/C8H13O5/c1-8(2,13)5(4-9)3-6(10)7(11)12/h5,9H,3-4H2,1-2H3,(H,11,12)"
3715,NLMKAOOH,OOC1(C)CCC(CC1O[N+](=O)[O-])C(=O)C,"InChI=1S/C9H15NO6/c1-6(11)7-3-4-9(2,16-14)8(5-7)15-10(12)13/h7-8,14H,3-5H2,1-2H3"
3716,C535O2,OOC(=O)C(C(C=O)(O[O])C)O,"InChI=1S/C5H7O7/c1-5(2-6,12-10)3(7)4(8)11-9/h2-3,7,9H,1H3"
3717,C711O,[O]CC(=O)CC(C)(O)CC,"InChI=1S/C7H13O3/c1-3-7(2,10)4-6(9)5-8/h10H,3-5H2,1-2H3"
3718,OETLQCO,CCC1=C(C)C(=O)C(=O)C(O)C1=O,"InChI=1S/C9H10O4/c1-3-5-4(2)6(10)8(12)9(13)7(5)11/h9,13H,3H2,1-2H3"
3719,C3M2COCO2H,O=CC(=C(C)C(=O)O)C,"InChI=1S/C6H8O3/c1-4(3-7)5(2)6(8)9/h3H,1-2H3,(H,8,9)"
3720,MC6CO2O2,O=CC=CC(C)(O[O])C(=O)C,"InChI=1S/C7H9O4/c1-6(9)7(2,11-10)4-3-5-8/h3-5H,1-2H3"
3721,BCLKACO,O=CCCC(=O)C1CC(C)(C)C1CC(=O)C(=O)C,"InChI=1S/C14H20O4/c1-9(16)13(18)7-11-10(8-14(11,2)3)12(17)5-4-6-15/h6,10-11H,4-5,7-8H2,1-3H3"
3722,CO2C3OO,[O-][O+]=CCC(=O)C,"InChI=1S/C4H6O3/c1-4(5)2-3-7-6/h3H,2H2,1H3"
3723,HOIPRCO3H,OCC(C)C(=O)OO,"InChI=1S/C4H8O4/c1-3(2-5)4(6)8-7/h3,5,7H,2H2,1H3"
3724,HOCO3C54O,OCCC(=O)C(C)[O],"InChI=1S/C5H9O3/c1-4(7)5(8)2-3-6/h4,6H,2-3H2,1H3"
3725,BOXEOHANO3,OCCOC(CCC)ON(=O)=O,"InChI=1S/C6H13NO5/c1-2-3-6(11-5-4-8)12-7(9)10/h6,8H,2-5H2,1H3"
3726,NC51O,[O]C(CC(=O)C)CO[N+](=O)[O-],"InChI=1S/C5H8NO5/c1-4(7)2-5(8)3-11-6(9)10/h5H,2-3H2,1H3"
3727,C731CO3,O=CCC(CCC(=O)O[O])C(=O)C,"InChI=1S/C8H11O5/c1-6(10)7(4-5-9)2-3-8(11)13-12/h5,7H,2-4H2,1H3"
3728,C731CO2,O=CCC(CCC(=O)[O])C(=O)C,"InChI=1S/C8H11O4/c1-6(10)7(4-5-9)2-3-8(11)12/h5,7H,2-4H2,1H3"
3729,C6135COO,[O]CC(=O)CC(=O)CC=O,"InChI=1S/C6H7O4/c7-2-1-5(9)3-6(10)4-8/h2H,1,3-4H2"
3730,C107O2,O=CCC1CC(O[O])(C(=O)C)C1(C)C,"InChI=1S/C10H15O4/c1-7(12)10(14-13)6-8(4-5-11)9(10,2)3/h5,8H,4,6H2,1-3H3"
3731,C1214OH,O=CCCC(=O)C1(O)CC(C)(C)C1CCO,"InChI=1S/C12H20O4/c1-11(2)8-12(16,9(11)5-7-14)10(15)4-3-6-13/h6,9,14,16H,3-5,7-8H2,1-2H3"
3732,C626NO3,O=CCC(CO[N+](=O)[O-])C(=O)C,"InChI=1S/C6H9NO5/c1-5(9)6(2-3-8)4-12-7(10)11/h3,6H,2,4H2,1H3"
3733,C144OOH,O=CCC(CO)(OO)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C14H24O5/c1-10(17)4-5-11-12(8-13(11,2)3)14(9-16,19-18)6-7-15/h7,11-12,16,18H,4-6,8-9H2,1-3H3"
3734,CO356OCO2,CC(O[O])C(=O)OC(=O)C(=O)C,"InChI=1S/C6H7O6/c1-3(7)5(8)11-6(9)4(2)12-10/h4H,1-2H3"
3735,HM22C3O,OCC(C)(C)C[O],"InChI=1S/C5H11O2/c1-5(2,3-6)4-7/h6H,3-4H2,1-2H3"
3736,PRONO3AO,[O]CC(C)ON(=O)=O,"InChI=1S/C3H6NO4/c1-3(2-5)8-4(6)7/h3H,2H2,1H3"
3737,CH2BROOH,OOCBr,"InChI=1S/CH3BrO2/c2-1-4-3/h3H,1H2"
3738,HO3C86OOH,CCC(O)CCC(CC)OO,"InChI=1S/C8H18O3/c1-3-7(9)5-6-8(4-2)11-10/h7-10H,3-6H2,1-2H3"
3739,C145O,OCCC([O])(CO)C(=O)CC(C)(C)C(=O)CCC(=O)C,"InChI=1S/C14H23O6/c1-10(17)4-5-11(18)13(2,3)8-12(19)14(20,9-16)6-7-15/h15-16H,4-9H2,1-3H3"
3740,C66O,OCC(C)C(=O)C(C)[O],"InChI=1S/C6H11O3/c1-4(3-7)6(9)5(2)8/h4-5,7H,3H2,1-2H3"
3741,BOX2EOHBO,CCCCOC([O])CO,"InChI=1S/C6H13O3/c1-2-3-4-9-6(8)5-7/h6-7H,2-5H2,1H3"
3742,ACETC2PAN,O=C(CCOC(=O)C)OON(=O)=O,"InChI=1S/C5H7NO7/c1-4(7)11-3-2-5(8)12-13-6(9)10/h2-3H2,1H3"
3743,C4MCNO3OOH,OOCC(C)(ON(=O)=O)C(=O)C,"InChI=1S/C5H9NO6/c1-4(7)5(2,3-11-10)12-6(8)9/h10H,3H2,1-2H3"
3744,C926O,O=CCC([O])(CCC(=O)C)C(=O)C,"InChI=1S/C9H13O4/c1-7(11)3-4-9(13,5-6-10)8(2)12/h6H,3-5H2,1-2H3"
3745,BUTDBNO3,OCC(C=C)ON(=O)=O,"InChI=1S/C4H7NO4/c1-2-4(3-6)9-5(7)8/h2,4,6H,1,3H2"
3746,IPRHOCO3,[O]OC(=O)C(C)(C)O,"InChI=1S/C4H7O4/c1-4(2,6)3(5)8-7/h6H,1-2H3"
3747,TMB2FUO,CC1OC(=O)C(C)([O])C1(C)O,"InChI=1S/C7H11O4/c1-4-6(2,9)7(3,10)5(8)11-4/h4,9H,1-3H3"
3748,C6H5CO3,[O]OC(=O)c1ccccc1,InChI=1S/C7H5O3/c8-7(10-9)6-4-2-1-3-5-6/h1-5H
3749,INB2OOH,OOCC(O)C(C)(CO)ON(=O)=O,"InChI=1S/C5H11NO7/c1-5(3-7,13-6(9)10)4(8)2-12-11/h4,7-8,11H,2-3H2,1H3"
3750,DMSO,CS(=O)C,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3
3751,C824OOH,OCCC(C(=C)C)C(OO)C=O,"InChI=1S/C8H14O4/c1-6(2)7(3-4-9)8(5-10)12-11/h5,7-9,11H,1,3-4H2,2H3"
3752,HO1MC5NO3,OCC(C)CC(C)ON(=O)=O,"InChI=1S/C6H13NO4/c1-5(4-8)3-6(2)11-7(9)10/h5-6,8H,3-4H2,1-2H3"
3753,HEXCOH,CCCC(O)CC,"InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3"
3754,C1313OOH,O=CCCC(CO)(OO)C1CC(C)(C)C1CC=O,"InChI=1S/C13H22O5/c1-12(2)8-11(10(12)4-7-15)13(9-16,18-17)5-3-6-14/h6-7,10-11,16-17H,3-5,8-9H2,1-2H3"
3755,MTBEBCO3,[O]OC(=O)C(C)(C)OC,"InChI=1S/C5H9O4/c1-5(2,8-3)4(6)9-7/h1-3H3"
3756,INB1HPCHO,OOC(C=O)C(C)(CO)ON(=O)=O,"InChI=1S/C5H9NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h2,4,8,11H,3H2,1H3"
3757,CO3C4NO3O,O=N(=O)OCC(=O)C(C)[O],"InChI=1S/C4H6NO5/c1-3(6)4(7)2-10-5(8)9/h3H,2H2,1H3"
3758,CO2N3PAN,O=N(=O)OOC(=O)C(ON(=O)=O)C(=O)C,"InChI=1S/C4H4N2O9/c1-2(7)3(13-5(9)10)4(8)14-15-6(11)12/h3H,1H3"
3759,C2H5CHOOB,[O-][O+]=CCC,"InChI=1S/C3H6O2/c1-2-3-5-4/h3H,2H2,1H3"
3760,TM135OXMUC,O=CC1(C)OC1C(=CC(=O)C)C,"InChI=1S/C9H12O3/c1-6(4-7(2)11)8-9(3,5-10)12-8/h4-5,8H,1-3H3"
3761,H1C23C4O2,[O]OCC(=O)C(=O)CO,"InChI=1S/C4H5O5/c5-1-3(6)4(7)2-9-8/h5H,1-2H2"
3762,C2H5CHOOA,[O-][O+]=CCC,"InChI=1S/C3H6O2/c1-2-3-5-4/h3H,2H2,1H3"
3763,C76OOH,OOCC(=O)CC(O)C(C)C,"InChI=1S/C7H14O4/c1-5(2)7(9)3-6(8)4-11-10/h5,7,9-10H,3-4H2,1-2H3"
3764,BUTAL2O,CCC([O])C=O,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h3-4H,2H2,1H3"
3765,C52NO33O,CCC([O])C(C)ON(=O)=O,"InChI=1S/C5H10NO4/c1-3-5(7)4(2)10-6(8)9/h4-5H,3H2,1-2H3"
3766,HCOCH2O2,[O]OCC=O,"InChI=1S/C2H3O3/c3-1-2-5-4/h1H,2H2"
3767,T123NNCTO,O=N(=O)OC1(C)C2(C)OOC1(C)C([O])(O)C(=C2N(=O)=O)O,"InChI=1S/C9H11N2O10/c1-6-4(10(15)16)5(12)9(13,14)8(3,21-20-6)7(6,2)19-11(17)18/h12-13H,1-3H3"
3768,CH3CCL3,CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3"
3769,C128OOH,OCCC(=C)C(=O)CC(C)(C)C(OO)CC=O,"InChI=1S/C12H20O5/c1-9(4-6-13)10(15)8-12(2,3)11(17-16)5-7-14/h7,11,13,16H,1,4-6,8H2,2-3H3"
3770,HO1MC5O2,OCC(C)CC(C)O[O],"InChI=1S/C6H13O3/c1-5(4-7)3-6(2)9-8/h5-7H,3-4H2,1-2H3"
3771,CL12CO2H,OC(=O)C(Cl)CCl,"InChI=1S/C3H4Cl2O2/c4-1-2(5)3(6)7/h2H,1H2,(H,6,7)"
3772,HO2C4CO3H,OOC(=O)CCC(C)O,"InChI=1S/C5H10O4/c1-4(6)2-3-5(7)9-8/h4,6,8H,2-3H2,1H3"
3773,HEXCO2,CCCC(CC)O[O],"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3"
3774,M3FOOA,O=COC=CC(=[O+][O-])C,"InChI=1S/C5H6O4/c1-5(9-7)2-3-8-4-6/h2-4H,1H3"
3775,C3DIALOOH,OOC(C=O)C=O,"InChI=1S/C3H4O4/c4-1-3(2-5)7-6/h1-3,6H"
3776,PHCHOOA,[O-][O+]=Cc1ccccc1,InChI=1S/C7H6O2/c8-9-6-7-4-2-1-3-5-7/h1-6H
3777,CATECHOL,Oc1ccccc1O,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H"
3778,C4M2AL2OH,O=CC(O)C(C)(O)C=O,"InChI=1S/C5H8O4/c1-5(9,3-7)4(8)2-6/h2-4,8-9H,1H3"
3779,C712OH,CC(=O)CC(C)(O)C(C)O,"InChI=1S/C7H14O3/c1-5(8)4-7(3,10)6(2)9/h6,9-10H,4H2,1-3H3"
3780,HO8C9CO3H,CCCCCCCC(O)CC(=O)OO,"InChI=1S/C10H20O4/c1-2-3-4-5-6-7-9(11)8-10(12)14-13/h9,11,13H,2-8H2,1H3"
3781,C3MNO3CO3H,OOC(=O)C(ON(=O)=O)C(C)C,"InChI=1S/C5H9NO6/c1-3(2)4(5(7)12-10)11-6(8)9/h3-4,10H,1-2H3"
3782,CYHEXOLAO2,[O]OC1CCCCC1O,"InChI=1S/C6H11O3/c7-5-3-1-2-4-6(5)9-8/h5-7H,1-4H2"
3783,HMVKBCO3,OCC(C(=O)C)C(=O)O[O],"InChI=1S/C5H7O5/c1-3(7)4(2-6)5(8)10-9/h4,6H,2H2,1H3"
3784,IPRBQO,O=C1C=C(C(C)C)C(=O)C(O)C1[O],"InChI=1S/C9H11O4/c1-4(2)5-3-6(10)8(12)9(13)7(5)11/h3-4,8-9,13H,1-2H3"
3785,DMEBPROOH,OOC1C(=CC2(CC)OOC1(C)C2O)C,"InChI=1S/C10H16O5/c1-4-10-5-6(2)7(13-12)9(3,8(10)11)14-15-10/h5,7-8,11-12H,4H2,1-3H3"
3786,CO24C6OOH,CC(OO)C(=O)CC(=O)C,"InChI=1S/C6H10O4/c1-4(7)3-6(8)5(2)10-9/h5,9H,3H2,1-2H3"
3787,C712O2,[O]OC(C)(CC(=O)C)C(C)O,"InChI=1S/C7H13O4/c1-5(8)4-7(3,11-10)6(2)9/h6,9H,4H2,1-3H3"
3788,DIBRETO2,[O]OC(Br)CBr,"InChI=1S/C2H3Br2O2/c3-1-2(4)6-5/h2H,1H2"
3789,C96CO3,[O]OC(=O)CC1CC(C(=O)C)C1(C)C,"InChI=1S/C10H15O4/c1-6(11)8-4-7(10(8,2)3)5-9(12)14-13/h7-8H,4-5H2,1-3H3"
3790,H3C25C6CO3,[O]OC(=O)CC(=O)CC(O)C(=O)C,"InChI=1S/C7H9O6/c1-4(8)6(10)2-5(9)3-7(11)13-12/h6,10H,2-3H2,1H3"
3791,APINCNO3,O=N(=O)OC(C)(C)C1CC=C(C)C(O)C1,"InChI=1S/C10H17NO4/c1-7-4-5-8(6-9(7)12)10(2,3)15-11(13)14/h4,8-9,12H,5-6H2,1-3H3"
3792,IPRACNO3,CC(=O)OC(C)(C)ON(=O)=O,"InChI=1S/C5H9NO5/c1-4(7)10-5(2,3)11-6(8)9/h1-3H3"
3793,MXYLCO2H,Cc1cccc(c1)C(=O)O,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)"
3794,EIPKAO2,CCC(=O)C(C)(C)O[O],"InChI=1S/C6H11O3/c1-4-5(7)6(2,3)9-8/h4H2,1-3H3"
3795,ALC4DOLOOH,OCC(O)CC(OO)C=O,"InChI=1S/C5H10O5/c6-2-4(8)1-5(3-7)10-9/h3-6,8-9H,1-2H2"
3796,C727O,CC(=O)CCC([O])C(=O)C,"InChI=1S/C7H11O3/c1-5(8)3-4-7(10)6(2)9/h7H,3-4H2,1-2H3"
3797,BZEMUCCO2H,O=CC=CC1OC1C(=O)O,"InChI=1S/C6H6O4/c7-3-1-2-4-5(10-4)6(8)9/h1-5H,(H,8,9)"
3798,CO2HOC6OOH,CCC(O)CC(=O)COO,"InChI=1S/C6H12O4/c1-2-5(7)3-6(8)4-10-9/h5,7,9H,2-4H2,1H3"
3799,NOXYQO2,[O]OC1C(ON(=O)=O)C(=O)C(=C(C)C1=O)C,"InChI=1S/C8H8NO7/c1-3-4(2)6(11)8(16-14)7(5(3)10)15-9(12)13/h7-8H,1-2H3"
3800,CO2OH3MCO3,CC(O)(C(=O)O[O])C(=O)C,"InChI=1S/C5H7O5/c1-3(6)5(2,8)4(7)10-9/h8H,1-2H3"
3801,C98OOH,OCC(CC(=O)C(=O)C)C(C)(C)OO,"InChI=1S/C9H16O5/c1-6(11)8(12)4-7(5-10)9(2,3)14-13/h7,10,13H,4-5H2,1-3H3"
3802,C827CO3,[O]OC(=O)C(C)(C)C(=O)CCC(=O)C,"InChI=1S/C9H13O5/c1-6(10)4-5-7(11)9(2,3)8(12)14-13/h4-5H2,1-3H3"
3803,C43NO34O,CCC(C[O])ON(=O)=O,"InChI=1S/C4H8NO4/c1-2-4(3-6)9-5(7)8/h4H,2-3H2,1H3"
3804,C730OH,OCCC(C=O)C(C)(O)CO,"InChI=1S/C7H14O4/c1-7(11,5-10)6(4-9)2-3-8/h4,6,8,10-11H,2-3,5H2,1H3"
3805,OCCOHCOOH,OC(COO)C=O,"InChI=1S/C3H6O4/c4-1-3(5)2-7-6/h1,3,5-6H,2H2"
3806,DMEBIPNO3,CCC12OOC(C)(C(ON(=O)=O)C(=C1)C)C2O,"InChI=1S/C10H15NO6/c1-4-10-5-6(2)7(15-11(13)14)9(3,8(10)12)16-17-10/h5,7-8,12H,4H2,1-3H3"
3807,C6OH5O2,CCCCC(CO)O[O],"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6-7H,2-5H2,1H3"
3808,MVKOHAOOH,OOCC(O)C(=O)CO,"InChI=1S/C4H8O5/c5-1-3(6)4(7)2-9-8/h4-5,7-8H,1-2H2"
3809,CLCOCLO2,[O]OC(Cl)C(=O)Cl,InChI=1S/C2HCl2O3/c3-1(5)2(4)7-6/h2H
3810,BOXFORMO2,CCCC(O[O])OC=O,"InChI=1S/C5H9O4/c1-2-3-5(9-7)8-4-6/h4-5H,2-3H2,1H3"
3811,C730O2,OCCC(C=O)C(C)(CO)O[O],"InChI=1S/C7H13O5/c1-7(5-10,12-11)6(4-9)2-3-8/h4,6,8,10H,2-3,5H2,1H3"
3812,C1211O,[O]CCC(=O)C1CC(C)(C)C1CCC(=O)O,"InChI=1S/C12H19O4/c1-12(2)7-8(10(14)5-6-13)9(12)3-4-11(15)16/h8-9H,3-7H2,1-2H3,(H,15,16)"
3813,CH3CL,CCl,InChI=1S/CH3Cl/c1-2/h1H3
3814,EIPKAOH,CCC(=O)C(C)(C)O,"InChI=1S/C6H12O2/c1-4-5(7)6(2,3)8/h8H,4H2,1-3H3"
3815,C94OOH,CCCC(=O)C(OO)CC(=O)CC,"InChI=1S/C9H16O4/c1-3-5-8(11)9(13-12)6-7(10)4-2/h9,12H,3-6H2,1-2H3"
3816,CH3COCO3,CC(=O)C(=O)O[O],InChI=1S/C3H3O4/c1-2(4)3(5)7-6/h1H3
3817,APINCOH,CC1=CCC(CC1O)C(C)(C)O,"InChI=1S/C10H18O2/c1-7-4-5-8(6-9(7)11)10(2,3)12/h4,8-9,11-12H,5-6H2,1-3H3"
3818,PPRBQO,CCCC(=CC(=O)C[O])C(=O)CO,"InChI=1S/C9H13O4/c1-2-3-7(9(13)6-11)4-8(12)5-10/h4,11H,2-3,5-6H2,1H3"
3819,H3C25C6O,CC(=O)C(O)CC(=O)C[O],"InChI=1S/C6H9O4/c1-4(8)6(10)2-5(9)3-7/h6,10H,2-3H2,1H3"
