,0,1,pr  0,dg  0,cl  0,bt  0,ev  0,pr  1,dg  1,cl  1,bt  1
C536O,0.0,0.0,8.579484495682208e-05,0.0008474576271186442,0.003214885459207744,1.5964163645448696e-06,1.2774480016481589e-08,8.754609097358993e-05,0.000846979107848673,0.0029020431986881896,1.9932672217091995e-06
NPXYOL1OOH,0.31715142186473383,0.34666905511120427,0.0004923587235126874,0.0008474576271186442,0.0006348366349410326,0.0,0.00020174679543067067,0.0004577248737446104,0.000846979107848673,0.0007516414508279143,0.0
C537O,0.0,0.0,0.0001037244000174923,0.0008474576271186442,0.003359277375891669,1.676237182772113e-06,2.997168253147856e-06,0.00010686715859360135,0.000846979107848673,0.0032833391643738957,1.6743444662357275e-06
NSTYRENEO,0.0,0.0,0.00018067798463135208,0.0008474576271186442,0.001505366935759688,1.5964163645448696e-06,1.2102189223358652e-13,0.00018088942151794142,0.000846979107848673,0.001414459536402157,1.5946137773673597e-06
NT123L1OOH,0.23040577452053387,0.25930575038390563,0.00018431916002842677,0.0008474576271186442,0.0015390777503949233,0.0,2.1296446455122584e-06,0.0002006961188873947,0.000846979107848673,0.00146699372637535,0.0
NT124L1OOH,0.2643549059258763,0.2934883551898329,0.0003528957210051898,0.0008474576271186442,0.0010615397025697394,0.0,1.2500415192854345e-06,0.0003711157041687874,0.000846979107848673,0.001039265306880582,0.0
OCATEC1OOH,0.28613354700169247,0.3376231295637174,0.00014705644475274633,0.0008474576271186442,0.0014219596758755157,0.0,3.5399706194367184e-07,0.0001749557436305785,0.000846979107848673,0.0014925933759174516,0.0
OCCOHCO,0.0,0.0,0.0001811926000912077,0.0011299435028248588,0.0010092728588090788,9.578498187269218e-07,5.57606777999075e-07,0.00017623841795365425,0.001129305477131564,0.0010893506894443176,9.567682664204157e-07
OCTOOH,0.4020565581728233,0.43556759224253544,9.716226260066889e-05,0.0008474576271186442,0.004888222751452918,0.0,4.444276721490692e-14,9.645566323676534e-05,0.000846979107848673,0.004614044130240492,4.783841332102078e-07
OET1OOH,0.2691943684445043,0.24527126934388835,6.722810500006539e-05,0.0005649717514124294,0.0022752335605641764,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0022547750701282015,0.0
OETLBPROOH,0.34541850733720153,0.36801695863927836,9.42942632951061e-05,0.0008474576271186442,0.014741091312564191,0.0,2.595269459179664e-10,0.00010599420380049013,0.000846979107848673,0.01475227548216059,0.0
OETLMUCO2H,0.23941793778238576,0.2464042343354631,9.472485346647051e-05,0.0005649717514124294,0.006482467222255844,0.0,1.466580993773734e-09,9.130875375815667e-05,0.000564652738565782,0.005874946883940068,0.0
OETLMUCO3H,0.21672804846205046,0.2523372961325863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OETLMUCOOH,0.2737366968500457,0.3049337280947442,8.137380845068058e-05,0.0008474576271186442,0.0037218266961093743,0.0,4.731796208759547e-13,8.261153896336802e-05,0.000846979107848673,0.0034233802594386383,0.0
C107OOH,0.499435109823373,0.392661912297722,0.00013841517145373518,0.0008474576271186442,0.003960667859636969,0.0,1.1104010270114189e-08,0.0001348712079281071,0.000846979107848673,0.003941110525644599,0.0
C3ME3CO3H,0.36750688779708696,0.41317898830139804,6.722810500006539e-05,0.0005649717514124294,0.006469463869125037,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0051838789730453095,0.0
OETOLOOH,0.28013043972601864,0.2620370742403319,0.00011819431197569418,0.0005649717514124294,0.0030442578807595394,0.0,2.7099123920307812e-09,0.0001297163533581703,0.000564652738565782,0.002931542375843242,0.0
OTCTEC1OOH,0.21888114462077504,0.27043268822191546,0.0001968110350155254,0.0008474576271186442,0.0025120371755218166,0.0,9.100567132274363e-06,0.00019910350887299328,0.000846979107848673,0.002552282168151989,0.0
OTNCATCOOH,0.24414919346538236,0.3811620246714597,0.00015301985433297788,0.0008474576271186442,0.0029689948951939866,0.0,3.960269990295227e-06,0.00016424859346443572,0.000846979107848673,0.002742975396850459,0.0
OTNNCATOOH,0.38228038468356595,0.3520391001254701,0.00013187838733748892,0.0008474576271186442,0.0030857929522719045,0.0,2.071928057237952e-06,0.0001354478520604184,0.000846979107848673,0.0027862346334615842,0.0
OXNCATCOOH,0.3111741203294199,0.4486722784309339,6.722810500006539e-05,0.0005649717514124294,0.0018403065204292514,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0017067404955221589,0.0
OXNNCATOOH,0.4494164564917492,0.41923127188130627,0.00016489294170194438,0.0005649717514124294,0.0015946474984469,0.0,1.9047669086500869e-07,0.00015247837439520467,0.000564652738565782,0.0014181818102477527,0.0
OXYBPEROOH,0.41360834635816923,0.43592571057109286,8.448020295538305e-05,0.0005649717514124294,0.010898097191783621,0.0,6.766597819383009e-15,8.277945063423811e-05,0.000564652738565782,0.010699559165396465,0.0
OXYFUOOH,0.333407575445124,0.4149145037897343,0.0001375139581714232,0.0008474576271186442,0.0026398648537839945,0.0,1.946366064529946e-08,0.00012308354246249372,0.000846979107848673,0.0024989237546158387,0.0
OXYLCO3H,0.260191918523823,0.3771179521994246,0.00022968218474487385,0.0005649717514124294,0.0014090480702641994,0.0,8.491683836591604e-07,0.00023611776985426632,0.000564652738565782,0.0013195318260213194,0.0
C54NO3,0.0,0.018333518040475477,6.722810500006539e-05,0.0002824858757062147,0.0030651639255529937,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000282326369282891,0.0027190462597037348,0.0
OXYLOOH,0.36437658071603235,0.3932474674306599,7.807618639651518e-05,0.0008474576271186442,0.0018135666554986796,0.0,5.724680391737402e-15,7.842615962797231e-05,0.000846979107848673,0.0017783420582270252,0.0
OXYMUCCO2H,0.3158986688789611,0.32492394503361993,8.402850368481577e-05,0.0005649717514124294,0.005809454362075283,0.0,5.568302747084969e-14,8.532320309752909e-05,0.000564652738565782,0.004956766294235289,0.0
OXYMUCCO3H,0.29377952764744747,0.3306916373644087,8.491573161007311e-05,0.0005649717514124294,0.005653024929551856,0.0,5.860968718354635e-14,8.062601054031619e-05,0.000564652738565782,0.0048934809109838625,0.0
OXYMUCOOH,0.331513177248785,0.36308055741739403,7.7913246393643e-05,0.0005649717514124294,0.001920536618902612,0.0,5.48056414350969e-15,7.88527246301125e-05,0.000564652738565782,0.001724341575700882,0.0
OXYOLOOH,0.3480106802730016,0.3292243133628533,0.00011125651727045705,0.0005649717514124294,0.0024785918003047045,0.0,7.014531984492078e-10,0.00011614255306845902,0.000564652738565782,0.002239650405948911,0.0
PBENZOLOOH,0.3014084207139295,0.2656562778321327,0.00011018463862347057,0.0008474576271186442,0.006662462984491159,0.0,4.649587039123882e-09,0.00010086786154142767,0.000846979107848673,0.00557236209903706,0.0
PBENZOOH,0.28720466981483433,0.24065027451194304,0.00020312552295908377,0.0008474576271186442,0.0012118498186259549,0.0,1.9123363588006692e-07,0.00018971266239587088,0.000846979107848673,0.0010821468913837602,0.0
PBFUCO,0.3379244529526567,0.40265288944049665,0.00031826584971753817,0.0011299435028248588,0.006532651051548865,2.705925737903554e-05,3.529206598538105e-07,0.0003109481226666532,0.001129305477131564,0.005766984729781191,2.7028703526376745e-05
PBZBPEROOH,0.3357140128384797,0.35763509455277903,8.04058415394724e-05,0.0008474576271186442,0.014122513746337783,0.0,4.547502930437192e-14,8.046514364998595e-05,0.000846979107848673,0.011763820810475067,0.0
PBZMUCCO2H,0.2175673295502102,0.21628709205341434,9.955841772491206e-05,0.0005649717514124294,0.00978101565944725,0.0,2.0290050280345053e-08,9.755264083068533e-05,0.000564652738565782,0.008496398974020011,0.0
PBZMUCCO3H,0.19330385213774923,0.22289589293166465,0.0001031536734245514,0.0008474576271186442,0.010682211107056102,0.0,2.2546382243076765e-08,0.00010685450356176384,0.000846979107848673,0.00853677479108532,0.0
PBZMUCOOH,0.23141332341991283,0.26145145495426925,7.785258012686946e-05,0.0005649717514124294,0.004729182386729696,0.0,3.401168674395985e-13,8.00216664834151e-05,0.000564652738565782,0.004219314931390331,0.0
PCATEC1OOH,0.2728557074020182,0.3249872009433102,0.0001935704446392853,0.0008474576271186442,0.0017828297442086098,0.0,1.2095225948897427e-06,0.00019513477747800935,0.000846979107848673,0.0017567960405794139,0.0
PE2ENEBNO3,0.0928017587376786,0.21255473144916553,8.423657044043631e-05,0.0002824858757062147,0.0,0.0,1.843429580618704e-10,8.592112111293075e-05,0.000282326369282891,0.0,0.0
PE2ONE1OOH,0.03509575628856116,0.22722198529041132,0.00021922185142792607,0.0008474576271186442,0.004123871135819529,0.0,7.513715546547559e-08,0.00021879492639310927,0.000846979107848673,0.0033056539268529897,0.0
C41NO3,0.4723104246750955,0.49420860001325456,8.710396443348487e-05,0.0005649717514124294,0.0008618098566845431,0.0,5.235896432040401e-11,8.9937994411495e-05,0.000564652738565782,0.0007989907648066926,0.0
C41OOH,0.348614281462614,0.36926045697777965,6.722810500006539e-05,0.0005649717514124294,0.0022509145322150413,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0019490116860631176,0.0
PECOOH,0.4230625882197139,0.4591879203817714,8.093318992153266e-05,0.0005649717514124294,0.00511970500311379,0.0,5.305673587293548e-14,8.226549585990184e-05,0.000564652738565782,0.004217780836348433,0.0
PERBUACID,0.3525717013002401,0.4468546708669349,6.722810500006539e-05,0.0002824858757062147,0.004440634442850593,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000282326369282891,0.0038118409444345023,0.0
PERIBUACID,0.3928389420548623,0.45308094287879497,0.0001051246554128783,0.0008474576271186442,0.0029288023160804304,0.0,3.2078623797494676e-09,0.0001013819485680495,0.000846979107848673,0.002349076189584567,0.0
PERPENACID,0.3686162985190235,0.44588812654064797,0.00028549654028168066,0.0008474576271186442,0.013070837247846594,0.0,2.7440713281374403e-05,0.00027204185507765944,0.000846979107848673,0.01090926789678879,0.0
PERPINONIC,0.3952233134775044,0.4677490504977996,0.00019678026971419225,0.0008474576271186442,0.004341027010737486,0.0,1.9840120745978226e-07,0.00019080159027653256,0.000846979107848673,0.004068326150398745,0.0
PERPROACID,0.3936019678909912,0.5231808021494853,0.0019618553606265366,0.0008474576271186442,0.003730334635465925,0.0,0.0002800643580881888,0.001993142184714788,0.000846979107848673,0.003105508391000827,0.0
PET1OOH,0.2787419303317475,0.25651398557013716,0.0001802067593939102,0.0008474576271186442,0.0024622431835217354,0.0,5.317314775321595e-07,0.00017857686761640884,0.000846979107848673,0.0021553714084850007,0.0
PETLBIPNO3,0.517397725539891,0.5166179879983038,8.940215916235423e-05,0.0005649717514124294,0.006750160790209394,0.0,3.963473876145496e-10,9.080796368433051e-05,0.000564652738565782,0.005645785392477459,0.0
PETLBPROOH,0.36905264918465147,0.3914424908359713,9.066831207862753e-05,0.0008474576271186442,0.006824987298585219,0.0,4.1897906616908564e-10,9.468729749474827e-05,0.000846979107848673,0.005997038918362079,0.0
PETLMUCO2H,0.22980612858466212,0.2278333508556309,9.12188663624794e-05,0.0005649717514124294,0.004922282773024298,0.0,1.082039668461753e-09,9.208481642590112e-05,0.000564652738565782,0.0043288356234531715,0.0
PETLMUCO3H,0.2051412294188127,0.23428502463299897,9.18720247347774e-05,0.0005649717514124294,0.004915773823331474,0.0,1.1114986374921088e-09,9.340379582750851e-05,0.000564652738565782,0.004316786906470355,0.0
C56NO3,0.0,0.09597382790053981,9.526904405007342e-05,0.0002824858757062147,0.0,0.0,4.333979311801039e-09,9.721472036729989e-05,0.000282326369282891,0.0,0.0
PETLMUCOOH,0.3057028975090734,0.33602752242367173,8.203039329965365e-05,0.0005649717514124294,0.005185956778116898,0.0,3.332534398413746e-13,8.136041169366873e-05,0.000564652738565782,0.004541620325524551,0.0
PETLQOOH,0.20124019464998097,0.2507478444762086,6.722810500006539e-05,0.0005649717514124294,0.003133297931494496,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0027055791976419584,0.0
PETOLOOH,0.2893572773660439,0.2729484140459107,0.00010063072220160927,0.0008474576271186442,0.004757013987475997,0.0,2.229820173797988e-09,0.0001099939374705635,0.000846979107848673,0.004134369647140485,0.0
BUTDAOOH,0.39757041534589255,0.40852368539669354,8.026659372788136e-05,0.0008474576271186442,0.0037713390523838397,0.0,4.339857306464024e-14,8.069039717255685e-05,0.000846979107848673,0.0037331014424657914,0.0
PGLYOXOH,0.3399650284835509,0.33751663369951457,0.00012286567282825939,0.0005649717514124294,0.00426022580647877,4.549786638952878e-06,3.20993089918938e-08,0.00011984290847456131,0.000564652738565782,0.003409942925667848,0.0
PHC3OOH,0.29856119491433913,0.33614253729198873,8.646042234358381e-05,0.0008474576271186442,0.005120191841108676,0.0,5.192290119706697e-14,8.453915830492257e-05,0.000846979107848673,0.004620996085635276,0.0
PHCOCOCOOH,0.0,0.12242526636534343,0.00015123016795184934,0.0008474576271186442,0.001631693142003175,0.0,3.3818370007869518e-09,0.00014887273689477814,0.000846979107848673,0.0014802764156061513,0.0
BUTDBNO3,0.5814821920014719,0.5781007710118032,7.93924294674351e-05,0.0005649717514124294,0.005637131583052977,0.0,3.887967835601178e-14,7.714264844391479e-05,0.000564652738565782,0.005354912026501466,0.0
PHENOOH,0.2663883218941574,0.30962422871258244,0.00011065849437238246,0.0005649717514124294,0.0019227252758455481,0.0,2.086227763430752e-09,0.00011486493144620817,0.000564652738565782,0.0016912182601314422,0.0
PINALOOH,0.4305518105982224,0.4658055579074671,0.00012674332223911697,0.0008474576271186442,0.006122603207309575,0.0,1.450731164185852e-08,0.0001262337385713839,0.000846979107848673,0.005243773809983942,0.0
PMALNHYOOH,0.015818727857799565,0.2716091343637157,0.00018273601317131259,0.0008474576271186442,0.0009229854150654865,0.0,4.927597994609878e-08,0.0001953757548766585,0.000846979107848673,0.000953097383714777,0.0
PNCATECOOH,0.23210073064776288,0.3759670825096208,0.00013712868858447338,0.0008474576271186442,0.0012467874421709644,0.0,3.520788011480263e-09,0.00014510830203367291,0.000846979107848673,0.0011890377098305906,0.0
PNNCATCOOH,0.3730379440644279,0.3434344054973309,0.0001607267110790135,0.0008474576271186442,0.0012226629499886277,0.0,7.874349947681098e-09,0.00013790341167290652,0.000846979107848673,0.0012678837785971566,0.0
BUTDBOH,0.3625401438625013,0.3368679673526302,9.152925179412824e-05,0.0008474576271186442,0.00562097755095604,1.3569539098631391e-06,8.095390945150647e-14,9.282944015363526e-05,0.000846979107848673,0.005142366597066087,1.3554217107622557e-06
BUTDBOOH,0.43083654739020083,0.4418463352643339,7.93924294674351e-05,0.0008474576271186442,0.006440429941605795,0.0,3.887967835601178e-14,7.714264844391479e-05,0.000846979107848673,0.006222943398769774,0.0
PRCATC1OOH,0.21662621955027503,0.2659815122451538,6.722810500006539e-05,0.0005649717514124294,0.0015329151311213568,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0013975996972129853,0.0
PRNO3CO2H,0.12102756091837802,0.2461653666682,0.0001398026893751724,0.0005649717514124294,0.00311888679034884,0.0,1.2208014814516403e-07,0.00013422084385616626,0.000564652738565782,0.002516170666297736,0.0
PROL11MNO3,0.0,0.08413746527390344,8.301154578749633e-05,0.0005649717514124294,0.0046684811575896205,0.0,3.5182162617470205e-14,8.16633510903031e-05,0.000564652738565782,0.004398580545953773,0.0
PRPAL2CO2H,0.2939258894185915,0.28342113560599863,0.00013171275754758093,0.0005649717514124294,0.0029470248283134204,0.0,2.1740967528414905e-06,0.00013146013466659875,0.000564652738565782,0.0025085116158035277,0.0
PRPAL2CO3H,0.26810275632488395,0.2900089491489014,0.00012329656997538108,0.0008474576271186442,0.0034502345089420156,0.0,1.890345420595144e-06,0.00012846088341286678,0.000846979107848673,0.002949704045332233,0.0
PTCTEC1OOH,0.22907378044994925,0.28131059772188866,0.00017773707496407783,0.0008474576271186442,0.002800529783702762,0.0,1.56021360916305e-07,0.00019283242719596945,0.000846979107848673,0.0024642948445102366,0.0
C43NO34OOH,0.3441660860661741,0.3088207054117332,6.722810500006539e-05,0.0002824858757062147,0.0004113544634892253,0.0,2.6429166669927403e-16,7.535712453433357e-05,0.000564652738565782,0.002787018458677029,0.0
PTNCATCOOH,0.25497255172584576,0.3922352182418348,0.00015972127871553273,0.0008474576271186442,0.003168473242198155,0.0,1.3761457515539928e-07,0.00014164347962280358,0.000846979107848673,0.002756528074879971,0.0
PTNNCATOOH,0.39297013150173304,0.36278733885516723,0.00014532002458645386,0.0008474576271186442,0.0008849761429063444,0.0,1.216614591200346e-07,0.00015580229373254482,0.000846979107848673,0.0008037411667637498,0.0
PXNCATCOOH,0.2985661985640691,0.4360170176432857,0.00019592569574098675,0.0005649717514124294,0.0015003818594888938,0.0,6.364784825778641e-07,0.0001931313063839914,0.000564652738565782,0.0013118905969371302,0.0
PXNNCATOOH,0.4366616979853755,0.40649144469529436,0.00017260925111266582,0.0008474576271186442,0.0019253999985954524,0.0,6.314664260114156e-07,0.00015640829619853938,0.000846979107848673,0.0016421262754987632,0.0
PXY1OOH,0.32317706568765875,0.3002819440940641,0.00011175992717214361,0.0008474576271186442,0.001089586630594739,0.0,1.885532862749797e-10,0.00012006350075295514,0.000846979107848673,0.0009945098534697163,0.0
BUTDCOOH,0.38832404165691387,0.4023277116054422,8.041880956639056e-05,0.0008474576271186442,0.005164720780894211,0.0,4.624316361229769e-14,7.885486266529819e-05,0.000846979107848673,0.005125111702836998,0.0
PXYBPEROOH,0.41377686789150364,0.435853983444016,6.722810500006539e-05,0.0005649717514124294,0.009436073030153501,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.008047472908758527,0.0
PXYFUOOH,0.39450782779237975,0.4539667455464737,0.00011516544684935965,0.0008474576271186442,0.001657030545254956,0.0,7.040821756523259e-07,0.00011853051702154104,0.000846979107848673,0.0015105591855518513,0.0
PXYLCO3H,0.2702179308223208,0.38158267237854765,0.00012476463018251243,0.0008474576271186442,0.0018484724670300501,0.0,7.413125579003129e-09,0.0001174304540995201,0.000846979107848673,0.0013850686336138414,0.0
PXYLOOH,0.38137330371048034,0.41746640495670617,7.980895759272237e-05,0.0008474576271186442,0.001507428227475903,0.0,5.014702777067714e-14,8.414356285108503e-05,0.000846979107848673,0.0013498143851270255,0.0
PXYMUCCO2H,0.260732896084202,0.2640243551224453,9.313358251517671e-05,0.0005649717514124294,0.0032384940049790885,0.0,7.328977256705451e-10,9.196418288093094e-05,0.000564652738565782,0.002675612343196118,0.0
PXYMUCCO3H,0.2370965799557889,0.2704494842623265,0.0001009682668001213,0.0005649717514124294,0.0032313220457932724,0.0,9.545504714958794e-10,9.162678786766765e-05,0.000564652738565782,0.0026179697114501093,0.0
PXYMUCOOH,0.3357083152561714,0.37098441633122253,7.533882558587548e-05,0.0005649717514124294,0.003216406827895646,0.0,1.4927342029163861e-13,7.84889521535224e-05,0.000564652738565782,0.0026694142124858524,0.0
PXYOLOOH,0.3337265494328811,0.3166197076146958,0.00011036839045433844,0.0005649717514124294,0.0035828235568016475,0.0,1.5583879808750915e-11,0.00010555614299177096,0.000846979107848673,0.004124357697310378,0.0
PXYQOOH,0.24591985065848018,0.29578291256881434,0.0,0.0,0.0,0.0,0.0,6.684693405271742e-05,0.000564652738565782,0.0026281644260899976,0.0
STYRENOOH,0.45299924738458747,0.46875397830965426,0.00012328944461276013,0.0008474576271186442,0.001500816925923975,0.0,5.735151624534448e-09,0.0001050466765849959,0.000846979107848673,0.0017153727435588316,0.0
T123CT1OOH,0.18788813868465484,0.23639926153532287,0.00024180479175071228,0.0005649717514124294,0.0014903715797454661,0.0,1.850977380422017e-08,0.0002173143046785205,0.000564652738565782,0.0012091094662302004,0.0
T123NCTOOH,0.2127006388413712,0.3482888669814502,0.0001685145205359638,0.0008474576271186442,0.0021805642039363963,0.0,7.323062007446131e-09,0.00018440443822432116,0.000846979107848673,0.0016435828944162238,0.0
T123NNCOOH,0.35097543101257184,0.32051192965621744,9.28983932812597e-05,0.0005649717514124294,0.0018400899635039462,0.0,5.238554833956434e-15,9.366415830181778e-05,0.000564652738565782,0.0014373530855269518,0.0
T124CT1OOH,0.19042448889998012,0.23938207741056422,0.00014610826370252343,0.0008474576271186442,0.00202721227825392,0.0,1.2826874090702782e-07,0.00014999500795775912,0.000846979107848673,0.0016968973783447329,0.0
C57NO3CO2H,0.1810808441065289,0.2756424233239012,0.00011673098697643336,0.0002824858757062147,0.0,0.0,2.121513817294163e-08,0.00012433319848252102,0.000282326369282891,0.0,0.0
T124NCTOOH,0.21526924834557828,0.35137414676611184,0.0001375747938864852,0.0008474576271186442,0.0020531933600768134,0.0,9.932759684816909e-08,0.00014268379282790609,0.000846979107848673,0.001853385271769199,0.0
T124NNCOOH,0.3535305342278088,0.3231448337234958,0.00017663555866248787,0.0005649717514124294,0.0016539550685884692,0.0,7.482256280186597e-08,0.00019794650083735434,0.000564652738565782,0.0013137288975510792,0.0
TC4H9OOH,0.4571961273569616,0.5237977007933665,6.722810500006539e-05,0.0005649717514124294,0.003926757953579155,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.003665493934586592,0.0
TL4ONO2OOH,0.21659273598025747,0.3381331092525639,6.722810500006539e-05,0.0005649717514124294,0.0007692244828715364,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0007482700504018173,0.0
TLBIPEROOH,0.4452265821518921,0.4672759428500358,8.112203615145469e-05,0.0005649717514124294,0.011326579732535149,0.0,4.074548777800812e-14,8.249557729083475e-05,0.000564652738565782,0.009884209330778472,0.0
TLEMUCCO2H,0.28900082713373537,0.2939819925060241,0.00011080514918486206,0.0005649717514124294,0.004911254389777767,0.0,6.8026022727059965e-09,0.00011085288388695721,0.000564652738565782,0.004562522160692696,0.0
TLEMUCCO3H,0.26577043332314554,0.30043763340210367,0.00010988387662710297,0.0008474576271186442,0.005023565344475408,0.0,6.6587868609692026e-09,0.00011194262292718246,0.000846979107848673,0.004557180651126793,0.0
TLEMUCOOH,0.35712110618752163,0.3935426553058124,8.268633069012295e-05,0.0008474576271186442,0.00422305700380344,0.0,2.1444223572282477e-13,8.120353892378601e-05,0.000846979107848673,0.0037800941628058043,0.0
BZBIPEROOH,0.33936278064327935,0.362197022946039,9.195617124663628e-05,0.0008474576271186442,0.004790847568536934,0.0,2.117071152517212e-12,9.189973413727908e-05,0.000846979107848673,0.004556170293894933,0.0
TLFUOOH,0.42863231524944084,0.4744733560518455,0.00010519638607459306,0.0005649717514124294,0.0004555875895962999,0.0,4.1620055632078014e-08,0.00011663809536890902,0.000564652738565782,0.0003561882286735999,0.0
C45OOH,0.28481542837739937,0.299911911028139,0.00011417966568623135,0.0008474576271186442,0.005316557929274801,3.9112200931349305e-06,3.0100465309624057e-07,0.00011710448273778469,0.000846979107848673,0.0055786773163038405,1.0923104374966413e-05
TM123BCO3H,0.2112404800635315,0.32210807948972325,6.722810500006539e-05,0.0005649717514124294,0.0012710721104897246,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0012044504364313938,0.0
TM123BOOH,0.33164837678882547,0.3713995666000417,8.54007306592712e-05,0.0008474576271186442,0.001424274505156922,0.0,4.966130117250037e-14,8.406274184867819e-05,0.000846979107848673,0.0013264057549068752,0.0
TM123BPOOH,0.3701113864524042,0.3872034322695179,6.722810500006539e-05,0.0005649717514124294,0.012859939857633885,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.011879366778370917,0.0
TM123MUOOH,0.3266219690865813,0.35085262558524055,8.268682410959316e-05,0.0008474576271186442,0.004023756989420099,0.0,2.441935068323206e-13,8.467936561142257e-05,0.000846979107848673,0.0036724842103100846,0.0
TM123OLOOH,0.24762476028616018,0.22124612256605933,6.722810500006539e-05,0.0005649717514124294,0.00294521999582945,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0025602276931868547,0.0
TM123OOH,0.23849315539696053,0.21116405225655435,0.00029686064034017365,0.0008474576271186442,0.0013160144325098766,0.0,1.4877624431928219e-08,0.0003167653597847371,0.000846979107848673,0.0010422775207569262,0.0
TM124BCO3H,0.24494992321385434,0.35426545916039426,0.0001252799346261947,0.0008474576271186442,0.001463534225029072,0.0,2.872044109929855e-10,0.00016262690779147602,0.000846979107848673,0.001325321445269358,0.0
TM124BOOH,0.3653358277972721,0.4058279706218775,7.961138828633529e-05,0.0008474576271186442,0.0016035070137093326,0.0,4.575299227354438e-14,8.372286324999736e-05,0.000846979107848673,0.0015489636737943226,0.0
BZEMUCCO2H,0.21110176009599232,0.2238623326303038,0.00011764049564363268,0.0005649717514124294,0.004122386282293241,0.0,6.737465925293925e-10,0.00010914563779866737,0.000564652738565782,0.0038590922265433498,0.0
TM124BPOOH,0.4035407919983541,0.4226333898681369,9.625042944997078e-05,0.0008474576271186442,0.011861827291353808,0.0,2.459778917467266e-09,9.856911093041574e-05,0.000846979107848673,0.010821749389040777,0.0
TM124MUOOH,0.35217726618028267,0.37581528987764906,6.722810500006539e-05,0.0005649717514124294,0.0035092939293529793,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0031987071215791993,0.0
TM124NOOH,0.16700227457417388,0.294216493211595,6.722810500006539e-05,0.0002824858757062147,0.00048494733863823584,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000282326369282891,0.00040817471992815835,0.0
TM124OLOOH,0.29217806483522374,0.29870958246665513,0.00012357218554696626,0.0005649717514124294,0.0026167383754250465,0.0,2.459625915135197e-09,0.00012532959261260052,0.000564652738565782,0.002362592372253965,0.0
TM124OOH,0.2724486660560218,0.24556318707196775,0.0002887325854534071,0.0005649717514124294,0.0005994479635589301,0.0,3.6986024734688736e-08,0.0003090272631491241,0.000564652738565782,0.0005430429669249849,0.0
BZEMUCCO3H,0.1894742964405846,0.22961669657700035,0.00011380259045440979,0.0008474576271186442,0.004596337088976371,0.0,6.224541523901072e-10,0.00011536236262884538,0.000846979107848673,0.004182531134290459,0.0
TM124QOOH,0.21218979314275277,0.26093300875070896,6.722810500006539e-05,0.0005649717514124294,0.0019963480343235017,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0019267720916302557,0.0
TM135BPOOH,0.40086446858722813,0.40907731522846774,8.125551840155788e-05,0.0005649717514124294,0.002313686364003294,0.0,5.325684340844662e-14,7.754250030228944e-05,0.000564652738565782,0.0020115876886195997,0.0
TM135MUO2H,0.2387217159432615,0.22977018867927454,9.648006928576185e-05,0.0005649717514124294,0.003961538619149222,0.0,4.027504494023767e-13,9.889640689374385e-05,0.000564652738565782,0.003678513449731263,0.0
TM135MUO3H,0.21239274798141156,0.2366471140683563,6.722810500006539e-05,0.0005649717514124294,0.004495431033766276,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.004121021125012073,0.0
TM135MUOOH,0.34272678903630877,0.3786413786901576,9.548370942917143e-05,0.0008474576271186442,0.00456151914338449,0.0,6.719080318832261e-10,9.421251244944641e-05,0.000846979107848673,0.0036943725458601436,0.0
TM135OLOOH,0.28734959367687823,0.31530140866878714,6.722810500006539e-05,0.0005649717514124294,0.002606551116912526,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.002223231156128413,0.0
TMB1FUOOH,0.3559443110918228,0.42783994956159266,0.00010793695377008632,0.0008474576271186442,0.0022394536983894146,0.0,2.7094803227670762e-08,9.930021211060824e-05,0.000846979107848673,0.0019175555542764794,0.0
TMB2FUOOH,0.2858139230718431,0.35735924354719867,0.0001370981548183997,0.0008474576271186442,0.0016129649616329626,0.0,3.678200344888615e-09,0.00012658316058594763,0.000846979107848673,0.0014977674962517128,0.0
