,source,target,flux
1412,C720OOH,HCC7CO,[18.59666714 22.31432056]
1413,C720NO3,HCC7CO,[21.00605357 24.38187915]
1414,C720O,HCC7CO,[20.63480411 24.65879494]
1415,APINCNO3,HCC7CO,[20.71822831 24.0926417 ]
1416,C720O2,HCC7CO,[18.6745306 19.54042281]
1417,HCOCOHCO3,HCOCOHCO3H,[18.61090453 21.9187164 ]
1418,HEPTO2,HEPTNO3,[23.28437317 24.37110768]
1419,C102O2,C102OOH,[19.20475846 22.99950831]
1420,HEX2ONAO2,HEX2ONANO3,[22.71766731 23.78423076]
1421,HEX2ONAO2,HEX2ONAOOH,[20.02290545 22.41372241]
1422,HEX2ONBO2,HEX2ONBNO3,[22.07735622 23.1395341 ]
1423,HEX2ONBO2,HEX2ONBOOH,[19.38259436 21.76902576]
1424,HEX3ONAO2,HEX3ONANO3,[21.31525471 23.17053638]
1425,C103O2,C103NO3,[22.65037131 24.01570948]
1426,HEX3ONDO2,HEX3ONDNO3,[20.15389199 22.00919655]
1427,HEX3ONDO2,HEX3ONDOOH,[17.85707012 21.03662819]
1428,HEXAO2,HEXANO3,[22.73782014 24.78002067]
1429,HEXAO2,HEXAOOH,[20.44099827 23.80745231]
1430,HEXBO2,HEXBNO3,[22.8364383 23.92235562]
1431,HEXBO2,HEXBOOH,[20.11156474 22.52173557]
1432,HEXCO2,HEXCNO3,[22.96786458 24.05369382]
1433,HIEB1OOH,HIEB1O,[ -inf 15.96478311]
1434,HIEB1O2,HIEB1O,[18.73656794 20.46834873]
1435,HIEB2OOH,HIEB2O,[ -inf 15.56368746]
1436,HIEB2O2,HIEB2O,[18.42950409 20.16674501]
1437,HM2C43O2,HM2C43NO3,[16.77480616 18.49002615]
1438,HM2C43OOH,HM2C43O,[ -inf 15.01987997]
1439,HM2C43NO3,HM2C43O,[ -inf 16.92400124]
1440,HM2C43O2,HM2C43O,[17.60489616 19.3195909 ]
1441,C63O2,C63NO3,[21.26618751 23.08541838]
1442,MVKOH,HMGLOOA,[21.57836844 21.96021242]
1443,MACO3H,HMML,[16.1890805 20.49530377]
1444,MPAN,HMML,[20.51686534 24.28411717]
1445,HNMVKO2,HNMVKOOH,[19.13299453 19.28763905]
1446,HO13C3CO3,HO13C3CO3H,[15.3773949 20.22088172]
1447,HO13C4OOH,HO13C4O,[ -inf 20.98583834]
1448,HO13C4O2,HO13C4O,[23.11445371 25.36357317]
1449,HO13C5O2,HO13C5NO3,[21.4377231 23.91399455]
1450,HO1C3O2,HO1C3NO3,[22.08780226 23.57701108]
1451,HO1C3O2,HO1C3OOH,[20.23383402 23.04729635]
1452,HO1C4O2,HO1C4NO3,[22.05807075 23.39866729]
1453,HO1C4O2,HO1C4OOH,[20.44878942 23.11363948]
1454,HO1C5O2,HO1C5NO3,[22.31594737 24.33284421]
1455,HO1C5OOH,HO1C5O,[ -inf 21.27709784]
1456,HO1C5NO3,HO1C5O,[ -inf 22.82093776]
1457,HO1C5O2,HO1C5O,[23.57718976 25.59367708]
1458,HO1C6O2,HO1C6NO3,[22.67928068 24.74387086]
1459,HO1C6OOH,HO1C6O,[ -inf 21.48514011]
1460,HO1C6NO3,HO1C6O,[ -inf 23.16565978]
1461,HO1C6O2,HO1C6O,[23.75236671 25.81653583]
1462,HO2C4O2,HO2C4NO3,[21.76929461 23.99163146]
1463,HO2C4O2,HO2C4OOH,[19.75544271 23.30203308]
1464,HO2C6O2,HO2C6NO3,[22.04514517 23.39302171]
1465,HO2C6OOH,HO2C6O,[ -inf 20.16795681]
1466,HO2C6NO3,HO2C6O,[ -inf 21.7452866]
1467,HO2C6O2,HO2C6O,[23.1182312 24.46568667]
1468,C5NO3CO4OH,HO2CO4C5O,[ -inf 12.76402146]
1469,HOCO4C5OOH,HO2CO4C5O,[ -inf 19.98101465]
1470,HO2CO4C5O2,HO2CO4C5O,[22.770885 24.17304432]
1471,HO2M2C4O2,HO2M2C4NO3,[14.27958943 16.2539254 ]
1472,HO2M2C4O2,HO2M2C4OOH,[12.12117278 15.41976226]
1473,BUT1ENE,C2H5CHOOA,[23.22468941 23.22776272]
1474,HO3C106O2,HO3C106NO3,[23.10535174 24.40862193]
1475,HO3C106OOH,HO3C106O,[ -inf 20.82253485]
1476,HO3C106NO3,HO3C106O,[ -inf 22.58501746]
1477,HO3C106O2,HO3C106O,[23.80377803 25.1065822 ]
1478,HO3C116O2,HO3C116NO3,[23.34708951 24.63945942]
1479,HO3C116OOH,HO3C116O,[ -inf 21.04086918]
1480,HO3C116NO3,HO3C116O,[ -inf 22.78556194]
1481,HO3C116O2,HO3C116O,[24.03009214 25.32199322]
1482,HO3C126O2,HO3C126NO3,[23.57373242 24.85962251]
1483,HO3C126OOH,HO3C126O,[ -inf 21.24836864]
1484,HO3C126NO3,HO3C126O,[ -inf 22.97582409]
1485,HO3C126O2,HO3C126O,[24.24465015 25.53006913]
1486,HO3C3CO3,HO3C3CO3H,[17.98312139 21.29229216]
1487,BU1ENO3O2,HO3C4NO3,[20.0256977 15.58766647]
1488,HO3C4O2,HO3C4NO3,[21.84097191 23.09940445]
1489,HO3C4OOH,HO3C4O,[ -inf 20.57617823]
1490,HO3C4O2,HO3C4O,[23.60377224 24.86169234]
1491,C2H5O2,C2H5NO3,[23.05509903 24.32142135]
1492,C2H5OH,C2H5O,[22.25043077 25.77352888]
1493,C2H5NO3,C2H5O,[ -inf 23.12249448]
1494,C2H5OOH,C2H5O,[ -inf 22.08774834]
1495,C2H5O2,C2H5O,[25.0973521 26.36328327]
1496,HO3C5O2,HO3C5NO3,[21.78086808 24.23931487]
1497,HO3C5O2,HO3C5OOH,[19.62245143 23.40515173]
1498,HO3C76O2,HO3C76NO3,[22.48571058 23.83209356]
1499,HO3C76OOH,HO3C76O,[ -inf 20.44996621]
1500,HO3C76NO3,HO3C76O,[ -inf 22.11630153]
1501,HO3C76O2,HO3C76O,[23.38975576 24.73570206]
1502,HO3C86O2,HO3C86NO3,[22.22196708 23.57366616]
1503,HO3C86OOH,HO3C86O,[ -inf 20.06333338]
1504,HO3C86NO3,HO3C86O,[ -inf 21.81361348]
1505,HO3C86O2,HO3C86O,[23.01807627 24.369325 ]
1506,HO3C96O2,HO3C96NO3,[23.10885168 24.42750633]
1507,HO3C96OOH,HO3C96O,[ -inf 20.86640592]
1508,HO3C96NO3,HO3C96O,[ -inf 22.6379652]
1509,HO3C96O2,HO3C96O,[23.83927143 25.15746559]
1510,HO5C5CO3,HO5C5CO3H,[16.77333892 21.40664152]
1511,HO5C6OOH,HO5C6O,[ -inf 20.56845969]
1512,HO5C6O2,HO5C6O,[22.49890693 24.82021371]
1513,C6COCHOO2,C6COCHOOOH,[18.23542745 20.90882176]
1514,C2H5O2,C2H5OOH,[21.34822379 23.93879962]
1515,HYETHO2H,HOCH2CH2O,[ -inf 22.01336673]
1516,HOCH2CH2O2,HOCH2CH2O,[24.92553919 26.24531824]
1517,GAOO,HOCH2CO2H,[21.72172492 21.93056595]
1518,HOCH2CO3,HOCH2CO2H,[20.82372586 22.63645329]
1519,HOCH2CO3,HOCH2CO3H,[19.67081116 22.76694532]
1520,C51O2,C51NO3,[22.19734953 23.65009589]
1521,HOCO3C54O2,HOCO3C5OOH,[19.13794976 23.21131807]
1522,C6DICAROOH,C6DICARBO,[ -inf 19.46015179]
1523,C6DICARBO2,C6DICARBO,[22.48312112 23.79056528]
1524,C53OH,HOIPRGLYOX,[15.48248572 20.38159384]
1525,C53OOH,HOIPRGLYOX,[17.19250217 22.12488814]
1526,C53O2,HOIPRGLYOX,[18.62690729 20.52360121]
1527,HPC52CO3,HPC52CO3H,[14.54308447 17.33070992]
1528,HPC52OOH,HPC52O,[ -inf 18.76789281]
1529,HPC52O2,HPC52O,[22.02336485 22.91086808]
1530,NC524OOH,HPNC524CO,[15.75057265 20.13728778]
1531,HYPROPO2H,HYPROPO,[ -inf 21.48566406]
1532,HYPROPO2,HYPROPO,[24.84652058 25.82925632]
1533,IBUTALBO2,IBUALANO3,[21.43118096 22.42426639]
1534,IBUTALBO2,IBUTALBO2H,[19.41732906 21.73466801]
1535,C6EO2OHCO3,C6EO2HCO3H,[17.11821095 19.84118113]
1536,IBUTOLCO2,IBUTOLCNO3,[19.34938545 21.32250949]
1537,C5MEJCO3,C5MEJCO3H,[16.64217896 19.4581055 ]
1538,IBUTOLCO2,IBUTOLCO2H,[17.24126362 20.53864118]
1539,IC3H7O2,IC3H7NO3,[23.23971325 24.26723289]
1540,IC3H7O2,IC3H7OOH,[21.0412493 23.39302246]
1541,IC4H9O2,IC4H9NO3,[22.13900592 23.25410946]
1542,IC4H9O2,IC4H9OOH,[20.12515402 22.56451108]
1543,INAHCO3,INAHCO3H,[ 8.87425947 15.01515626]
1544,INAHPCO3,INAHPPAN,[18.38376369 20.61923367]
1545,INANO3,INANCHO,[17.89832911 22.34479214]
1546,INANCO3,INANCO3H,[14.22138569 18.33644425]
1547,INAOOH,INAO,[ -inf 19.27152382]
1548,INAO2,INAO,[22.01852133 23.05829853]
1549,INANCO,INB1GLYOX,[15.48123508 20.88217562]
1550,INB1CO,INB1GLYOX,[15.84606507 21.13070935]
1551,ACETC2H4O2,ACEC2H4NO3,[20.42405731 21.52925289]
1552,INB1HPCO3,INB1HPPAN,[18.76069063 21.35119785]
1553,C6H5C2OOH,C6H5C2H4O,[ -inf 19.77586231]
1554,C6H5C2NO3,C6H5C2H4O,[ -inf 21.41680054]
1555,C6H5C2H4O2,C6H5C2H4O,[23.28002531 23.81106765]
1556,INB1NACO3,INB1NACO3H,[15.58640854 19.59975251]
1557,INB1NO3,INB1NBCHO,[18.72695953 23.25943211]
1558,INB1NBCO3,INB1NBCO3H,[15.58638371 19.59967969]
1559,INB1OOH,INB1O,[ -inf 20.200445]
1560,INB1O2,INB1O,[22.99367751 24.11109094]
1561,INB1O2,INB1OH,[19.27447766 20.14883647]
1562,INB2O2,INB1OH,[18.36526532 19.21186199]
1563,INCNCHO,INCGLYOX,[15.71387073 20.62830538]
1564,INCCO,INCGLYOX,[16.44103852 21.57024162]
1565,C6H5C2H4O2,C6H5C2NO3,[22.32514259 22.85669327]
1566,INCNCO3,INCNCO3H,[13.86720032 17.78511803]
1567,INCOOH,INCO,[ -inf 18.63611892]
1568,INCO2,INCO,[21.97668693 22.88280457]
1569,INDHCO3,INDHCO3H,[16.28497107 18.92177707]
1570,IPEAO2,IPEANO3,[22.23417338 23.33929666]
1571,IPEAO2,IPEAOOH,[20.07575674 22.50513352]
1572,IPEBO2,IPEBNO3,[23.20658487 24.3042085 ]
1573,IPEBO2,IPEBOOH,[20.61495245 23.0368296 ]
1574,IPECOOH,IPECO,[ -inf 21.7664454]
1575,IPECNO3,IPECO,[ -inf 23.08807609]
1576,IPECO2,IPECO,[24.35513668 25.45111059]
1577,C5CO2DBCO3,C5CO2DCO3H,[16.3704181 17.61101042]
1578,IPRHOCO3,IPRHOCO3H,[15.23269554 18.94507587]
1579,C51NO32O2,C51NO32OOH,[18.00036334 15.4919663 ]
1580,IPROPOLO2H,IPROPOLO,[ -inf 20.83227499]
1581,IPROPOLO2,IPROPOLO,[23.9626173 25.11110475]
1582,CH3CHOHCO3,IPROPOLPER,[16.44077234 20.97485962]
1583,ISOPBO2,ISOPBOOH,[20.78113983 22.79098859]
1584,C6H5CH2O2,C6H5CH2NO3,[22.52078206 23.6531895 ]
1585,C6H5CH2OOH,C6H5CH2O,[ -inf 20.36138019]
1586,C6H5CH2NO3,C6H5CH2O,[ -inf 22.26090136]
1587,C6H5CH2O2,C6H5CH2O,[23.45231388 24.58410111]
1588,PE1ENEAO2,C51OH2OOH,[17.52028419 20.19169054]
1589,C826CO3O2,C826CO3OOH,[19.76488175 21.44895429]
1590,C524OH,C524CO,[15.89374819 19.35998629]
1591,C524OOH,C524CO,[16.92535178 20.56080018]
1592,C524O2,C524CO,[18.33178799 19.15158252]
1593,C524O2,C524NO3,[21.11462959 22.17817819]
1594,PBZN,C6H5OOH,[19.6133268 23.88319074]
1595,C6H5O2,C6H5OOH,[21.67846742 22.88918868]
1596,ME2BU2OLO2,M2BU2OLOOH,[12.96985292 16.26544911]
1597,M2BUOL2O2,M2BUOL2NO3,[16.19697668 17.90430996]
1598,C3DIALOOH,C3DIALO,[ -inf 19.43848331]
1599,C3DIALO2,C3DIALO,[23.28250089 24.54680143]
1600,MACRNBCO3,MACRNBPAN,[21.1037097 22.61587031]
1601,MACROOH,MACRO,[ -inf 21.27651686]
1602,MACRO2,MACRO,[21.45750246 24.41654641]
1603,MACROHOOH,MACROHO,[ -inf 19.19362961]
1604,MACROHO2,MACROHO,[22.80834973 23.81747823]
1605,NC4DCO2,MALANHY,[19.87021266 24.0950413 ]
1606,MALDIALCO2,MALANHY,[21.25878461 25.02884739]
1607,C5CO14CO2,MALANHY,[22.04063728 25.55758991]
1608,C7DCCO2,MALANHY,[20.0826547 23.64428669]
1609,C6DCARBBO,MALANHY,[21.12149392 24.65545799]
1610,BIACETOOH,BIACETO,[ -inf 22.92220302]
1611,BIACETO2,BIACETO,[24.12635644 25.36982869]
1612,MC6CO2O2,MC6CO2OH,[18.2411828 19.21802149]
1613,C82O2,C82NO3,[21.74483476 23.17303683]
1614,MC7CO2O2,MC7CO2OOH,[18.58756021 21.15801257]
1615,MCOCOMOXO2,MCOCOMOOOH,[20.18509497 22.67911107]
1616,ME2BUOLO2,ME2BUOLNO3,[16.06320428 17.7362565 ]
1617,ME2BUOLOOH,ME2BUOLO,[ -inf 15.41982832]
1618,ME2BUOLO2,ME2BUOLO,[17.77652001 19.44918608]
1619,MECOACETO2,MECOACEOOH,[20.53857013 22.94187529]
1620,MC5DICARB,MEK2OOA,[21.11490797 21.26589202]
1621,MEKAO2,MEKANO3,[21.46601014 23.24669568]
1622,MEKAO2,MEKAOOH,[19.45215824 22.55709729]
1623,C525O2,C525OOH,[15.29928155 18.06814762]
1624,C5NO3COAO2,C5NO3OAOOH,[14.53058542 16.45792153]
1625,METLBIPRO2,METLBIPNO3,[22.49453223 23.51105387]
1626,METLBIPNO3,METLOBPROH,[20.54469083 24.04414445]
1627,METLBIPRO2,METLOBPROH,[19.31593898 20.08870656]
1628,METOLO,METLQONE,[19.32134572 23.25021407]
1629,C6OTKETOH,C6OTKETCO,[15.32896176 19.24729735]
1630,C6OTKETOOH,C6OTKETCO,[16.68301149 21.39542394]
1631,C6OTKETO2,C6OTKETCO,[18.64743406 19.37771781]
1632,C526NO3,C526O,[ -inf 21.69347767]
1633,C526O2,C526O,[19.01626689 22.53678752]
1634,MIPKAOOH,MIPKAO,[ -inf 21.03506278]
1635,MIPKAOH,MIPKAO,[13.60278805 18.84923015]
1636,MIPKAO2,MIPKAO,[22.7301266 24.59568872]
1637,MIPKBO2,MIPKBNO3,[21.3971615 23.27117564]
1638,NC4MDCO2,MMALANHY,[21.02960041 25.25486787]
1639,C3MCODBCO2,MMALANHY,[21.06483681 24.81681862]
1640,C4MCODBCO2,MMALANHY,[21.0696608 24.71790166]
1641,MC3CODBCO2,MMALANHY,[20.92009948 24.69371039]
1642,MC4CODBCO2,MMALANHY,[20.99087221 24.31200383]
1643,C112O2,C112OOH,[19.56825513 23.28115789]
1644,MPHCOMEO2,MPHCOMEOOH,[18.5462498 21.67696068]
1645,MPHCOMEOH,MPHGLYOX,[14.33382458 19.25541325]
1646,MPHCOMEOOH,MPHGLYOX,[16.53572652 21.54974005]
1647,MPHCOMEO2,MPHGLYOX,[17.9053842 19.46808749]
1648,CO2C54O2,MPRKNO3,[22.20999754 23.34060926]
1649,MPRBNO3CO3,MPRNO3CO3H,[17.45768311 19.16609035]
1650,C715CO2OOH,C715CO2O,[ -inf 18.66422665]
1651,C715CO2O2,C715CO2O,[22.07826652 23.33562594]
1652,C527NO3,C527O,[ -inf 22.19772729]
1653,C527O2,C527O,[19.06406886 22.96697138]
1654,C716O2,C716OOH,[20.77763024 22.80360127]
1655,MXYBIPERO2,MXYBIPENO3,[23.14973625 24.13719148]
1656,C717O2,C717NO3,[24.89852667 23.18683235]
1657,C717OH,C717O,[ -inf 17.9857693]
1658,C717OOH,C717O,[ -inf 20.50685499]
1659,C717NO3,C717O,[ -inf 23.36933083]
1660,C717O2,C717O,[25.31359329 23.60136136]
1661,MXYLO2,MXYLNO3,[22.52859028 22.92158016]
1662,MXYLOOH,MXYLO,[ -inf 19.88960826]
1663,MXYLNO3,MXYLO,[ -inf 21.59516081]
1664,MXYLO2,MXYLO,[23.45986783 23.85234653]
1665,C4COMOH3O2,C4COMOHOOH,[12.59351283 18.03308719]
1666,MXYOLO,MXYQONE,[20.03311574 23.94470337]
1667,NAPINAO2,NAPINAOOH,[24.19719106 21.33028018]
1668,NAPINBO2,NAPINBOOH,[23.92693562 20.95314242]
1669,NBUTDAO2,NBUTDAOH,[20.88933988 16.19444615]
1670,BUTDCO2,NBUTDAOH,[22.34500638 23.08752112]
1671,NBUTDBO2,NBUTDBNO3,[23.93116129 19.48590031]
1672,NBUTDBOOH,NBUTDBO,[ -inf 16.37333157]
1673,NBUTDBNO3,NBUTDBO,[ -inf 17.59280616]
1674,NBUTDBO2,NBUTDBO,[25.39866973 20.9529356 ]
1675,C71O2,C71OOH,[18.01366256 22.08437673]
1676,C43NO34O2,NBUTOLANO3,[20.65007753 16.25494964]
1677,NBUTOLAO2,NBUTOLANO3,[22.657469 23.59848399]
1678,NBUTOLAOOH,NBUTOLAO,[ -inf 20.64235532]
1679,NBUTOLAO2,NBUTOLAO,[24.01611927 24.9566856 ]
1680,C720O2,C720NO3,[22.64781164 23.75745791]
1681,NBUTOLBO2,NBUTOLBNO3,[22.17194569 23.30487187]
1682,NBUTOLBO2,NBUTOLBOOH,[19.75752965 22.21470934]
1683,NBZQO2,NBZQOOH,[19.9486508 18.30164662]
1684,C52NO31O2,C52NO31OOH,[17.72559391 15.23816753]
1685,C84O2,C84OOH,[18.74353957 22.1954605 ]
1686,NC102O2,NC102OOH,[19.35139557 21.63200095]
1687,PENT1ENE,C3H7CHOOA,[20.14569927 20.37564046]
1688,NC3CO3,NC3CO2H,[18.44071606 17.76706127]
1689,NC3H7O2,NC3H7NO3,[22.44124076 23.73130635]
1690,NC3H7O2,NC3H7OOH,[20.54853552 23.16285462]
1691,PE1ENEBO2,C52OH1OOH,[17.94346065 21.70386809]
1692,NC4CO3,NC4CO2H,[19.62242289 18.51696465]
1693,NC4H9O2,NC4H9NO3,[22.67141767 23.91596792]
1694,NC4H9O2,NC4H9OOH,[20.65756577 23.22636953]
1695,C5COCHOO2,C5COCHOOOH,[18.42571669 20.72591493]
1696,NC61CO3,NC61CO3H,[15.02027198 20.38087747]
1697,CHOCOCH2O2,ALCOCH2OOH,[19.20797314 22.07655288]
1698,C721PAN,C721OOH,[17.81901762 22.650074 ]
1699,C721O2,C721OOH,[18.13198905 21.14177859]
1700,C722O2,C722OOH,[18.12185307 21.14236468]
1701,C9PAN2,C85OOH,[19.05787548 24.53397377]
1702,C85O2,C85OOH,[19.06640182 22.82853746]
1703,C726CO5O2,C726CO5OOH,[19.56117807 22.08068159]
1704,C4COMOHCO3,C5COHOCO3H,[12.10183543 15.43609462]
1705,NISOPO2,NISOPNO3,[25.16066069 20.57625656]
1706,NISOPOOH,NISOPO,[ -inf 17.28285124]
1707,NISOPNO3,NISOPO,[ -inf 18.61914782]
1708,NISOPO2,NISOPO,[26.42207353 21.83718676]
1709,NMETLQO2,NMETLQOOH,[20.32020705 18.22719139]
1710,C86O2,C86OOH,[19.02576689 22.83008806]
1711,NMXYFUO2,NMXYFUOOH,[22.36212763 20.05942083]
1712,NMXYQO2,NMXYQOOH,[21.02529911 18.91045699]
1713,NO3CH2CO3,NO3CH2CO3H,[17.42018253 20.31289979]
1714,C534OOH,C534O,[ -inf 17.89751303]
1715,C534O2,C534O,[20.86095407 21.7614142 ]
1716,NOETLQO2,NOETLQOOH,[20.06887003 17.89364934]
1717,NONO2,NONNO3,[23.97613931 25.04110852]
1718,C3MDIALOOH,C3MDIALO,[ -inf 20.39739478]
1719,C3MDIALO2,C3MDIALO,[23.55978844 24.78098645]
1720,NOXYFUO2,NOXYFUOOH,[21.36260465 19.12718843]
1721,C72O2,C72NO3,[22.01030654 23.43454162]
1722,C535OOH,C535O,[ -inf 18.41130881]
1723,C535O2,C535O,[21.77472082 22.79685134]
1724,NOXYQO2,NOXYQOOH,[20.49484038 17.85696593]
1725,NPEBQO2,NPEBQOOH,[20.71188643 18.52936951]
1726,NPETLQO2,NPETLQOOH,[20.05229332 17.87420786]
1727,C122O2,C122OOH,[19.89424872 23.53310303]
1728,NPHENO2,NPHENOH,[20.36100974 17.54140503]
1729,NPPRBQO2,NPPRBQOOH,[19.83332329 17.65436924]
1730,NPTLQO2,NPTLQOOH,[21.38517384 19.21675981]
1731,NPXYFUO2,NPXYFUOOH,[22.47068383 20.24981961]
1732,NPXYQO2,NPXYQOOH,[20.684701 18.50247738]
1733,NTLFUO2,NTLFUOOH,[22.43238468 20.06254633]
1734,NTM124QO2,NTM124QOOH,[20.19815932 18.08123936]
1735,NTMB1FUO2,NTMB1FUOOH,[21.45773969 19.49629796]
1736,NTMB2FUO2,NTMB2FUOOH,[20.64621314 18.33765824]
1737,C113O2,C113NO3,[22.90896936 24.25341296]
1738,C8CO2DBCO3,C8CO2DCO3H,[14.44711625 15.70984694]
1739,OCTO2,OCTNO3,[23.06049435 24.15527299]
1740,C104O2,C104OOH,[19.77771214 23.0312843 ]
1741,OETOLO,OETLQONE,[19.39722661 22.92140904]
1742,PE2ENEBO2,C53OH2OOH,[14.1531296 17.15998547]
1743,OXYLPAN,OXYL1OOH,[18.53083787 23.24260713]
1744,OXYL1O2,OXYL1OOH,[20.15678687 22.30395738]
1745,OXYLO2,OXYLNO3,[22.73712739 22.91796778]
1746,OXYLOOH,OXYLO,[ -inf 19.73805311]
1747,OXYLNO3,OXYLO,[ -inf 21.26632547]
1748,OXYLO2,OXYLO,[23.66840494 23.84873415]
1749,C5DIALOH,C5DIALCO,[15.14638855 18.82958614]
1750,C5DIALOOH,C5DIALCO,[17.06462848 20.92742332]
1751,C5DIALO2,C5DIALCO,[17.54558274 18.87312855]
1752,C5DIALOOH,C5DIALO,[ -inf 18.41424819]
1753,C5DIALO2,C5DIALO,[21.52878794 23.099658 ]
1754,C3NO3COO2,C3NO3COOOH,[ 1.11158284 10.76433336]
1755,BUTALAO2,BUTALAOOH,[20.63347048 22.37862451]
1756,OXYOLO,OXYQONE,[20.38271519 23.90007392]
1757,BUTALO2,BUTALNO3,[21.65957101 22.9593598 ]
1758,PBFUO2,PBFUOOH,[18.48621451 21.46046061]
1759,CHOC3COO2,C413COOOH,[20.21345655 22.55106412]
1760,PBZBIPERO2,PBZBPERNO3,[21.84837691 22.93766677]
1761,C109OOH,C109O,[ -inf 19.8845201]
1762,C109O2,C109O,[25.99691276 23.6871327 ]
1763,C4H6,ACROOA,[23.10374626 23.10279194]
1764,C41CO3,C41CO2H,[18.54065847 20.78273991]
1765,PHENO,PBZQONE,[17.82572923 23.34455803]
1766,PE1ENEAO2,PE1ENEANO3,[19.76887748 21.11603032]
1767,C52NO31O2,PE1ENEANO3,[17.3547743 13.29934034]
1768,C51NO32O2,PE1ENEBNO3,[16.91354039 12.83713577]
1769,PE1ENEBO2,PE1ENEBNO3,[19.8008473 22.23700123]
1770,PEAO2,PEANO3,[22.42301765 24.35694078]
1771,C73O2,C73OOH,[14.71286692 19.91095295]
1772,PEAO2,PEAOOH,[20.264601 23.52277764]
1773,PEBO2,PEBNO3,[23.17603479 24.27047884]
1774,PEBO2,PEBOOH,[20.62303181 23.04172937]
1775,EBENZOLO,PEBQONE,[20.08826524 23.57621049]
1776,C74OOH,C74O,[ -inf 16.26062201]
1777,C74O2,C74O,[16.92010757 20.58922378]
1778,PECO2,PECNO3,[22.97098797 24.06533573]
1779,PE2ONE1OOH,PEN2ONE1O,[ -inf 17.40423528]
1780,C51NO32CO,PEN2ONE1O,[ -inf 18.45186805]
1781,PEN2ONE1O2,PEN2ONE1O,[18.66078305 21.57710073]
1782,C4NO3CO3,C4NO3CO3H,[13.12066471 14.71200696]
1783,C5DICAROOH,C5DICARBO,[ -inf 20.29191099]
1784,C5DICARBO2,C5DICARBO,[23.29323981 24.59347459]
1785,BUTDAOOH,BUTDAO,[ -inf 19.9512247]
1786,BUTDANO3,BUTDAO,[ -inf 21.10134656]
1787,BUTDAO2,BUTDAO,[23.81184645 24.54923332]
1788,PETOLO,PETLQONE,[19.37429962 22.90107094]
1789,PBZPOXMUC,PGLOOA,[20.57487521 20.65352004]
1790,C7DICARB,PGLOOB,[19.95267403 20.17435332]
1791,PHC3O2,PHC3NO3,[22.14333931 22.56428443]
1792,PHC3OOH,PHC3O,[ -inf 18.92389522]
1793,PHC3NO3,PHC3O,[ -inf 21.10913777]
1794,PHC3O2,PHC3O,[22.33281835 22.7531241 ]
1795,NOETOLO,C7CDCCO2H,[20.42334941 22.07466536]
1796,OETOLO,C7CDCCO2H,[19.43198871 22.95617114]
1797,PHCOETOH,PHCOCOME,[13.65890661 18.49627948]
1798,PHCOETOOH,PHCOCOME,[15.97446407 20.77472569]
1799,PHCOETO2,PHCOCOME,[17.07568336 18.65382604]
1800,C56OOH,C56O,[ -inf 14.1601848]
1801,C56O2,C56O,[16.5614632 18.51047793]
1802,C42CO3,C42CO3H,[ 9.11544223 13.46814942]
1803,C42OOH,C42O,[ -inf 16.11750437]
1804,C42O2,C42O,[22.4572374 20.77158299]
1805,C7CO2DBCO3,C7CO2DCO3H,[15.34441652 16.60882498]
1806,APINBOO,PINONIC,[23.1229061 23.14059865]
1807,C96CO3,PINONIC,[21.53972125 22.39832563]
1808,C7CO2M5OH,C7CO2M5O,[15.3404192 18.70668146]
1809,C7CO2M5OOH,C7CO2M5O,[ -inf 19.26176133]
1810,C7CO2M5O2,C7CO2M5O,[22.59947975 23.77075343]
1811,C7CO2M5O2,C7CO2M5OH,[17.81178989 18.73968831]
1812,C7CO2OHCO3,C7CO2OCO3H,[17.84757328 20.54272129]
1813,PBENZOLO,PPRBQONE,[19.19373066 22.68630325]
1814,PRONO3AO2,PR1O2HNO3,[21.36726595 18.51266974]
1815,PRONO3BO2,PR2O2HNO3,[21.63928039 18.76157844]
1816,PRNO3CO3,PRNO3CO3H,[16.53738018 18.48744245]
1817,PROL11MOOH,PROL11MO,[ -inf 13.71946752]
1818,PROL11MO2,PROL11MO,[15.84766056 17.82637781]
1819,PROL1MCO3,PROL1MCO3H,[ 7.8977191 12.70714831]
1820,PRONO3BO2,PROLNO3,[19.88937877 15.44366924]
1821,IPROPOLO2,PROLNO3,[21.92009599 23.06909174]
1822,HYPROPO2,PROPGLY,[20.87340878 21.61283038]
1823,IPROPOLO2,PROPGLY,[20.33970724 21.24494892]
1824,CRESO,PTLQONE,[20.77975801 24.27520167]
1825,C57AOOH,C57AO,[ -inf 18.49659206]
1826,C57AO2,C57AO,[21.77717405 22.91780964]
1827,PXYLPAN,PXYL1OOH,[18.67273396 23.29576795]
1828,PXYL1O2,PXYL1OOH,[19.25590032 22.06801763]
1829,C44O2,C44OOH,[17.98185919 21.02413583]
1830,PXYLO2,PXYLNO3,[22.79097935 23.16244061]
1831,PXYLOOH,PXYLO,[ -inf 20.08430034]
1832,PXYLNO3,PXYLO,[ -inf 21.80565681]
1833,PXYLO2,PXYLO,[23.7222569 24.09320698]
1834,C45O2,C45NO3,[20.56156372 21.41873546]
1835,C45OOH,C45O,[ -inf 18.40064836]
1836,C45NO3,C45O,[ -inf 19.51130501]
1837,C45O2,C45O,[22.17152932 23.02817368]
1838,BZBIPERO2,BZBIPERNO3,[21.87268361 22.98458869]
1839,PXYOLO,PXYQONE,[20.02418932 23.54370413]
